year,week,fantasy_team,opponent,team_score,opponent_score,side,lineup_slot,player,projection,fantasy_points,stat_summary,is_starter,is_bench,is_ir,source_url,source_table,source_row
2022,3,Uncle Rico,Patty Primetimes,114.08,89.66,left,TE,Kyle Pitts Sr.,8.94,11.2,"87 Rec Yds, 5 Rec",True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=11,starters,6
2022,3,Patty Primetimes,Uncle Rico,89.66,114.08,right,TE,Darren Waller,9.83,3.7,"22 Rec Yds, 3 Rec",True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=11,starters,6
2022,3,Uncle Rico,Patty Primetimes,114.08,89.66,left,W/R/T,Cordarrelle Patterson,12.17,21.8,"141 Rush Yds, 1 Rush TD, 12 Rec Yds",True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=11,starters,7
2022,3,Patty Primetimes,Uncle Rico,89.66,114.08,right,W/R/T,DK Metcalf,10.4,14.9,"64 Rec Yds, 1 Rec TD, 5 Rec",True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=11,starters,7
2022,3,Uncle Rico,Patty Primetimes,114.08,89.66,left,K,Jake Elliott,8.25,6.0,"1 FG 30-39, 3 PAT Made",True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=11,starters,8
2022,3,Patty Primetimes,Uncle Rico,89.66,114.08,right,K,Greg Joseph,7.81,4.0,4 PAT Made,True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=11,starters,8
2022,3,Uncle Rico,Patty Primetimes,114.08,89.66,left,DEF,Chargers - DEF,8.06,-4.0,Pts Allow 35+,True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=11,starters,9
2022,3,Patty Primetimes,Uncle Rico,89.66,114.08,right,DEF,Colts - DEF,4.12,6.0,"1 Fum Rec, 1 Int, 1 Sack",True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=11,starters,9
2022,3,Uncle Rico,Patty Primetimes,114.08,89.66,left,BN,Jakobi Meyers,0.0,0.0,,False,True,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=11,bench,1
2022,3,Patty Primetimes,Uncle Rico,89.66,114.08,right,BN,Travis Etienne Jr.,8.12,9.0,"45 Rush Yds, 30 Rec Yds, 3 Rec",False,True,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=11,bench,1
2022,3,Uncle Rico,Patty Primetimes,114.08,89.66,left,BN,Isiah Pacheco,4.41,0.9,9 Rush Yds,False,True,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=11,bench,2
2022,3,Patty Primetimes,Uncle Rico,89.66,114.08,right,BN,Aaron Rodgers,21.04,21.1,"2 Pass TD, 255 Pass Yds, 1 Int",False,True,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=11,bench,2
2022,3,Uncle Rico,Patty Primetimes,114.08,89.66,left,BN,Jahan Dotson,7.7,2.0,"2 Rec, 10 Rec Yds",False,True,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=11,bench,3
2022,3,Patty Primetimes,Uncle Rico,89.66,114.08,right,BN,Hunter Renfrow,0.0,0.0,,False,True,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=11,bench,3
2022,3,Uncle Rico,Patty Primetimes,114.08,89.66,left,BN,Greg Dortch,8.05,12.5,"80 Rec Yds, 9 Rec",False,True,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=11,bench,4
2022,3,Patty Primetimes,Uncle Rico,89.66,114.08,right,BN,Chris Olave,8.75,19.2,"147 Rec Yds, 9 Rec",False,True,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=11,bench,4
2022,3,Uncle Rico,Patty Primetimes,114.08,89.66,left,BN,Corey Davis,7.9,3.7,"27 Rec Yds, 2 Rec",False,True,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=11,bench,5
2022,3,Patty Primetimes,Uncle Rico,89.66,114.08,right,BN,Robert Tonyan,6.48,6.7,"37 Rec Yds, 6 Rec",False,True,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=11,bench,5
2022,3,Uncle Rico,Patty Primetimes,114.08,89.66,left,BN,Irv Smith Jr.,8.24,4.2,"32 Rec Yds, 2 Rec",False,True,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=11,bench,6
2022,3,Patty Primetimes,Uncle Rico,89.66,114.08,right,BN,Falcons - DEF,5.57,4.0,"2 Sack, 1 Int",False,True,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=11,bench,6
