year,round,pick_in_round,overall_pick,team,player,keeper
2019,5,11,59,Uncle Rico,Tyler Boyd,False
2019,5,12,60,Big Sack Jack,Cooper Kupp,False
2019,6,1,61,Big Sack Jack,Melvin Gordon III,False
2019,6,2,62,Uncle Rico,Evan Engram,False
2019,6,3,63,Joe Mantegna,Duke Johnson,False
2019,6,4,64,Malle ❤️ 🐸,Calvin Ridley,False
2019,6,5,65,Post Mahomes,James White,False
2019,6,6,66,ThreatLevelMidnight,Josh Gordon,False
2019,6,7,67,Ginger FC,Kenyan Drake,False
2019,6,8,68,Patty Primetimes,Will Fuller V,False
2019,6,9,69,Voldemort,Tevin Coleman,False
2019,6,10,70,malle_dips_pouches,DJ Moore,False
2019,6,11,71,The Big Gronkowski,Hunter Henry,False
2019,6,12,72,Pop Lockett Drop it,Alshon Jeffery,False
2019,7,1,73,Pop Lockett Drop it,Russell Wilson,False
2019,7,2,74,The Big Gronkowski,Jarvis Landry,False
2019,7,3,75,malle_dips_pouches,Tarik Cohen,False
2019,7,4,76,Voldemort,Latavius Murray,False
2019,7,5,77,Patty Primetimes,Drew Brees,False
2019,7,6,78,Ginger FC,Jared Cook,False
2019,7,7,79,ThreatLevelMidnight,Vance McDonald,False
2019,7,8,80,Post Mahomes,Derrius Guice,False
2019,7,9,81,Malle ❤️ 🐸,David Njoku,False
2019,7,10,82,Joe Mantegna,Carson Wentz,False
2019,7,11,83,Uncle Rico,Cam Newton,False
2019,7,12,84,Big Sack Jack,Dede Westbrook,False
2019,8,1,85,Big Sack Jack,Tom Brady,False
2019,8,2,86,Uncle Rico,Christian Kirk,False
2019,8,3,87,Joe Mantegna,Austin Hooper,False
2019,8,4,88,Malle ❤️ 🐸,Kareem Hunt,False
2019,8,5,89,Post Mahomes,A.J. Green,False
2019,8,6,90,ThreatLevelMidnight,Jared Goff,False
2019,8,7,91,Ginger FC,Sammy Watkins,False
2019,8,8,92,Patty Primetimes,Marvin Jones Jr.,False
2019,8,9,93,Voldemort,Curtis Samuel,False
2019,8,10,94,malle_dips_pouches,Sterling Shepard,False
2019,8,11,95,The Big Gronkowski,Philip Rivers,False
2019,8,12,96,Pop Lockett Drop it,Devin Singletary,False
2019,9,1,97,Pop Lockett Drop it,Tyrell Williams,False
2019,9,2,98,The Big Gronkowski,Greg Zuerlein,False
2019,9,3,99,malle_dips_pouches,LeSean McCoy,False
2019,9,4,100,Voldemort,Royce Freeman,False
2019,9,5,101,Patty Primetimes,Lamar Jackson,False
2019,9,6,102,Ginger FC,Justin Tucker,False
2019,9,7,103,ThreatLevelMidnight,Corey Davis,False
2019,9,8,104,Post Mahomes,Rashaad Penny,False
2019,9,9,105,Malle ❤️ 🐸,Larry Fitzgerald,False
2019,9,10,106,Joe Mantegna,Bears,False
2019,9,11,107,Uncle Rico,Matt Breida,False
2019,9,12,108,Big Sack Jack,Rams,False
2019,10,1,109,Big Sack Jack,Jordan Howard,False
2019,10,2,110,Uncle Rico,Michael Gallup,False
2019,10,3,111,Joe Mantegna,Harrison Butker,False
2019,10,4,112,Malle ❤️ 🐸,Darrell Henderson Jr.,False
2019,10,5,113,Post Mahomes,Kyler Murray,False
2019,10,6,114,ThreatLevelMidnight,Stephen Gostkowski,False
2019,10,7,115,Ginger FC,Browns,False
2019,10,8,116,Patty Primetimes,Donte Moncrief,False
2019,10,9,117,Voldemort,Dante Pettis,False
2019,10,10,118,malle_dips_pouches,Delanie Walker,False
2019,10,11,119,The Big Gronkowski,Jaguars,False
2019,10,12,120,Pop Lockett Drop it,DK Metcalf,False
2019,11,1,121,Pop Lockett Drop it,Mark Andrews,False
2019,11,2,122,The Big Gronkowski,Eric Ebron,False
2019,11,3,123,malle_dips_pouches,Carlos Hyde,False
2019,11,4,124,Voldemort,Justin Jackson,False
2019,11,5,125,Patty Primetimes,Tony Pollard,False
2019,11,6,126,Ginger FC,John Brown,False
2019,11,7,127,ThreatLevelMidnight,DeSean Jackson,False
2019,11,8,128,Post Mahomes,Courtland Sutton,False
2019,11,9,129,Malle ❤️ 🐸,Wil Lutz,False
2019,11,10,130,Joe Mantegna,Jameis Winston,False
2019,11,11,131,Uncle Rico,Trey Burton,False
2019,11,12,132,Big Sack Jack,Ka'imi Fairbairn,False
2019,12,1,133,Big Sack Jack,Mohamed Sanu,False
2019,12,2,134,Uncle Rico,Peyton Barber,False
2019,12,3,135,Joe Mantegna,Marquez Valdes-Scantling,False
2019,12,4,136,Malle ❤️ 🐸,Geronimo Allison,False
2019,12,5,137,Post Mahomes,Greg Olsen,False
2019,12,6,138,ThreatLevelMidnight,Darwin Thompson,False
2019,12,7,139,Ginger FC,Ben Roethlisberger,False
2019,12,8,140,Patty Primetimes,Ravens,False
2019,12,9,141,Voldemort,Jaylen Samuels,False
2019,12,10,142,malle_dips_pouches,Emmanuel Sanders,False
2019,12,11,143,The Big Gronkowski,Jimmy Garoppolo,False
2019,12,12,144,Pop Lockett Drop it,Chris Thompson,False
2019,13,1,145,Pop Lockett Drop it,Kirk Cousins,False
2019,13,2,146,The Big Gronkowski,Dion Lewis,False
2019,13,3,147,malle_dips_pouches,Matt Bryant,False
2019,13,4,148,Voldemort,Damien Harris,False
2019,13,5,149,Patty Primetimes,Michael Badgley,False
2019,13,6,150,Ginger FC,Kyle Rudolph,False
2019,13,7,151,ThreatLevelMidnight,Patriots,False
2019,13,8,152,Post Mahomes,Kalen Ballage,False
2019,13,9,153,Malle ❤️ 🐸,Dak Prescott,False
2019,13,10,154,Joe Mantegna,Jordan Reed,False
2019,13,11,155,Uncle Rico,Josh Allen,False
2019,13,12,156,Big Sack Jack,Ty Montgomery II,False
2019,14,1,157,Big Sack Jack,Anthony Miller,False
2019,14,2,158,Uncle Rico,Texans,False
2019,14,3,159,Joe Mantegna,Vikings,False
2019,14,4,160,Malle ❤️ 🐸,Chargers,False
2019,14,5,161,Post Mahomes,Saints,False
2019,14,6,162,ThreatLevelMidnight,Nyheim Miller-Hines,False
2019,14,7,163,Ginger FC,Hollywood Brown,False
2019,14,8,164,Patty Primetimes,Keke Coutee,False
2019,14,9,165,Voldemort,Seahawks,False
2019,14,10,166,malle_dips_pouches,Chiefs,False
2019,14,11,167,The Big Gronkowski,Jamison Crowder,False
2019,14,12,168,Pop Lockett Drop it,Bills,False
2019,15,1,169,Pop Lockett Drop it,Robbie Gould,False
2019,15,2,170,The Big Gronkowski,Ronald Jones,False
2019,15,3,171,malle_dips_pouches,Jack Doyle,False
2019,15,4,172,Voldemort,Jake Elliott,False
2019,15,5,173,Patty Primetimes,Darren Waller,False
2019,15,6,174,Ginger FC,Tre'Quan Smith,False
2019,15,7,175,ThreatLevelMidnight,Jamaal Williams,False
2019,15,8,176,Post Mahomes,Mason Crosby,False
2019,15,9,177,Malle ❤️ 🐸,T.J. Hockenson,False
2019,15,10,178,Joe Mantegna,Justice Hill,False
2019,15,11,179,Uncle Rico,Matt Prater,False
2019,15,12,180,Big Sack Jack,Mitchell Trubisky,False
