year,round,pick_in_round,overall_pick,team,player,keeper
2024,8,3,87,Joe Mantegna,DeAndre Hopkins,False
2024,8,4,88,Uncle Rico,Austin Ekeler,False
2024,8,5,89,Voldemort,Chase Brown,False
2024,8,6,90,malle_dips_pouches,Christian Watson,False
2024,8,7,91,Pop Lockett Drop it,Rico Dowdle,False
2024,8,8,92,The Big Gronkowski,Jaxon Smith-Njigba,False
2024,8,9,93,ThreatLevelMidnight,Jerome Ford,False
2024,8,10,94,Patty Primetimes,Jayden Daniels,False
2024,8,11,95,Buttermilk Puuump,David Njoku,False
2024,8,12,96,Ginger FC,Dallas Goedert,False
2024,9,1,97,Ginger FC,Nick Chubb,False
2024,9,2,98,Buttermilk Puuump,Jordan Addison,False
2024,9,3,99,Patty Primetimes,Ladd McConkey,False
2024,9,4,100,ThreatLevelMidnight,Trey Benson,False
2024,9,5,101,The Big Gronkowski,Gus Edwards,False
2024,9,6,102,Pop Lockett Drop it,Rome Odunze,False
2024,9,7,103,malle_dips_pouches,Courtland Sutton,False
2024,9,8,104,Voldemort,Khalil Shakir,False
2024,9,9,105,Uncle Rico,Jonathon Brooks,False
2024,9,10,106,Joe Mantegna,Hollywood Brown,False
2024,9,11,107,Post Mahomes,Ezekiel Elliott,False
2024,9,12,108,Malle ❤️ 🐸,Brock Purdy,False
2024,10,1,109,Malle ❤️ 🐸,Adam Thielen,True
2024,10,2,110,Post Mahomes,Kyren Williams,True
2024,10,3,111,Joe Mantegna,Tua Tagovailoa,False
2024,10,4,112,Uncle Rico,Tank Dell,True
2024,10,5,113,Voldemort,Puka Nacua,True
2024,10,6,114,malle_dips_pouches,Harrison Butker,False
2024,10,7,115,Pop Lockett Drop it,C.J. Stroud,True
2024,10,8,116,The Big Gronkowski,Matthew Stafford,False
2024,10,9,117,ThreatLevelMidnight,Sam LaPorta,True
2024,10,10,118,Patty Primetimes,Anthony Richardson Sr.,True
2024,10,11,119,Buttermilk Puuump,Joshua Palmer,False
2024,10,12,120,Ginger FC,De'Von Achane,True
2024,11,1,121,Ginger FC,Brian Thomas Jr.,False
2024,11,2,122,Buttermilk Puuump,Blake Corum,False
2024,11,3,123,Patty Primetimes,Khalil Herbert,False
2024,11,4,124,ThreatLevelMidnight,Curtis Samuel,False
2024,11,5,125,The Big Gronkowski,Cowboys,False
2024,11,6,126,Pop Lockett Drop it,Jameson Williams,False
2024,11,7,127,malle_dips_pouches,Justin Herbert,False
2024,11,8,128,Voldemort,Chuba Hubbard,False
2024,11,9,129,Uncle Rico,Zach Charbonnet,False
2024,11,10,130,Joe Mantegna,Ty Chandler,False
2024,11,11,131,Post Mahomes,Brock Bowers,False
2024,11,12,132,Malle ❤️ 🐸,Rashid Shaheed,False
2024,12,1,133,Malle ❤️ 🐸,Tyler Lockett,False
2024,12,2,134,Post Mahomes,Keon Coleman,False
2024,12,3,135,Joe Mantegna,Jakobi Meyers,False
2024,12,4,136,Uncle Rico,Romeo Doubs,False
2024,12,5,137,Voldemort,J.K. Dobbins,False
2024,12,6,138,malle_dips_pouches,Caleb Williams,False
2024,12,7,139,Pop Lockett Drop it,Trevor Lawrence,False
2024,12,8,140,The Big Gronkowski,Brandon Aubrey,False
2024,12,9,141,ThreatLevelMidnight,Deshaun Watson,False
2024,12,10,142,Patty Primetimes,Dalton Schultz,False
2024,12,11,143,Buttermilk Puuump,Younghoe Koo,False
2024,12,12,144,Ginger FC,Antonio Gibson,False
2024,13,1,145,Ginger FC,Jake Elliott,False
2024,13,2,146,Buttermilk Puuump,Jerry Jeudy,False
2024,13,3,147,Patty Primetimes,Evan McPherson,False
2024,13,4,148,ThreatLevelMidnight,Cameron Dicker,False
2024,13,5,149,The Big Gronkowski,Luke Musgrave,False
2024,13,6,150,Pop Lockett Drop it,Ka'imi Fairbairn,False
2024,13,7,151,malle_dips_pouches,Pat Freiermuth,False
2024,13,8,152,Voldemort,Jets,False
2024,13,9,153,Uncle Rico,Browns,False
2024,13,10,154,Joe Mantegna,Jason Sanders,False
2024,13,11,155,Post Mahomes,Chiefs,False
2024,13,12,156,Malle ❤️ 🐸,Jaleel McLaughlin,False
2024,14,1,157,Malle ❤️ 🐸,Cole Kmet,False
2024,14,2,158,Post Mahomes,Jake Moody,False
2024,14,3,159,Joe Mantegna,Mike Williams,False
2024,14,4,160,Uncle Rico,Brandin Cooks,False
2024,14,5,161,Voldemort,Tyler Allgeier,False
2024,14,6,162,malle_dips_pouches,Steelers,False
2024,14,7,163,Pop Lockett Drop it,Kirk Cousins,False
2024,14,8,164,The Big Gronkowski,Adonai Mitchell,False
2024,14,9,165,ThreatLevelMidnight,Ja'Lynn Polk,False
2024,14,10,166,Patty Primetimes,Bears,False
2024,14,11,167,Buttermilk Puuump,Aaron Rodgers,False
2024,14,12,168,Ginger FC,Gabe Davis,False
2024,15,1,169,Ginger FC,Dameon Pierce,False
2024,15,2,170,Buttermilk Puuump,Bills,False
2024,15,3,171,Patty Primetimes,Tank Bigsby,False
2024,15,4,172,ThreatLevelMidnight,Dolphins,False
2024,15,5,173,The Big Gronkowski,MarShawn Lloyd,False
2024,15,6,174,Pop Lockett Drop it,Texans,False
2024,15,7,175,malle_dips_pouches,Josh Downs,False
2024,15,8,176,Voldemort,Matt Gay,False
2024,15,9,177,Uncle Rico,Tyler Bass,False
2024,15,10,178,Joe Mantegna,Eagles,False
2024,15,11,179,Post Mahomes,T.J. Hockenson,False
2024,15,12,180,Malle ❤️ 🐸,Vikings,False
