year,round,pick_in_round,overall_pick,team,player,keeper
2023,12,7,139,Buttermilk Puuump,Odell Beckham Jr.,False
2023,12,8,140,Joe Mantegna,Kendre Miller,False
2023,12,9,141,The Big Gronkowski,Cowboys,False
2023,12,10,142,Ginger FC,Kirk Cousins,False
2023,12,11,143,Post Mahomes,Bills,False
2023,12,12,144,Malle ❤️ 🐸,Dalton Kincaid,False
2023,13,1,145,Malle ❤️ 🐸,Adam Thielen,False
2023,13,2,146,Post Mahomes,Roschon Johnson,False
2023,13,3,147,Ginger FC,Daniel Carlson,False
2023,13,4,148,The Big Gronkowski,Tyler Bass,False
2023,13,5,149,Joe Mantegna,Tyler Boyd,False
2023,13,6,150,Buttermilk Puuump,Jared Goff,False
2023,13,7,151,malle_dips_pouches,Evan McPherson,False
2023,13,8,152,Pop Lockett Drop it,Harrison Butker,False
2023,13,9,153,Patty Primetimes,Travis Etienne Jr.,True
2023,13,10,154,ThreatLevelMidnight,D'Onta Foreman,False
2023,13,11,155,Voldemort,Deon Jackson,False
2023,13,12,156,Uncle Rico,Romeo Doubs,False
2023,14,1,157,Uncle Rico,Patriots,False
2023,14,2,158,Voldemort,Ravens,False
2023,14,3,159,ThreatLevelMidnight,Younghoe Koo,False
2023,14,4,160,Patty Primetimes,Jameson Williams,False
2023,14,5,161,Pop Lockett Drop it,Justin Fields,True
2023,14,6,162,malle_dips_pouches,Russell Wilson,False
2023,14,7,163,Buttermilk Puuump,Jason Sanders,False
2023,14,8,164,Joe Mantegna,Broncos,False
2023,14,9,165,The Big Gronkowski,Matthew Stafford,False
2023,14,10,166,Ginger FC,Saints,False
2023,14,11,167,Post Mahomes,Darnell Mooney,False
2023,14,12,168,Malle ❤️ 🐸,Tyjae Spears,False
2023,15,1,169,Malle ❤️ 🐸,Dolphins,False
2023,15,2,170,Post Mahomes,Jake Elliott,False
2023,15,3,171,Ginger FC,Michael Gallup,False
2023,15,4,172,The Big Gronkowski,Dalton Schultz,False
2023,15,5,173,Joe Mantegna,Cameron Dicker,False
2023,15,6,174,Buttermilk Puuump,Packers,False
2023,15,7,175,malle_dips_pouches,Dawson Knox,False
2023,15,8,176,Pop Lockett Drop it,Steelers,False
2023,15,9,177,Patty Primetimes,Riley Patterson,False
2023,15,10,178,ThreatLevelMidnight,Chiefs,False
2023,15,11,179,Voldemort,Jason Myers,False
2023,15,12,180,Uncle Rico,Chris Boswell,False
