year,round,pick_in_round,overall_pick,team,player,keeper
2026,4,5,41,Pop Lockett Drop it,Emeka Egbuka,False
2026,4,6,42,The Big Gronkowski,Bhayshul Tuten,False
2026,4,7,43,ThreatLevelMidnight,Quinshon Judkins,False
2026,4,8,44,Buttermilk Puuump,Luther Burden III,False
2026,4,9,45,Malle ❤️ 🐸,D'Andre Swift,True
2026,4,10,46,Joe Mantegna,Jadarian Price,False
2026,4,11,47,Patty Primetimes,DJ Moore,False
2026,4,12,48,malle_dips_pouches,Tucker Kraft,False
2026,5,1,49,malle_dips_pouches,Garrett Wilson,False
2026,5,2,50,Patty Primetimes,Jameson Williams,False
2026,5,3,51,Joe Mantegna,Rhamondre Stevenson,False
2026,5,4,52,Malle ❤️ 🐸,Davante Adams,False
2026,5,5,53,Buttermilk Puuump,Terry McLaurin,False
2026,5,6,54,ThreatLevelMidnight,Joe Burrow,False
2026,5,7,55,The Big Gronkowski,DK Metcalf,False
2026,5,8,56,Pop Lockett Drop it,Christian Watson,False
2026,5,9,57,Voldemort,TreVeyon Henderson,False
2026,5,10,58,Post Mahomes,Jaylen Warren,False
2026,5,11,59,Uncle Rico,Rome Odunze,False
2026,5,12,60,Ginger FC 🏆🏆,Chris Olave,True
2026,6,1,61,Ginger FC 🏆🏆,Parker Washington,False
2026,6,2,62,Uncle Rico,Jonathon Brooks,False
2026,6,3,63,Post Mahomes,Harold Fannin Jr.,False
2026,6,4,64,Voldemort,Jayden Daniels,False
2026,6,5,65,Pop Lockett Drop it,MarShawn Lloyd,False
2026,6,6,66,The Big Gronkowski,Tony Pollard,False
2026,6,7,67,ThreatLevelMidnight,Rashee Rice,True
2026,6,8,68,Buttermilk Puuump,Rico Dowdle,False
2026,6,9,69,Malle ❤️ 🐸,Jalen Hurts,False
2026,6,10,70,Joe Mantegna,Caleb Williams,False
2026,6,11,71,Patty Primetimes,Carnell Tate,False
2026,6,12,72,malle_dips_pouches,Jacory Croskey-Merritt,False
2026,7,1,73,malle_dips_pouches,Brian Thomas Jr.,False
2026,7,2,74,Patty Primetimes,George Kittle,False
2026,7,3,75,Joe Mantegna,Mike Evans,False
2026,7,4,76,Malle ❤️ 🐸,Travis Kelce,False
2026,7,5,77,Buttermilk Puuump,Dak Prescott,False
2026,7,6,78,ThreatLevelMidnight,Chuba Hubbard,False
2026,7,7,79,The Big Gronkowski,Sam LaPorta,False
2026,7,8,80,Pop Lockett Drop it,Javonte Williams,True
2026,7,9,81,Voldemort,Kyle Pitts Sr.,False
2026,7,10,82,Post Mahomes,Marvin Harrison Jr.,False
2026,7,11,83,Uncle Rico,Chris Godwin Jr.,False
2026,7,12,84,Ginger FC 🏆🏆,Jordan Mason,False
2026,8,1,85,Ginger FC 🏆🏆,J.K. Dobbins,False
2026,8,2,86,Uncle Rico,Blake Corum,False
2026,8,3,87,Post Mahomes,RJ Harvey,False
2026,8,4,88,Voldemort,Josh Jacobs,False
2026,8,5,89,Pop Lockett Drop it,Justin Herbert,False
2026,8,6,90,The Big Gronkowski,Drake Maye,True
2026,8,7,91,ThreatLevelMidnight,Jayden Reed,False
2026,8,8,92,Buttermilk Puuump,Mark Andrews,False
2026,8,9,93,Malle ❤️ 🐸,Stefon Diggs,False
2026,8,10,94,Joe Mantegna,Trevor Lawrence,False
2026,8,11,95,Patty Primetimes,Courtland Sutton,False
2026,8,12,96,malle_dips_pouches,Mike Washington Jr.,False
2026,9,1,97,malle_dips_pouches,Michael Wilson,False
2026,9,2,98,Patty Primetimes,Josh Downs,False
2026,9,3,99,Joe Mantegna,Tyler Warren,True
2026,9,4,100,Malle ❤️ 🐸,Quentin Johnston,False
2026,9,5,101,Buttermilk Puuump,Alec Pierce,False
2026,9,6,102,ThreatLevelMidnight,Jordan Addison,False
2026,9,7,103,The Big Gronkowski,Aaron Jones Sr.,False
2026,9,8,104,Pop Lockett Drop it,De'Zhaun Stribling,False
2026,9,9,105,Voldemort,Michael Pittman Jr.,False
2026,9,10,106,Post Mahomes,Cam Skattebo,True
2026,9,11,107,Uncle Rico,KC Concepcion,False
2026,9,12,108,Ginger FC 🏆🏆,Bo Nix,False
2026,10,1,109,Ginger FC 🏆🏆,Dalton Kincaid,False
2026,10,2,110,Uncle Rico,Kyle Monangai,False
2026,10,3,111,Post Mahomes,Kenny Gainwell,False
2026,10,4,112,Voldemort,Rachaad White,False
2026,10,5,113,Pop Lockett Drop it,Woody Marks,False
2026,10,6,114,The Big Gronkowski,Matthew Golden,False
2026,10,7,115,ThreatLevelMidnight,Chris Rodriguez Jr.,False
2026,10,8,116,Buttermilk Puuump,Jakobi Meyers,False
2026,10,9,117,Malle ❤️ 🐸,Dallas Goedert,False
2026,10,10,118,Joe Mantegna,Makai Lemon,False
2026,10,11,119,Patty Primetimes,Tyler Allgeier,False
2026,10,12,120,malle_dips_pouches,Jalen Coker,False
2026,11,1,121,malle_dips_pouches,Jared Goff,False
2026,11,2,122,Patty Primetimes,Isaiah Likely,False
2026,11,3,123,Joe Mantegna,Keaton Mitchell,False
2026,11,4,124,Malle ❤️ 🐸,Rashid Shaheed,False
2026,11,5,125,Buttermilk Puuump,Hunter Henry,False
2026,11,6,126,ThreatLevelMidnight,Zach Charbonnet,False
2026,11,7,127,The Big Gronkowski,Xavier Worthy,False
2026,11,8,128,Pop Lockett Drop it,Romeo Doubs,False
2026,11,9,129,Voldemort,Brock Purdy,False
2026,11,10,130,Post Mahomes,Patrick Mahomes,False
2026,11,11,131,Uncle Rico,Wan'Dale Robinson,False
2026,11,12,132,Ginger FC 🏆🏆,Tyjae Spears,False
2026,12,1,133,Ginger FC 🏆🏆,Denzel Boston,False
2026,12,2,134,Uncle Rico,Matthew Stafford,False
2026,12,3,135,Post Mahomes,Texans,False
2026,12,4,136,Voldemort,Juwan Johnson,False
2026,12,5,137,Pop Lockett Drop it,Khalil Shakir,False
2026,12,6,138,The Big Gronkowski,Tank Bigsby,False
2026,12,7,139,ThreatLevelMidnight,Jake Ferguson,False
2026,12,8,140,Buttermilk Puuump,Harrison Mevis,False
2026,12,9,141,Malle ❤️ 🐸,Jaxson Dart,False
2026,12,10,142,Joe Mantegna,Dalton Schultz,False
2026,12,11,143,Patty Primetimes,Rams,False
2026,12,12,144,malle_dips_pouches,Seahawks,False
2026,13,1,145,malle_dips_pouches,Brandon Aubrey,False
2026,13,2,146,Patty Primetimes,Emmett Johnson,False
2026,13,3,147,Joe Mantegna,Kyler Murray,False
2026,13,4,148,Malle ❤️ 🐸,Jonah Coleman,False
2026,13,5,149,Buttermilk Puuump,Broncos,False
2026,13,6,150,ThreatLevelMidnight,Ka'imi Fairbairn,False
2026,13,7,151,The Big Gronkowski,Jordan Love,False
2026,13,8,152,Pop Lockett Drop it,Kayshon Boutte,False
2026,13,9,153,Voldemort,Jordyn Tyson,False
2026,13,10,154,Post Mahomes,Dylan Sampson,False
2026,13,11,155,Uncle Rico,Terrance Ferguson,False
2026,13,12,156,Ginger FC 🏆🏆,Jalen McMillan,False
2026,14,1,157,Ginger FC 🏆🏆,Jaguars,False
2026,14,2,158,Uncle Rico,Cameron Dicker,False
2026,14,3,159,Post Mahomes,Cam Little,False
2026,14,4,160,Voldemort,Eagles,False
2026,14,5,161,Pop Lockett Drop it,Jason Myers,False
2026,14,6,162,The Big Gronkowski,Ravens,False
2026,14,7,163,ThreatLevelMidnight,Chargers,False
2026,14,8,164,Buttermilk Puuump,Deebo Samuel Sr.,False
2026,14,9,165,Malle ❤️ 🐸,Vikings,False
2026,14,10,166,Joe Mantegna,Patriots,False
2026,14,11,167,Patty Primetimes,Evan McPherson,False
2026,14,12,168,malle_dips_pouches,Caleb Douglas,False
2026,15,1,169,malle_dips_pouches,Brenton Strange,False
2026,15,2,170,Patty Primetimes,Baker Mayfield,False
2026,15,3,171,Joe Mantegna,Tyler Loop,False
2026,15,4,172,Malle ❤️ 🐸,Will Reichard,False
2026,15,5,173,Buttermilk Puuump,Malik Willis,False
2026,15,6,174,ThreatLevelMidnight,Ray Davis,False
2026,15,7,175,The Big Gronkowski,Harrison Butker,False
2026,15,8,176,Pop Lockett Drop it,Lions,False
2026,15,9,177,Voldemort,Cairo Santos,False
2026,15,10,178,Post Mahomes,Cyrus Allen,False
2026,15,11,179,Uncle Rico,Steelers,False
2026,15,12,180,Ginger FC 🏆🏆,Jake Bates,False
