year,round,pick_in_round,overall_pick,team,player,keeper
2017,4,4,40,The Big Gronkowski,Davante Adams,False
2017,4,5,41,Dillon Panthers,Greg Olsen,False
2017,4,6,42,Ginger FC,DeAndre Hopkins,False
2017,4,7,43,Malle ❤️ 🐸,Russell Wilson,False
2017,4,8,44,malle_dips_pouches,Michael Crabtree,False
2017,4,9,45,Joe Mantegna,Kelvin Benjamin,False
2017,4,10,46,ThreatLevelMidnight,C.J. Anderson,False
2017,4,11,47,Pop Lockett Drop it,Alshon Jeffery,False
2017,4,12,48,Post Mahomes,Demaryius Thomas,False
2017,5,1,49,Post Mahomes,Drew Brees,False
2017,5,2,50,Pop Lockett Drop it,Matt Ryan,False
2017,5,3,51,ThreatLevelMidnight,Keenan Allen,False
2017,5,4,52,Joe Mantegna,Ameer Abdullah,False
2017,5,5,53,malle_dips_pouches,Tevin Coleman,False
2017,5,6,54,Malle ❤️ 🐸,DeSean Jackson,False
2017,5,7,55,Ginger FC,Jimmy Graham,False
2017,5,8,56,Dillon Panthers,Emmanuel Sanders,False
2017,5,9,57,The Big Gronkowski,Golden Tate,False
2017,5,10,58,Voldemort,Jordan Reed,False
2017,5,11,59,Hello Harvard,DeVante Parker,False
2017,5,12,60,Big Sack Jack,Martavis Bryant,False
2017,6,1,61,Big Sack Jack,Doug Martin,False
2017,6,2,62,Hello Harvard,Rob Kelley,False
2017,6,3,63,Voldemort,Allen Robinson,False
2017,6,4,64,The Big Gronkowski,Mike Gillislee,False
2017,6,5,65,Dillon Panthers,Derrick Henry,False
2017,6,6,66,Ginger FC,Marcus Mariota,False
2017,6,7,67,Malle ❤️ 🐸,Kyle Rudolph,False
2017,6,8,68,malle_dips_pouches,Jamison Crowder,False
2017,6,9,69,Joe Mantegna,Jameis Winston,False
2017,6,10,70,ThreatLevelMidnight,Brandon Marshall,False
2017,6,11,71,Pop Lockett Drop it,Tyler Eifert,False
2017,6,12,72,Post Mahomes,Bilal Powell,False
2017,7,1,73,Post Mahomes,Larry Fitzgerald,False
2017,7,2,74,Pop Lockett Drop it,Jarvis Landry,False
2017,7,3,75,ThreatLevelMidnight,Martellus Bennett,False
2017,7,4,76,Joe Mantegna,Adrian Peterson,False
2017,7,5,77,malle_dips_pouches,LeGarrette Blount,False
2017,7,6,78,Malle ❤️ 🐸,Willie Snead IV,False
2017,7,7,79,Ginger FC,Danny Woodhead,False
2017,7,8,80,Dillon Panthers,Jeremy Maclin,False
2017,7,9,81,The Big Gronkowski,Delanie Walker,False
2017,7,10,82,Voldemort,Eddie Lacy,False
2017,7,11,83,Hello Harvard,Pierre Garcon,False
2017,7,12,84,Big Sack Jack,Hunter Henry,False
2017,8,1,85,Big Sack Jack,Kirk Cousins,False
2017,8,2,86,Hello Harvard,Thomas Rawls,False
2017,8,3,87,Voldemort,Chris Hogan,False
2017,8,4,88,The Big Gronkowski,Ben Roethlisberger,False
2017,8,5,89,Dillon Panthers,Cam Newton,False
2017,8,6,90,Ginger FC,Broncos,False
2017,8,7,91,Malle ❤️ 🐸,Terrance West,False
2017,8,8,92,malle_dips_pouches,Derek Carr,False
2017,8,9,93,Joe Mantegna,Sammy Watkins,False
2017,8,10,94,ThreatLevelMidnight,Dak Prescott,False
2017,8,11,95,Pop Lockett Drop it,Justin Tucker,False
2017,8,12,96,Post Mahomes,Stefon Diggs,False
2017,9,1,97,Post Mahomes,Frank Gore,False
2017,9,2,98,Pop Lockett Drop it,Seahawks,False
2017,9,3,99,ThreatLevelMidnight,Texans,False
2017,9,4,100,Joe Mantegna,Randall Cobb,False
2017,9,5,101,malle_dips_pouches,Tyrell Williams,False
2017,9,6,102,Malle ❤️ 🐸,Chiefs,False
2017,9,7,103,Ginger FC,Stephen Gostkowski,False
2017,9,8,104,Dillon Panthers,Patriots,False
2017,9,9,105,The Big Gronkowski,Dan Bailey,False
2017,9,10,106,Voldemort,Paul Perkins,False
2017,9,11,107,Hello Harvard,Darren McFadden,False
2017,9,12,108,Big Sack Jack,Philip Rivers,False
2017,10,1,109,Big Sack Jack,Vikings,False
2017,10,2,110,Hello Harvard,Matthew Stafford,False
2017,10,3,111,Voldemort,Donte Moncrief,False
2017,10,4,112,The Big Gronkowski,Andy Dalton,False
2017,10,5,113,Dillon Panthers,Matt Bryant,False
2017,10,6,114,Ginger FC,Zach Ertz,False
2017,10,7,115,Malle ❤️ 🐸,Eric Decker,False
2017,10,8,116,malle_dips_pouches,Jonathan Stewart,False
2017,10,9,117,Joe Mantegna,Rex Burkhead,False
2017,10,10,118,ThreatLevelMidnight,Rishard Matthews,False
2017,10,11,119,Pop Lockett Drop it,Duke Johnson,False
2017,10,12,120,Post Mahomes,Kenny Britt,False
2017,11,1,121,Post Mahomes,Mike Wallace,False
2017,11,2,122,Pop Lockett Drop it,Andrew Luck,False
2017,11,3,123,ThreatLevelMidnight,Eli Manning,False
2017,11,4,124,Joe Mantegna,Cardinals,False
2017,11,5,125,malle_dips_pouches,Corey Coleman,False
2017,11,6,126,Malle ❤️ 🐸,Adam Vinatieri,False
2017,11,7,127,Ginger FC,Jack Doyle,False
2017,11,8,128,Dillon Panthers,Theo Riddick,False
2017,11,9,129,The Big Gronkowski,Ted Ginn Jr.,False
2017,11,10,130,Voldemort,Jeremy Hill,False
2017,11,11,131,Hello Harvard,Adam Thielen,False
2017,11,12,132,Big Sack Jack,Marvin Jones Jr.,False
2017,12,1,133,Big Sack Jack,John Brown,False
2017,12,2,134,Hello Harvard,Austin Hooper,False
2017,12,3,135,Voldemort,Matt Forte,False
2017,12,4,136,The Big Gronkowski,Steelers,False
2017,12,5,137,Dillon Panthers,Eric Ebron,False
2017,12,6,138,Ginger FC,Jordan Matthews,False
2017,12,7,139,Malle ❤️ 🐸,Carson Wentz,False
2017,12,8,140,malle_dips_pouches,Sebastian Janikowski,False
2017,12,9,141,Joe Mantegna,Carson Palmer,False
2017,12,10,142,ThreatLevelMidnight,Mason Crosby,False
2017,12,11,143,Pop Lockett Drop it,Danny Amendola,False
2017,12,12,144,Post Mahomes,Coby Fleener,False
2017,13,1,145,Post Mahomes,Panthers,False
2017,13,2,146,Pop Lockett Drop it,Kevin White,False
2017,13,3,147,ThreatLevelMidnight,Jason Witten,False
2017,13,4,148,Joe Mantegna,Matt Prater,False
2017,13,5,149,malle_dips_pouches,Giants,False
2017,13,6,150,Malle ❤️ 🐸,Antonio Gates,False
2017,13,7,151,Ginger FC,Jacquizz Rodgers,False
2017,13,8,152,Dillon Panthers,James White,False
2017,13,9,153,The Big Gronkowski,O.J. Howard,False
2017,13,10,154,Voldemort,Tyrod Taylor,False
2017,13,11,155,Hello Harvard,Cairo Santos,False
2017,13,12,156,Big Sack Jack,Latavius Murray,False
2017,14,1,157,Big Sack Jack,C.J. Fiedorowicz,False
2017,14,2,158,Hello Harvard,Jaguars,False
2017,14,3,159,Voldemort,Blake Bortles,False
2017,14,4,160,The Big Gronkowski,Kenny Stills,False
2017,14,5,161,Dillon Panthers,Zay Jones,False
2017,14,6,162,Ginger FC,Jay Cutler,False
2017,14,7,163,Malle ❤️ 🐸,Corey Davis,False
2017,14,8,164,malle_dips_pouches,Charles Clay,False
2017,14,9,165,Joe Mantegna,Julius Thomas,False
2017,14,10,166,ThreatLevelMidnight,Sterling Shepard,False
2017,14,11,167,Pop Lockett Drop it,Samaje Perine,False
2017,14,12,168,Post Mahomes,Robbie Chosen,False
2017,15,1,169,Post Mahomes,Wil Lutz,False
2017,15,2,170,Pop Lockett Drop it,Cole Beasley,False
2017,15,3,171,ThreatLevelMidnight,C.J. Prosise,False
2017,15,4,172,Joe Mantegna,Darren Sproles,False
2017,15,5,173,malle_dips_pouches,Allen Hurns,False
2017,15,6,174,Malle ❤️ 🐸,Packers,False
2017,15,7,175,Ginger FC,Rams,False
2017,15,8,176,Dillon Panthers,Ravens,False
2017,15,9,177,The Big Gronkowski,Robert Turbin,False
2017,15,10,178,Voldemort,Bills,False
2017,15,11,179,Hello Harvard,Tyler Lockett,False
2017,15,12,180,Big Sack Jack,Chris Boswell,False
