year,round,pick_in_round,overall_pick,team,player,keeper,position,position_source
2020,13,4,148,Uncle Rico,Darrynton Evans,False,RB,NFLverse Exact
2020,13,5,149,Malle ❤️ 🐸,Bears,False,DEF,Defense
2020,13,6,150,The Big Gronkowski,Jared Goff,False,QB,Weekly Lineup
2020,13,7,151,Joe Mantegna,Patriots,False,DEF,Defense
2020,13,8,152,Voldemort,Duke Johnson,False,RB,Weekly Lineup
2020,13,9,153,ThreatLevelMidnight,Chris Herndon,False,TE,Weekly Lineup
2020,13,10,154,malle_dips_pouches,Eric Ebron,False,TE,NFLverse Exact
2020,13,11,155,Patty Primetimes,Chase Edmonds,False,RB,Weekly Lineup
2020,13,12,156,Pop Lockett Drop it,Vikings,False,DEF,Defense
2020,14,1,157,Pop Lockett Drop it,Daniel Jones,False,QB,NFLverse Exact
2020,14,2,158,Patty Primetimes,Colts,False,DEF,Defense
2020,14,3,159,malle_dips_pouches,Robbie Gould,False,K,Weekly Lineup
2020,14,4,160,ThreatLevelMidnight,Saints,False,DEF,Defense
2020,14,5,161,Voldemort,Chiefs,False,DEF,Defense
2020,14,6,162,Joe Mantegna,Zane Gonzalez,False,K,Weekly Lineup
2020,14,7,163,The Big Gronkowski,Boston Scott,False,RB,Weekly Lineup
2020,14,8,164,Malle ❤️ 🐸,Blake Jarwin,False,TE,NFLverse Exact
2020,14,9,165,Uncle Rico,Rams,False,DEF,Defense
2020,14,10,166,Big Sack Jack,Baker Mayfield,False,QB,NFLverse Exact
2020,14,11,167,Post Mahomes,Broncos,False,DEF,Defense
2020,14,12,168,Ginger FC,Brandon Aiyuk,False,WR,Weekly Lineup
2020,15,1,169,Ginger FC,Chris Thompson,False,RB,Weekly Lineup
2020,15,2,170,Post Mahomes,Matt Prater,False,K,Weekly Lineup
2020,15,3,171,Big Sack Jack,Dallas Goedert,False,TE,Weekly Lineup
2020,15,4,172,Uncle Rico,Jake Elliott,False,K,Weekly Lineup
2020,15,5,173,Malle ❤️ 🐸,Damien Harris,False,RB,Weekly Lineup
2020,15,6,174,The Big Gronkowski,Jonnu Smith,False,TE,Weekly Lineup
2020,15,7,175,Joe Mantegna,Kirk Cousins,False,QB,Weekly Lineup
2020,15,8,176,Voldemort,Ka'imi Fairbairn,False,K,Weekly Lineup
2020,15,9,177,ThreatLevelMidnight,Jason Myers,False,K,Weekly Lineup
2020,15,10,178,malle_dips_pouches,Derek Carr,False,QB,Weekly Lineup
2020,15,11,179,Patty Primetimes,Michael Badgley,False,K,Weekly Lineup
2020,15,12,180,Pop Lockett Drop it,Mason Crosby,False,K,Weekly Lineup
2021,1,1,1,Uncle Rico,Christian McCaffrey,False,RB,Weekly Lineup
2021,1,2,2,Joe Mantegna,Dalvin Cook,False,RB,Weekly Lineup
2021,1,3,3,Patty Primetimes,Alvin Kamara,False,RB,Weekly Lineup
2021,1,4,4,malle_dips_pouches,Aaron Jones Sr.,False,RB,Weekly Lineup
2021,1,5,5,Malle ❤️ 🐸,Tyreek Hill,False,WR,Weekly Lineup
2021,1,6,6,Ginger FC,Ezekiel Elliott,False,RB,Weekly Lineup
2021,1,7,7,Big Sack Jack,Patrick Mahomes,True,QB,Weekly Lineup
2021,1,8,8,Voldemort,Nick Chubb,False,RB,Weekly Lineup
2021,1,9,9,Post Mahomes,Jonathan Taylor,False,RB,Weekly Lineup
2021,1,10,10,ThreatLevelMidnight,Davante Adams,False,WR,Weekly Lineup
2021,1,11,11,Pop Lockett Drop it,Austin Ekeler,False,RB,Weekly Lineup
2021,1,12,12,The Big Gronkowski,Antonio Gibson,False,RB,Weekly Lineup
2021,2,1,13,The Big Gronkowski,Najee Harris,False,RB,Weekly Lineup
2021,2,2,14,Pop Lockett Drop it,Travis Kelce,False,TE,Weekly Lineup
2021,2,3,15,ThreatLevelMidnight,Joe Mixon,False,RB,Weekly Lineup
2021,2,4,16,Post Mahomes,Saquon Barkley,False,RB,Weekly Lineup
2021,2,5,17,Voldemort,Calvin Ridley,False,WR,Weekly Lineup
2021,2,6,18,Big Sack Jack,Josh Jacobs,False,RB,Weekly Lineup
2021,2,7,19,Ginger FC,DeAndre Hopkins,False,WR,Weekly Lineup
2021,2,8,20,Malle ❤️ 🐸,Keenan Allen,False,WR,Weekly Lineup
2021,2,9,21,malle_dips_pouches,A.J. Brown,False,WR,Weekly Lineup
2021,2,10,22,Patty Primetimes,Clyde Edwards-Helaire,False,RB,Weekly Lineup
2021,2,11,23,Joe Mantegna,Terry McLaurin,False,WR,Weekly Lineup
2021,2,12,24,Uncle Rico,Derrick Henry,True,RB,Weekly Lineup
2021,3,1,25,Uncle Rico,Allen Robinson,False,WR,Weekly Lineup
2021,3,2,26,Joe Mantegna,George Kittle,False,TE,Weekly Lineup
2021,3,3,27,Patty Primetimes,Chris Carson,False,RB,Weekly Lineup
2021,3,4,28,malle_dips_pouches,D'Andre Swift,False,RB,Weekly Lineup
2021,3,5,29,Malle ❤️ 🐸,Mike Evans,False,WR,Weekly Lineup
2021,3,6,30,Ginger FC,Amari Cooper,False,WR,Weekly Lineup
2021,3,7,31,Big Sack Jack,James Robinson,False,RB,Weekly Lineup
2021,3,8,32,Voldemort,David Montgomery,False,RB,Weekly Lineup
2021,3,9,33,Post Mahomes,CeeDee Lamb,False,WR,Weekly Lineup
2021,3,10,34,ThreatLevelMidnight,Chris Godwin Jr.,False,WR,Weekly Lineup
2021,3,11,35,Pop Lockett Drop it,Robbie Chosen,False,WR,Weekly Lineup
2021,3,12,36,The Big Gronkowski,Cooper Kupp,False,WR,Weekly Lineup
2021,4,1,37,The Big Gronkowski,Tyler Lockett,False,WR,Weekly Lineup
2021,4,2,38,Pop Lockett Drop it,Stefon Diggs,True,WR,Weekly Lineup
2021,4,3,39,ThreatLevelMidnight,Darrell Henderson Jr.,False,RB,Weekly Lineup
2021,4,4,40,Post Mahomes,Gus Edwards,False,RB,NFLverse Exact
2021,4,5,41,Voldemort,Robert Woods,False,WR,Weekly Lineup
2021,4,6,42,Big Sack Jack,DJ Moore,False,WR,Weekly Lineup
2021,4,7,43,Ginger FC,DK Metcalf,True,WR,Weekly Lineup
2021,4,8,44,Malle ❤️ 🐸,Adam Thielen,False,WR,Weekly Lineup
2021,4,9,45,malle_dips_pouches,Kareem Hunt,False,RB,NFLverse Exact
2021,4,10,46,Patty Primetimes,Julio Jones,False,WR,Weekly Lineup
2021,4,11,47,Joe Mantegna,Diontae Johnson,False,WR,Weekly Lineup
2021,4,12,48,Uncle Rico,Lamar Jackson,False,QB,Weekly Lineup
2021,5,1,49,Uncle Rico,Mark Andrews,False,TE,Weekly Lineup
2021,5,2,50,Joe Mantegna,Myles Gaskin,False,RB,Weekly Lineup
2021,5,3,51,Patty Primetimes,Tee Higgins,False,WR,Weekly Lineup
2021,5,4,52,malle_dips_pouches,Tyler Boyd,False,WR,Weekly Lineup
2021,5,5,53,Malle ❤️ 🐸,Raheem Mostert,False,RB,Weekly Lineup
2021,5,6,54,Ginger FC,Aaron Rodgers,False,QB,Weekly Lineup
2021,5,7,55,Big Sack Jack,Robert Tonyan,False,TE,Weekly Lineup
2021,5,8,56,Voldemort,Dak Prescott,False,QB,Weekly Lineup
2021,5,9,57,Post Mahomes,Kyle Pitts Sr.,False,TE,Weekly Lineup
2021,5,10,58,ThreatLevelMidnight,Trey Sermon,False,RB,NFLverse Exact
2021,5,11,59,Pop Lockett Drop it,Jamaal Williams,False,RB,Weekly Lineup
2021,5,12,60,The Big Gronkowski,Darren Waller,True,TE,Weekly Lineup
2021,6,1,61,The Big Gronkowski,Chase Claypool,False,WR,Weekly Lineup
2021,6,2,62,Pop Lockett Drop it,Courtland Sutton,False,WR,NFLverse Exact
2021,6,3,63,ThreatLevelMidnight,Russell Wilson,False,QB,Weekly Lineup
2021,6,4,64,Post Mahomes,Brandon Aiyuk,False,WR,Weekly Lineup
2021,6,5,65,Voldemort,Chase Edmonds,False,RB,Weekly Lineup
2021,6,6,66,Big Sack Jack,JuJu Smith-Schuster,False,WR,Weekly Lineup
2021,6,7,67,Ginger FC,Javonte Williams,False,RB,Weekly Lineup
2021,6,8,68,Malle ❤️ 🐸,Tom Brady,False,QB,Weekly Lineup
2021,6,9,69,malle_dips_pouches,Logan Thomas,False,TE,Weekly Lineup
2021,6,10,70,Patty Primetimes,Josh Allen,True,QB,Weekly Lineup
2021,6,11,71,Joe Mantegna,Justin Herbert,False,QB,Weekly Lineup
2021,6,12,72,Uncle Rico,Odell Beckham Jr.,False,WR,NFLverse Exact
2021,7,1,73,Uncle Rico,Ja'Marr Chase,False,WR,Weekly Lineup
2021,7,2,74,Joe Mantegna,Ronald Jones,False,RB,Weekly Lineup
2021,7,3,75,Patty Primetimes,DeVonta Smith,False,WR,Weekly Lineup
2021,7,4,76,malle_dips_pouches,James Conner,False,RB,Weekly Lineup
2021,7,5,77,Malle ❤️ 🐸,T.J. Hockenson,False,TE,Weekly Lineup
2021,7,6,78,Ginger FC,Devin Singletary,False,RB,NFLverse Exact
2021,7,7,79,Big Sack Jack,Melvin Gordon III,False,RB,Weekly Lineup
2021,7,8,80,Voldemort,Tyler Higbee,False,TE,Weekly Lineup
2021,7,9,81,Post Mahomes,Kenny Golladay,False,WR,Weekly Lineup
2021,7,10,82,ThreatLevelMidnight,Noah Fant,False,TE,Weekly Lineup
2021,7,11,83,Pop Lockett Drop it,Michael Gallup,False,WR,Weekly Lineup
2021,7,12,84,The Big Gronkowski,Matthew Stafford,False,QB,Weekly Lineup
2021,8,1,85,The Big Gronkowski,AJ Dillon,False,RB,Weekly Lineup
2021,8,2,86,Pop Lockett Drop it,Sony Michel,False,RB,Weekly Lineup
2021,8,3,87,ThreatLevelMidnight,Corey Davis,False,WR,Weekly Lineup
2021,8,4,88,Post Mahomes,Kyler Murray,True,QB,Weekly Lineup
2021,8,5,89,Voldemort,Deebo Samuel Sr.,False,WR,Weekly Lineup
2021,8,6,90,Big Sack Jack,Mecole Hardman Jr.,False,WR,Weekly Lineup
2021,8,7,91,Ginger FC,Leonard Fournette,False,RB,Weekly Lineup
2021,8,8,92,Malle ❤️ 🐸,Rams,False,DEF,Defense
2021,8,9,93,malle_dips_pouches,Jerry Jeudy,True,WR,Weekly Lineup
2021,8,10,94,Patty Primetimes,Dallas Goedert,False,TE,Weekly Lineup
2021,8,11,95,Joe Mantegna,Commanders,False,DEF,Defense
2021,8,12,96,Uncle Rico,Antonio Brown,False,WR,Weekly Lineup
2021,9,1,97,Uncle Rico,Michael Carter,False,RB,Weekly Lineup
2021,9,2,98,Joe Mantegna,Miles Sanders,True,RB,Weekly Lineup
2021,9,3,99,Patty Primetimes,Kenyan Drake,False,RB,Weekly Lineup
2021,9,4,100,malle_dips_pouches,Ryan Tannehill,False,QB,Weekly Lineup
2021,9,5,101,Malle ❤️ 🐸,Justin Tucker,False,K,Weekly Lineup
2021,9,6,102,Ginger FC,Rob Gronkowski,False,TE,Weekly Lineup
2021,9,7,103,Big Sack Jack,Marquez Callaway,False,WR,Weekly Lineup
2021,9,8,104,Voldemort,Zack Moss,False,RB,Weekly Lineup
2021,9,9,105,Post Mahomes,Brandin Cooks,False,WR,Weekly Lineup
2021,9,10,106,ThreatLevelMidnight,Jakobi Meyers,False,WR,Weekly Lineup
2021,9,11,107,Pop Lockett Drop it,David Johnson,False,RB,Weekly Lineup
2021,9,12,108,The Big Gronkowski,Michael Pittman Jr.,False,WR,Weekly Lineup
2021,10,1,109,The Big Gronkowski,Nyheim Miller-Hines,False,RB,Manual Override
2021,10,2,110,Pop Lockett Drop it,Henry Ruggs III,False,WR,Weekly Lineup
2021,10,3,111,ThreatLevelMidnight,Mike Davis,True,RB,Weekly Lineup
2021,10,4,112,Post Mahomes,Tony Pollard,False,RB,Weekly Lineup
2021,10,5,113,Voldemort,Michael Thomas,False,WR,NFLverse Exact
2021,10,6,114,Big Sack Jack,Steelers,False,DEF,Defense
2021,10,7,115,Ginger FC,Laviska Shenault Jr.,False,WR,NFLverse Exact
2021,10,8,116,Malle ❤️ 🐸,Jalen Hurts,False,QB,Weekly Lineup
2021,10,9,117,malle_dips_pouches,Mike Williams,False,WR,Weekly Lineup
2021,10,10,118,Patty Primetimes,Matt Ryan,False,QB,Weekly Lineup
2021,10,11,119,Joe Mantegna,Harrison Butker,False,K,Weekly Lineup
2021,10,12,120,Uncle Rico,DJ Chark,False,WR,NFLverse Exact
2021,11,1,121,Uncle Rico,James White,False,RB,NFLverse Exact
2021,11,2,122,Joe Mantegna,Will Fuller V,False,WR,NFLverse Exact
2021,11,3,123,Patty Primetimes,Mike Gesicki,False,TE,Weekly Lineup
2021,11,4,124,malle_dips_pouches,Marvin Jones Jr.,False,WR,Weekly Lineup
2021,11,5,125,Malle ❤️ 🐸,Phillip Lindsay,False,RB,NFLverse Exact
2021,11,6,126,Ginger FC,Jarvis Landry,False,WR,NFLverse Exact
2021,11,7,127,Big Sack Jack,Amon-Ra St. Brown,False,WR,Weekly Lineup
2021,11,8,128,Voldemort,Justin Jefferson,True,WR,Weekly Lineup
2021,11,9,129,Post Mahomes,J.D. McKissic,False,RB,Weekly Lineup
2021,11,10,130,ThreatLevelMidnight,Jaylen Waddle,False,WR,Weekly Lineup
2021,11,11,131,Pop Lockett Drop it,Hollywood Brown,False,WR,Weekly Lineup
2021,11,12,132,The Big Gronkowski,Gerald Everett,False,TE,NFLverse Exact
2021,12,1,133,The Big Gronkowski,Joe Burrow,False,QB,Weekly Lineup
2021,12,2,134,Pop Lockett Drop it,Tevin Coleman,False,RB,Weekly Lineup
2021,12,3,135,ThreatLevelMidnight,Cam Akers,False,RB,NFLverse Exact
2021,12,4,136,Post Mahomes,Curtis Samuel,False,WR,NFLverse Exact
2021,12,5,137,Voldemort,Younghoe Koo,False,K,Weekly Lineup
2021,12,6,138,Big Sack Jack,Greg Zuerlein,False,K,Weekly Lineup
2021,12,7,139,Ginger FC,Tyrell Williams,False,WR,NFLverse Exact
2021,12,8,140,Malle ❤️ 🐸,Jonnu Smith,False,TE,Weekly Lineup
2021,12,9,141,malle_dips_pouches,Evan Engram,False,TE,Weekly Lineup
2021,12,10,142,Patty Primetimes,Darnell Mooney,False,WR,Weekly Lineup
2021,12,11,143,Joe Mantegna,Irv Smith Jr.,False,TE,NFLverse Exact
2021,12,12,144,Uncle Rico,Trevor Lawrence,False,QB,NFLverse Exact
2021,13,1,145,Uncle Rico,Giovani Bernard,False,RB,Weekly Lineup
2021,13,2,146,Joe Mantegna,Kirk Cousins,False,QB,NFLverse Exact
2021,13,3,147,Patty Primetimes,Matt Gay,False,K,Weekly Lineup
2021,13,4,148,malle_dips_pouches,Darrel Williams,False,RB,Weekly Lineup
2021,13,5,149,Malle ❤️ 🐸,Alexander Mattison,False,RB,Weekly Lineup
2021,13,6,150,Ginger FC,Buccaneers,False,DEF,Defense
2021,13,7,151,Big Sack Jack,Austin Hooper,False,TE,NFLverse Exact
2021,13,8,152,Voldemort,49ers,False,DEF,Defense
2021,13,9,153,Post Mahomes,Ravens,False,DEF,Defense
2021,13,10,154,ThreatLevelMidnight,Browns,False,DEF,Defense
2021,13,11,155,Pop Lockett Drop it,Baker Mayfield,False,QB,Weekly Lineup
2021,13,12,156,The Big Gronkowski,Robbie Gould,False,K,Weekly Lineup
2021,14,1,157,The Big Gronkowski,Chiefs,False,DEF,Defense
2021,14,2,158,Pop Lockett Drop it,Rodrigo Blankenship,False,K,Weekly Lineup
2021,14,3,159,ThreatLevelMidnight,Tyler Bass,False,K,Weekly Lineup
2021,14,4,160,Post Mahomes,Devontae Booker,False,RB,Weekly Lineup
2021,14,5,161,Voldemort,Latavius Murray,False,RB,Weekly Lineup
2021,14,6,162,Big Sack Jack,Jalen Reagor,False,WR,NFLverse Exact
2021,14,7,163,Ginger FC,Ryan Succop,False,K,Weekly Lineup
2021,14,8,164,Malle ❤️ 🐸,Damien Harris,True,RB,Weekly Lineup
2021,14,9,165,malle_dips_pouches,Bills,False,DEF,Defense
2021,14,10,166,Patty Primetimes,Patriots,False,DEF,Defense
2021,14,11,167,Joe Mantegna,Rashaad Penny,False,RB,NFLverse Exact
2021,14,12,168,Uncle Rico,Colts,False,DEF,Defense
2021,15,1,169,Uncle Rico,Jason Sanders,False,K,Weekly Lineup
2021,15,2,170,Joe Mantegna,Broncos,False,DEF,Defense
2021,15,3,171,Patty Primetimes,Travis Etienne Jr.,False,RB,NFLverse Exact
2021,15,4,172,malle_dips_pouches,Chris Boswell,False,K,Weekly Lineup
2021,15,5,173,Malle ❤️ 🐸,Ryan Fitzpatrick,False,QB,NFLverse Exact
2021,15,6,174,Ginger FC,Jameis Winston,False,QB,Weekly Lineup
2021,15,7,175,Big Sack Jack,Rhamondre Stevenson,False,RB,NFLverse Exact
2021,15,8,176,Voldemort,Ben Roethlisberger,False,QB,NFLverse Exact
2021,15,9,177,Post Mahomes,Matt Prater,False,K,Weekly Lineup
2021,15,10,178,ThreatLevelMidnight,Chuba Hubbard,False,RB,Weekly Lineup
2021,15,11,179,Pop Lockett Drop it,Vikings,False,DEF,Defense
2021,15,12,180,The Big Gronkowski,Cole Beasley,False,WR,Weekly Lineup
2022,1,1,1,Post Mahomes,Jonathan Taylor,False,RB,Weekly Lineup
2022,1,2,2,malle_dips_pouches,Christian McCaffrey,False,RB,Weekly Lineup
2022,1,3,3,The Big Gronkowski,Austin Ekeler,False,RB,Weekly Lineup
2022,1,4,4,Patty Primetimes,Derrick Henry,False,RB,Weekly Lineup
2022,1,5,5,Voldemort,Joe Mixon,False,RB,Weekly Lineup
2022,1,6,6,Pop Lockett Drop it,Najee Harris,False,RB,Weekly Lineup
2022,1,7,7,Big Sack Jack,Dalvin Cook,False,RB,Weekly Lineup
2022,1,8,8,ThreatLevelMidnight,Stefon Diggs,False,WR,Weekly Lineup
2022,1,9,9,Malle ❤️ 🐸,CeeDee Lamb,False,WR,Weekly Lineup
2022,1,10,10,Ginger FC,Alvin Kamara,False,RB,Weekly Lineup
2022,1,11,11,Uncle Rico,Saquon Barkley,False,RB,Weekly Lineup
2022,1,12,12,Joe Mantegna,Davante Adams,False,WR,Weekly Lineup
2022,2,1,13,Joe Mantegna,Aaron Jones Sr.,False,RB,Weekly Lineup
2022,2,2,14,Uncle Rico,Nick Chubb,False,RB,Weekly Lineup
2022,2,3,15,Ginger FC,Travis Kelce,False,TE,Weekly Lineup
2022,2,4,16,Malle ❤️ 🐸,D'Andre Swift,False,RB,Weekly Lineup
2022,2,5,17,ThreatLevelMidnight,Mike Evans,False,WR,Weekly Lineup
2022,2,6,18,Big Sack Jack,Tyreek Hill,False,WR,Weekly Lineup
2022,2,7,19,Pop Lockett Drop it,Michael Pittman Jr.,False,WR,Weekly Lineup
2022,2,8,20,Voldemort,Deebo Samuel Sr.,False,WR,Weekly Lineup
2022,2,9,21,Patty Primetimes,Javonte Williams,False,RB,Weekly Lineup
2022,2,10,22,The Big Gronkowski,Cooper Kupp,True,WR,Weekly Lineup
2022,2,11,23,malle_dips_pouches,Mark Andrews,False,TE,Weekly Lineup
2022,2,12,24,Post Mahomes,A.J. Brown,False,WR,Weekly Lineup
2022,3,1,25,Post Mahomes,Ezekiel Elliott,False,RB,Weekly Lineup
2022,3,2,26,malle_dips_pouches,Josh Jacobs,False,RB,Weekly Lineup
2022,3,3,27,The Big Gronkowski,Tee Higgins,False,WR,Weekly Lineup
2022,3,4,28,Patty Primetimes,Terry McLaurin,False,WR,Weekly Lineup
2022,3,5,29,Voldemort,Josh Allen,False,QB,Weekly Lineup
2022,3,6,30,Pop Lockett Drop it,Keenan Allen,False,WR,Weekly Lineup
2022,3,7,31,Big Sack Jack,DJ Moore,True,WR,Weekly Lineup
2022,3,8,32,ThreatLevelMidnight,Allen Robinson,False,WR,Weekly Lineup
2022,3,9,33,Malle ❤️ 🐸,Adam Thielen,True,WR,Weekly Lineup
2022,3,10,34,Ginger FC,Mike Williams,False,WR,Weekly Lineup
2022,3,11,35,Uncle Rico,Kyle Pitts Sr.,False,TE,Weekly Lineup
2022,3,12,36,Joe Mantegna,Breece Hall,False,RB,Weekly Lineup
2022,4,1,37,Joe Mantegna,Courtland Sutton,False,WR,Weekly Lineup
2022,4,2,38,Uncle Rico,Patrick Mahomes,False,QB,Weekly Lineup
2022,4,3,39,Ginger FC,Kyler Murray,False,QB,Weekly Lineup
2022,4,4,40,Malle ❤️ 🐸,Diontae Johnson,False,WR,Weekly Lineup
2022,4,5,41,ThreatLevelMidnight,Chase Edmonds,False,RB,Weekly Lineup
2022,4,6,42,Big Sack Jack,AJ Dillon,False,RB,Weekly Lineup
2022,4,7,43,Pop Lockett Drop it,Dameon Pierce,False,RB,Weekly Lineup
2022,4,8,44,Voldemort,David Montgomery,False,RB,Weekly Lineup
2022,4,9,45,Patty Primetimes,Darren Waller,False,TE,Weekly Lineup
2022,4,10,46,The Big Gronkowski,George Kittle,False,TE,Weekly Lineup
2022,4,11,47,malle_dips_pouches,Lamar Jackson,False,QB,Weekly Lineup
2022,4,12,48,Post Mahomes,Gabe Davis,False,WR,Weekly Lineup
2022,5,1,49,Post Mahomes,Brandin Cooks,False,WR,Weekly Lineup
2022,5,2,50,malle_dips_pouches,Jaylen Waddle,False,WR,Weekly Lineup
2022,5,3,51,The Big Gronkowski,JuJu Smith-Schuster,False,WR,Weekly Lineup
2022,5,4,52,Patty Primetimes,DK Metcalf,False,WR,Weekly Lineup
2022,5,5,53,Voldemort,Antonio Gibson,False,RB,Weekly Lineup
2022,5,6,54,Pop Lockett Drop it,Dalton Schultz,False,TE,Weekly Lineup
2022,5,7,55,Big Sack Jack,Amon-Ra St. Brown,False,WR,Weekly Lineup
2022,5,8,56,ThreatLevelMidnight,Rashaad Penny,False,RB,Weekly Lineup
2022,5,9,57,Malle ❤️ 🐸,J.K. Dobbins,False,RB,Weekly Lineup
2022,5,10,58,Ginger FC,Jerry Jeudy,False,WR,Weekly Lineup
2022,5,11,59,Uncle Rico,Brandon Aiyuk,False,WR,Weekly Lineup
2022,5,12,60,Joe Mantegna,Justin Herbert,True,QB,Weekly Lineup
2022,6,1,61,Joe Mantegna,Dallas Goedert,False,TE,Weekly Lineup
2022,6,2,62,Uncle Rico,Ja'Marr Chase,True,WR,Weekly Lineup
2022,6,3,63,Ginger FC,Rhamondre Stevenson,False,RB,Weekly Lineup
2022,6,4,64,Malle ❤️ 🐸,Jalen Hurts,False,QB,Weekly Lineup
2022,6,5,65,ThreatLevelMidnight,Rashod Bateman,False,WR,Weekly Lineup
2022,6,6,66,Big Sack Jack,Joe Burrow,False,QB,Weekly Lineup
2022,6,7,67,Pop Lockett Drop it,Russell Wilson,False,QB,Weekly Lineup
2022,6,8,68,Voldemort,Darnell Mooney,False,WR,NFLverse Exact
2022,6,9,69,Patty Primetimes,Hunter Renfrow,False,WR,Weekly Lineup
2022,6,10,70,The Big Gronkowski,Damien Harris,False,RB,Weekly Lineup
2022,6,11,71,malle_dips_pouches,James Conner,True,RB,Weekly Lineup
2022,6,12,72,Post Mahomes,Tom Brady,False,QB,Weekly Lineup
2022,7,1,73,Post Mahomes,Clyde Edwards-Helaire,False,RB,Weekly Lineup
2022,7,2,74,malle_dips_pouches,Amari Cooper,False,WR,Weekly Lineup
2022,7,3,75,The Big Gronkowski,Tony Pollard,False,RB,Weekly Lineup
2022,7,4,76,Patty Primetimes,Michael Thomas,False,WR,Weekly Lineup
2022,7,5,77,Voldemort,Chris Godwin Jr.,False,WR,Weekly Lineup
2022,7,6,78,Pop Lockett Drop it,Christian Kirk,False,WR,Weekly Lineup
2022,7,7,79,Big Sack Jack,Dawson Knox,False,TE,Weekly Lineup
2022,7,8,80,ThreatLevelMidnight,Miles Sanders,False,RB,Weekly Lineup
2022,7,9,81,Malle ❤️ 🐸,T.J. Hockenson,False,TE,Weekly Lineup
2022,7,10,82,Ginger FC,Leonard Fournette,True,RB,Weekly Lineup
2022,7,11,83,Uncle Rico,Robert Woods,False,WR,NFLverse Exact
2022,7,12,84,Joe Mantegna,Devin Singletary,False,RB,Weekly Lineup
2022,8,1,85,Joe Mantegna,Elijah Moore,False,WR,NFLverse Exact
2022,8,2,86,Uncle Rico,Cordarrelle Patterson,False,RB,Weekly Lineup
2022,8,3,87,Ginger FC,Kareem Hunt,False,RB,Weekly Lineup
2022,8,4,88,Malle ❤️ 🐸,Bills,False,DEF,Defense
2022,8,5,89,ThreatLevelMidnight,Dak Prescott,False,QB,Weekly Lineup
2022,8,6,90,Big Sack Jack,49ers,False,DEF,Defense
2022,8,7,91,Pop Lockett Drop it,Melvin Gordon III,False,RB,Weekly Lineup
2022,8,8,92,Voldemort,Zach Ertz,False,TE,Weekly Lineup
2022,8,9,93,Patty Primetimes,Matthew Stafford,False,QB,Weekly Lineup
2022,8,10,94,The Big Gronkowski,Trey Lance,False,QB,NFLverse Exact
2022,8,11,95,malle_dips_pouches,DeVonta Smith,False,WR,Weekly Lineup
2022,8,12,96,Post Mahomes,Allen Lazard,False,WR,Weekly Lineup
2022,9,1,97,Post Mahomes,Drake London,False,WR,Weekly Lineup
2022,9,2,98,malle_dips_pouches,Michael Carter,False,RB,Weekly Lineup
2022,9,3,99,The Big Gronkowski,Kirk Cousins,False,QB,Weekly Lineup
2022,9,4,100,Patty Primetimes,Chris Olave,False,WR,Weekly Lineup
2022,9,5,101,Voldemort,James Cook III,False,RB,NFLverse Exact
2022,9,6,102,Pop Lockett Drop it,Rondale Moore,False,WR,Weekly Lineup
2022,9,7,103,Big Sack Jack,Justin Tucker,False,K,Weekly Lineup
2022,9,8,104,ThreatLevelMidnight,DeAndre Hopkins,False,WR,Weekly Lineup
2022,9,9,105,Malle ❤️ 🐸,Evan McPherson,False,K,Weekly Lineup
2022,9,10,106,Ginger FC,Tyler Lockett,False,WR,Weekly Lineup
2022,9,11,107,Uncle Rico,Kadarius Toney,False,WR,NFLverse Exact
2022,9,12,108,Joe Mantegna,Darrell Henderson Jr.,False,RB,Weekly Lineup
2022,10,1,109,Joe Mantegna,Russell Gage Jr.,False,WR,NFLverse Exact
2022,10,2,110,Uncle Rico,George Pickens,False,WR,NFLverse Exact
2022,10,3,111,Ginger FC,Devin Duvernay,False,WR,Weekly Lineup
2022,10,4,112,Malle ❤️ 🐸,Cole Kmet,False,TE,Weekly Lineup
2022,10,5,113,ThreatLevelMidnight,Elijah Mitchell,True,RB,Weekly Lineup
2022,10,6,114,Big Sack Jack,Nyheim Miller-Hines,False,RB,Manual Override
2022,10,7,115,Pop Lockett Drop it,Hollywood Brown,True,WR,Weekly Lineup
2022,10,8,116,Voldemort,Justin Jefferson,True,WR,Weekly Lineup
2022,10,9,117,Patty Primetimes,Aaron Rodgers,False,QB,Weekly Lineup
2022,10,10,118,The Big Gronkowski,Buccaneers,False,DEF,Defense
2022,10,11,119,malle_dips_pouches,Tyler Boyd,False,WR,Weekly Lineup
2022,10,12,120,Post Mahomes,Kenneth Walker III,False,RB,Weekly Lineup
2022,11,1,121,Post Mahomes,Cam Akers,True,RB,Weekly Lineup
2022,11,2,122,malle_dips_pouches,Pat Freiermuth,False,TE,Weekly Lineup
2022,11,3,123,The Big Gronkowski,David Njoku,False,TE,Weekly Lineup
2022,11,4,124,Patty Primetimes,Colts,False,DEF,Defense
2022,11,5,125,Voldemort,James Robinson,False,RB,Weekly Lineup
2022,11,6,126,Pop Lockett Drop it,Alexander Mattison,False,RB,Weekly Lineup
2022,11,7,127,Big Sack Jack,Derek Carr,False,QB,Weekly Lineup
2022,11,8,128,ThreatLevelMidnight,Raheem Mostert,False,RB,Weekly Lineup
2022,11,9,129,Malle ❤️ 🐸,Trevor Lawrence,False,QB,Weekly Lineup
2022,11,10,130,Ginger FC,Rams,False,DEF,Defense
2022,11,11,131,Uncle Rico,Jakobi Meyers,False,WR,Weekly Lineup
