year,round,pick_in_round,overall_pick,team,player,keeper,position,position_source
2022,11,12,132,Joe Mantegna,Julio Jones,False,WR,NFLverse Exact
2022,12,1,133,Joe Mantegna,Chase Claypool,False,WR,Weekly Lineup
2022,12,2,134,Uncle Rico,Isiah Pacheco,False,RB,Weekly Lineup
2022,12,3,135,Ginger FC,DJ Chark,False,WR,Weekly Lineup
2022,12,4,136,Malle ❤️ 🐸,Jamaal Williams,False,RB,Weekly Lineup
2022,12,5,137,ThreatLevelMidnight,Treylon Burks,False,WR,NFLverse Exact
2022,12,6,138,Big Sack Jack,Khalil Herbert,False,RB,Weekly Lineup
2022,12,7,139,Pop Lockett Drop it,Romeo Doubs,False,WR,Weekly Lineup
2022,12,8,140,Voldemort,Kenny Gainwell,False,RB,NFLverse Cross-Year
2022,12,9,141,Patty Primetimes,Rachaad White,False,RB,Weekly Lineup
2022,12,10,142,The Big Gronkowski,Tyler Bass,False,K,Weekly Lineup
2022,12,11,143,malle_dips_pouches,DeVante Parker,False,WR,NFLverse Exact
2022,12,12,144,Post Mahomes,Irv Smith Jr.,False,TE,Weekly Lineup
2022,13,1,145,Post Mahomes,Saints,False,DEF,Defense
2022,13,2,146,malle_dips_pouches,Matt Gay,False,K,Weekly Lineup
2022,13,3,147,The Big Gronkowski,Isaiah McKenzie,False,WR,NFLverse Exact
2022,13,4,148,Patty Primetimes,Skyy Moore,False,WR,NFLverse Exact
2022,13,5,149,Voldemort,Marquez Valdes-Scantling,False,WR,NFLverse Exact
2022,13,6,150,Pop Lockett Drop it,Chargers,False,DEF,Defense
2022,13,7,151,Big Sack Jack,Nico Collins,False,WR,NFLverse Exact
2022,13,8,152,ThreatLevelMidnight,Albert Okwuegbunam Jr.,False,TE,Weekly Lineup
2022,13,9,153,Malle ❤️ 🐸,Jarvis Landry,False,WR,NFLverse Exact
2022,13,10,154,Ginger FC,Daniel Carlson,False,K,Weekly Lineup
2022,13,11,155,Uncle Rico,Tyler Allgeier,False,RB,Weekly Lineup
2022,13,12,156,Joe Mantegna,Ronald Jones,False,RB,NFLverse Exact
2022,14,1,157,Joe Mantegna,Broncos,False,DEF,Defense
2022,14,2,158,Uncle Rico,Browns,False,DEF,Defense
2022,14,3,159,Ginger FC,Sammy Watkins,False,WR,NFLverse Exact
2022,14,4,160,Malle ❤️ 🐸,J.D. McKissic,False,RB,Weekly Lineup
2022,14,5,161,ThreatLevelMidnight,Brian Robinson,False,RB,Weekly Lineup
2022,14,6,162,Big Sack Jack,Hunter Henry,False,TE,Weekly Lineup
2022,14,7,163,Pop Lockett Drop it,Tua Tagovailoa,False,QB,Weekly Lineup
2022,14,8,164,Voldemort,Patriots,False,DEF,Defense
2022,14,9,165,Patty Primetimes,Travis Etienne Jr.,True,RB,Weekly Lineup
2022,14,10,166,The Big Gronkowski,Jeff Wilson Jr.,False,RB,Weekly Lineup
2022,14,11,167,malle_dips_pouches,Ravens,False,DEF,Defense
2022,14,12,168,Post Mahomes,Harrison Butker,False,K,Weekly Lineup
2022,15,1,169,Post Mahomes,Zamir White,False,RB,NFLverse Exact
2022,15,2,170,malle_dips_pouches,Justin Fields,False,QB,Weekly Lineup
2022,15,3,171,The Big Gronkowski,Packers,False,DEF,Defense
2022,15,4,172,Patty Primetimes,Greg Joseph,False,K,Weekly Lineup
2022,15,5,173,Voldemort,Ryan Succop,False,K,Weekly Lineup
2022,15,6,174,Pop Lockett Drop it,Robbie Gould,False,K,Weekly Lineup
2022,15,7,175,Big Sack Jack,Chiefs,False,DEF,Defense
2022,15,8,176,ThreatLevelMidnight,Cowboys,False,DEF,Defense
2022,15,9,177,Malle ❤️ 🐸,Eagles,False,DEF,Defense
2022,15,10,178,Ginger FC,Mark Ingram II,False,RB,NFLverse Exact
2022,15,11,179,Uncle Rico,Jake Elliott,False,K,Weekly Lineup
2022,15,12,180,Joe Mantegna,Younghoe Koo,False,K,Weekly Lineup
2023,1,1,1,Malle ❤️ 🐸,Justin Jefferson,False,WR,Weekly Lineup
2023,1,2,2,Post Mahomes,Christian McCaffrey,False,RB,Weekly Lineup
2023,1,3,3,Ginger FC,Bijan Robinson,False,RB,Weekly Lineup
2023,1,4,4,The Big Gronkowski,Austin Ekeler,False,RB,Weekly Lineup
2023,1,5,5,Joe Mantegna,Tyreek Hill,False,WR,Weekly Lineup
2023,1,6,6,Buttermilk Puuump,Travis Kelce,False,TE,Weekly Lineup
2023,1,7,7,malle_dips_pouches,Cooper Kupp,False,WR,Weekly Lineup
2023,1,8,8,Pop Lockett Drop it,CeeDee Lamb,False,WR,Weekly Lineup
2023,1,9,9,Patty Primetimes,Stefon Diggs,False,WR,Weekly Lineup
2023,1,10,10,ThreatLevelMidnight,Saquon Barkley,False,RB,Weekly Lineup
2023,1,11,11,Voldemort,Nick Chubb,False,RB,Weekly Lineup
2023,1,12,12,Uncle Rico,Josh Jacobs,False,RB,Weekly Lineup
2023,2,1,13,Uncle Rico,A.J. Brown,False,WR,Weekly Lineup
2023,2,2,14,Voldemort,Davante Adams,False,WR,Weekly Lineup
2023,2,3,15,ThreatLevelMidnight,Derrick Henry,False,RB,Weekly Lineup
2023,2,4,16,Patty Primetimes,Jaylen Waddle,False,WR,Weekly Lineup
2023,2,5,17,Pop Lockett Drop it,Chris Olave,False,WR,Weekly Lineup
2023,2,6,18,malle_dips_pouches,Joe Mixon,False,RB,Weekly Lineup
2023,2,7,19,Buttermilk Puuump,Najee Harris,False,RB,Weekly Lineup
2023,2,8,20,Joe Mantegna,Rhamondre Stevenson,False,RB,Weekly Lineup
2023,2,9,21,The Big Gronkowski,DeVonta Smith,False,WR,Weekly Lineup
2023,2,10,22,Ginger FC,Tee Higgins,False,WR,Weekly Lineup
2023,2,11,23,Post Mahomes,Aaron Jones Sr.,False,RB,Weekly Lineup
2023,2,12,24,Malle ❤️ 🐸,Jahmyr Gibbs,False,RB,Weekly Lineup
2023,3,1,25,Malle ❤️ 🐸,Deebo Samuel Sr.,False,WR,Weekly Lineup
2023,3,2,26,Post Mahomes,Patrick Mahomes,False,QB,Weekly Lineup
2023,3,3,27,Ginger FC,J.K. Dobbins,False,RB,Weekly Lineup
2023,3,4,28,The Big Gronkowski,DK Metcalf,False,WR,Weekly Lineup
2023,3,5,29,Joe Mantegna,Breece Hall,False,RB,Weekly Lineup
2023,3,6,30,Buttermilk Puuump,Kenneth Walker III,False,RB,Weekly Lineup
2023,3,7,31,malle_dips_pouches,Josh Allen,False,QB,Weekly Lineup
2023,3,8,32,Pop Lockett Drop it,Cam Akers,False,RB,Weekly Lineup
2023,3,9,33,Patty Primetimes,Dameon Pierce,False,RB,Weekly Lineup
2023,3,10,34,ThreatLevelMidnight,Mark Andrews,False,TE,Weekly Lineup
2023,3,11,35,Voldemort,Lamar Jackson,False,QB,Weekly Lineup
2023,3,12,36,Uncle Rico,Alexander Mattison,False,RB,Weekly Lineup
2023,4,1,37,Uncle Rico,Diontae Johnson,False,WR,Weekly Lineup
2023,4,2,38,Voldemort,Miles Sanders,False,RB,Weekly Lineup
2023,4,3,39,ThreatLevelMidnight,Brandon Aiyuk,False,WR,Weekly Lineup
2023,4,4,40,Patty Primetimes,DeAndre Hopkins,False,WR,Weekly Lineup
2023,4,5,41,Pop Lockett Drop it,T.J. Hockenson,False,TE,Weekly Lineup
2023,4,6,42,malle_dips_pouches,James Conner,False,RB,Weekly Lineup
2023,4,7,43,Buttermilk Puuump,Amon-Ra St. Brown,True,WR,Weekly Lineup
2023,4,8,44,Joe Mantegna,Keenan Allen,False,WR,Weekly Lineup
2023,4,9,45,The Big Gronkowski,DJ Moore,False,WR,Weekly Lineup
2023,4,10,46,Ginger FC,Jahan Dotson,False,WR,Weekly Lineup
2023,4,11,47,Post Mahomes,Jonathan Taylor,False,RB,Weekly Lineup
2023,4,12,48,Malle ❤️ 🐸,Javonte Williams,False,RB,Weekly Lineup
2023,5,1,49,Malle ❤️ 🐸,Jalen Hurts,True,QB,Weekly Lineup
2023,5,2,50,Post Mahomes,George Kittle,False,TE,Weekly Lineup
2023,5,3,51,Ginger FC,Dalvin Cook,False,RB,Weekly Lineup
2023,5,4,52,The Big Gronkowski,Dallas Goedert,False,TE,Weekly Lineup
2023,5,5,53,Joe Mantegna,David Montgomery,False,RB,Weekly Lineup
2023,5,6,54,Buttermilk Puuump,Chris Godwin Jr.,False,WR,Weekly Lineup
2023,5,7,55,malle_dips_pouches,Terry McLaurin,False,WR,Weekly Lineup
2023,5,8,56,Pop Lockett Drop it,Isiah Pacheco,False,RB,Weekly Lineup
2023,5,9,57,Patty Primetimes,Darren Waller,False,TE,Weekly Lineup
2023,5,10,58,ThreatLevelMidnight,Trevor Lawrence,False,QB,Weekly Lineup
2023,5,11,59,Voldemort,Tyler Lockett,False,WR,Weekly Lineup
2023,5,12,60,Uncle Rico,Ja'Marr Chase,True,WR,Weekly Lineup
2023,6,1,61,Uncle Rico,Joe Burrow,False,QB,Weekly Lineup
2023,6,2,62,Voldemort,Rachaad White,False,RB,Weekly Lineup
2023,6,3,63,ThreatLevelMidnight,Alvin Kamara,False,RB,Weekly Lineup
2023,6,4,64,Patty Primetimes,Michael Pittman Jr.,False,WR,Weekly Lineup
2023,6,5,65,Pop Lockett Drop it,Brian Robinson,False,RB,Weekly Lineup
2023,6,6,66,malle_dips_pouches,Amari Cooper,True,WR,Weekly Lineup
2023,6,7,67,Buttermilk Puuump,D'Andre Swift,False,RB,Weekly Lineup
2023,6,8,68,Joe Mantegna,Kyle Pitts Sr.,False,TE,Weekly Lineup
2023,6,9,69,The Big Gronkowski,Tony Pollard,True,RB,Weekly Lineup
2023,6,10,70,Ginger FC,Khalil Herbert,False,RB,Weekly Lineup
2023,6,11,71,Post Mahomes,Drake London,False,WR,Weekly Lineup
2023,6,12,72,Malle ❤️ 🐸,Mike Evans,False,WR,Weekly Lineup
2023,7,1,73,Malle ❤️ 🐸,Pat Freiermuth,False,TE,Weekly Lineup
2023,7,2,74,Post Mahomes,Christian Kirk,False,WR,Weekly Lineup
2023,7,3,75,Ginger FC,David Njoku,False,TE,Weekly Lineup
2023,7,4,76,The Big Gronkowski,Justin Herbert,False,QB,Weekly Lineup
2023,7,5,77,Joe Mantegna,Hollywood Brown,False,WR,Weekly Lineup
2023,7,6,78,Buttermilk Puuump,Mike Williams,False,WR,NFLverse Exact
2023,7,7,79,malle_dips_pouches,Damien Harris,False,RB,NFLverse Exact
2023,7,8,80,Pop Lockett Drop it,Jordan Addison,False,WR,Weekly Lineup
2023,7,9,81,Patty Primetimes,Antonio Gibson,False,RB,NFLverse Exact
2023,7,10,82,ThreatLevelMidnight,George Pickens,False,WR,Weekly Lineup
2023,7,11,83,Voldemort,Evan Engram,False,TE,Weekly Lineup
2023,7,12,84,Uncle Rico,Gabe Davis,False,WR,Weekly Lineup
2023,8,1,85,Uncle Rico,AJ Dillon,False,RB,Weekly Lineup
2023,8,2,86,Voldemort,Jerick McKinnon,False,RB,Weekly Lineup
2023,8,3,87,ThreatLevelMidnight,Zach Charbonnet,False,RB,Weekly Lineup
2023,8,4,88,Patty Primetimes,Jamaal Williams,False,RB,Weekly Lineup
2023,8,5,89,Pop Lockett Drop it,Jaxon Smith-Njigba,False,WR,NFLverse Exact
2023,8,6,90,malle_dips_pouches,Tyler Higbee,False,TE,Weekly Lineup
2023,8,7,91,Buttermilk Puuump,Jerry Jeudy,False,WR,Weekly Lineup
2023,8,8,92,Joe Mantegna,James Cook III,True,RB,Weekly Lineup
2023,8,9,93,The Big Gronkowski,Samaje Perine,False,RB,Weekly Lineup
2023,8,10,94,Ginger FC,Rashod Bateman,False,WR,NFLverse Exact
2023,8,11,95,Post Mahomes,Brandin Cooks,False,WR,NFLverse Exact
2023,8,12,96,Malle ❤️ 🐸,49ers,False,DEF,Defense
2023,9,1,97,Malle ❤️ 🐸,Justin Tucker,False,K,Weekly Lineup
2023,9,2,98,Post Mahomes,Jaylen Warren,False,RB,Weekly Lineup
2023,9,3,99,Ginger FC,Aaron Rodgers,True,QB,NFLverse Exact
2023,9,4,100,The Big Gronkowski,Courtland Sutton,False,WR,Weekly Lineup
2023,9,5,101,Joe Mantegna,Deshaun Watson,False,QB,Weekly Lineup
2023,9,6,102,Buttermilk Puuump,JuJu Smith-Schuster,False,WR,NFLverse Exact
2023,9,7,103,malle_dips_pouches,Rashaad Penny,False,RB,NFLverse Exact
2023,9,8,104,Pop Lockett Drop it,Tyler Allgeier,False,RB,Weekly Lineup
2023,9,9,105,Patty Primetimes,Tua Tagovailoa,False,QB,Weekly Lineup
2023,9,10,106,ThreatLevelMidnight,Quentin Johnston,False,WR,NFLverse Exact
2023,9,11,107,Voldemort,Zay Flowers,False,WR,Weekly Lineup
2023,9,12,108,Uncle Rico,Jeff Wilson Jr.,False,RB,NFLverse Exact
2023,10,1,109,Uncle Rico,Elijah Moore,False,WR,Weekly Lineup
2023,10,2,110,Voldemort,Christian Watson,True,WR,Weekly Lineup
2023,10,3,111,ThreatLevelMidnight,Calvin Ridley,True,WR,Weekly Lineup
2023,10,4,112,Patty Primetimes,Kadarius Toney,False,WR,NFLverse Exact
2023,10,5,113,Pop Lockett Drop it,Marvin Mims Jr.,False,WR,NFLverse Exact
2023,10,6,114,malle_dips_pouches,Michael Thomas,False,WR,NFLverse Exact
2023,10,7,115,Buttermilk Puuump,Dak Prescott,False,QB,Weekly Lineup
2023,10,8,116,Joe Mantegna,Nico Collins,False,WR,Weekly Lineup
2023,10,9,117,The Big Gronkowski,Skyy Moore,False,WR,NFLverse Exact
2023,10,10,118,Ginger FC,Treylon Burks,False,WR,NFLverse Exact
2023,10,11,119,Post Mahomes,Garrett Wilson,True,WR,Weekly Lineup
2023,10,12,120,Malle ❤️ 🐸,Daniel Jones,False,QB,NFLverse Exact
2023,11,1,121,Malle ❤️ 🐸,Kenny Gainwell,False,RB,Weekly Lineup
2023,11,2,122,Post Mahomes,Elijah Mitchell,False,RB,NFLverse Exact
2023,11,3,123,Ginger FC,Ezekiel Elliott,False,RB,Weekly Lineup
2023,11,4,124,The Big Gronkowski,Tank Bigsby,False,RB,NFLverse Exact
2023,11,5,125,Joe Mantegna,Jakobi Meyers,False,WR,NFLverse Exact
2023,11,6,126,Buttermilk Puuump,De'Von Achane,False,RB,Weekly Lineup
2023,11,7,127,malle_dips_pouches,Allen Lazard,False,WR,NFLverse Exact
2023,11,8,128,Pop Lockett Drop it,Zay Jones,False,WR,NFLverse Exact
2023,11,9,129,Patty Primetimes,Anthony Richardson Sr.,False,QB,Weekly Lineup
2023,11,10,130,ThreatLevelMidnight,Raheem Mostert,False,RB,Weekly Lineup
2023,11,11,131,Voldemort,DJ Chark,False,WR,NFLverse Exact
2023,11,12,132,Uncle Rico,Chig Okonkwo,False,TE,Weekly Lineup
2023,12,1,133,Uncle Rico,Geno Smith,False,QB,Weekly Lineup
2023,12,2,134,Voldemort,Devin Singletary,False,RB,Weekly Lineup
2023,12,3,135,ThreatLevelMidnight,Rashee Rice,False,WR,Weekly Lineup
2023,12,4,136,Patty Primetimes,Eagles,False,DEF,Defense
2023,12,5,137,Pop Lockett Drop it,Rondale Moore,False,WR,NFLverse Exact
2023,12,6,138,malle_dips_pouches,Jets,False,DEF,Defense
2023,12,7,139,Buttermilk Puuump,Odell Beckham Jr.,False,WR,Weekly Lineup
2023,12,8,140,Joe Mantegna,Kendre Miller,False,RB,NFLverse Exact
2023,12,9,141,The Big Gronkowski,Cowboys,False,DEF,Defense
2023,12,10,142,Ginger FC,Kirk Cousins,False,QB,Weekly Lineup
2023,12,11,143,Post Mahomes,Bills,False,DEF,Defense
2023,12,12,144,Malle ❤️ 🐸,Dalton Kincaid,False,TE,Weekly Lineup
2023,13,1,145,Malle ❤️ 🐸,Adam Thielen,False,WR,Weekly Lineup
2023,13,2,146,Post Mahomes,Roschon Johnson,False,RB,NFLverse Exact
2023,13,3,147,Ginger FC,Daniel Carlson,False,K,Weekly Lineup
2023,13,4,148,The Big Gronkowski,Tyler Bass,False,K,Weekly Lineup
2023,13,5,149,Joe Mantegna,Tyler Boyd,False,WR,NFLverse Exact
2023,13,6,150,Buttermilk Puuump,Jared Goff,False,QB,Weekly Lineup
2023,13,7,151,malle_dips_pouches,Evan McPherson,False,K,Weekly Lineup
2023,13,8,152,Pop Lockett Drop it,Harrison Butker,False,K,Weekly Lineup
2023,13,9,153,Patty Primetimes,Travis Etienne Jr.,True,RB,Weekly Lineup
2023,13,10,154,ThreatLevelMidnight,D'Onta Foreman,False,RB,Weekly Lineup
2023,13,11,155,Voldemort,Deon Jackson,False,RB,NFLverse Exact
2023,13,12,156,Uncle Rico,Romeo Doubs,False,WR,NFLverse Exact
2023,14,1,157,Uncle Rico,Patriots,False,DEF,Defense
2023,14,2,158,Voldemort,Ravens,False,DEF,Defense
2023,14,3,159,ThreatLevelMidnight,Younghoe Koo,False,K,Weekly Lineup
2023,14,4,160,Patty Primetimes,Jameson Williams,False,WR,NFLverse Exact
2023,14,5,161,Pop Lockett Drop it,Justin Fields,True,QB,Weekly Lineup
2023,14,6,162,malle_dips_pouches,Russell Wilson,False,QB,Weekly Lineup
2023,14,7,163,Buttermilk Puuump,Jason Sanders,False,K,Weekly Lineup
2023,14,8,164,Joe Mantegna,Broncos,False,DEF,Defense
2023,14,9,165,The Big Gronkowski,Matthew Stafford,False,QB,Weekly Lineup
2023,14,10,166,Ginger FC,Saints,False,DEF,Defense
2023,14,11,167,Post Mahomes,Darnell Mooney,False,WR,NFLverse Exact
2023,14,12,168,Malle ❤️ 🐸,Tyjae Spears,False,RB,NFLverse Exact
2023,15,1,169,Malle ❤️ 🐸,Dolphins,False,DEF,Defense
2023,15,2,170,Post Mahomes,Jake Elliott,False,K,Weekly Lineup
2023,15,3,171,Ginger FC,Michael Gallup,False,WR,NFLverse Exact
2023,15,4,172,The Big Gronkowski,Dalton Schultz,False,TE,Weekly Lineup
2023,15,5,173,Joe Mantegna,Cameron Dicker,False,K,Weekly Lineup
2023,15,6,174,Buttermilk Puuump,Packers,False,DEF,Defense
2023,15,7,175,malle_dips_pouches,Dawson Knox,False,TE,NFLverse Exact
2023,15,8,176,Pop Lockett Drop it,Steelers,False,DEF,Defense
2023,15,9,177,Patty Primetimes,Riley Patterson,False,K,Weekly Lineup
2023,15,10,178,ThreatLevelMidnight,Chiefs,False,DEF,Defense
2023,15,11,179,Voldemort,Jason Myers,False,K,Weekly Lineup
2023,15,12,180,Uncle Rico,Chris Boswell,False,K,Weekly Lineup
2024,1,1,1,Ginger FC,Christian McCaffrey,False,RB,Weekly Lineup
2024,1,2,2,Buttermilk Puuump,Tyreek Hill,False,WR,Weekly Lineup
2024,1,3,3,Patty Primetimes,CeeDee Lamb,False,WR,Weekly Lineup
2024,1,4,4,ThreatLevelMidnight,Ja'Marr Chase,False,WR,Weekly Lineup
2024,1,5,5,The Big Gronkowski,Justin Jefferson,False,WR,Weekly Lineup
2024,1,6,6,Pop Lockett Drop it,Bijan Robinson,False,RB,Weekly Lineup
2024,1,7,7,malle_dips_pouches,A.J. Brown,False,WR,Weekly Lineup
2024,1,8,8,Voldemort,Jonathan Taylor,False,RB,Weekly Lineup
2024,1,9,9,Uncle Rico,Derrick Henry,False,RB,Weekly Lineup
2024,1,10,10,Joe Mantegna,Garrett Wilson,False,WR,Weekly Lineup
2024,1,11,11,Post Mahomes,Jahmyr Gibbs,False,RB,Weekly Lineup
2024,1,12,12,Malle ❤️ 🐸,Saquon Barkley,False,RB,Weekly Lineup
2024,2,1,13,Malle ❤️ 🐸,Marvin Harrison Jr.,False,WR,Weekly Lineup
2024,2,2,14,Post Mahomes,Isiah Pacheco,False,RB,Weekly Lineup
2024,2,3,15,Joe Mantegna,Breece Hall,True,RB,Weekly Lineup
2024,2,4,16,Uncle Rico,Davante Adams,False,WR,Weekly Lineup
2024,2,5,17,Voldemort,Travis Etienne Jr.,False,RB,Weekly Lineup
2024,2,6,18,malle_dips_pouches,Drake London,False,WR,Weekly Lineup
2024,2,7,19,Pop Lockett Drop it,Mike Evans,False,WR,Weekly Lineup
2024,2,8,20,The Big Gronkowski,Chris Olave,False,WR,Weekly Lineup
2024,2,9,21,ThreatLevelMidnight,Josh Jacobs,False,RB,Weekly Lineup
2024,2,10,22,Patty Primetimes,Cooper Kupp,False,WR,Weekly Lineup
2024,2,11,23,Buttermilk Puuump,Rachaad White,False,RB,Weekly Lineup
2024,2,12,24,Ginger FC,Brandon Aiyuk,False,WR,Weekly Lineup
2024,3,1,25,Ginger FC,Deebo Samuel Sr.,False,WR,Weekly Lineup
2024,3,2,26,Buttermilk Puuump,Amon-Ra St. Brown,True,WR,Weekly Lineup
2024,3,3,27,Patty Primetimes,Travis Kelce,False,TE,Weekly Lineup
2024,3,4,28,ThreatLevelMidnight,DK Metcalf,False,WR,Weekly Lineup
2024,3,5,29,The Big Gronkowski,DJ Moore,False,WR,Weekly Lineup
2024,3,6,30,Pop Lockett Drop it,DeVonta Smith,False,WR,Weekly Lineup
2024,3,7,31,malle_dips_pouches,Jaylen Waddle,False,WR,Weekly Lineup
2024,3,8,32,Voldemort,Josh Allen,False,QB,Weekly Lineup
2024,3,9,33,Uncle Rico,Patrick Mahomes,False,QB,Weekly Lineup
2024,3,10,34,Joe Mantegna,Nico Collins,False,WR,Weekly Lineup
2024,3,11,35,Post Mahomes,Michael Pittman Jr.,False,WR,Weekly Lineup
2024,3,12,36,Malle ❤️ 🐸,Jalen Hurts,False,QB,Weekly Lineup
2024,4,1,37,Malle ❤️ 🐸,Malik Nabers,False,WR,Weekly Lineup
2024,4,2,38,Post Mahomes,Lamar Jackson,False,QB,Weekly Lineup
2024,4,3,39,Joe Mantegna,James Cook III,False,RB,Weekly Lineup
2024,4,4,40,Uncle Rico,Mark Andrews,False,TE,Weekly Lineup
2024,4,5,41,Voldemort,Kenneth Walker III,False,RB,Weekly Lineup
2024,4,6,42,malle_dips_pouches,Joe Mixon,False,RB,Weekly Lineup
2024,4,7,43,Pop Lockett Drop it,David Montgomery,False,RB,Weekly Lineup
2024,4,8,44,The Big Gronkowski,Alvin Kamara,False,RB,Weekly Lineup
2024,4,9,45,ThreatLevelMidnight,James Conner,False,RB,Weekly Lineup
2024,4,10,46,Patty Primetimes,Aaron Jones Sr.,False,RB,Weekly Lineup
2024,4,11,47,Buttermilk Puuump,Najee Harris,False,RB,Weekly Lineup
2024,4,12,48,Ginger FC,Stefon Diggs,False,WR,Weekly Lineup
2024,5,1,49,Ginger FC,Amari Cooper,False,WR,Weekly Lineup
2024,5,2,50,Buttermilk Puuump,Raheem Mostert,False,RB,Weekly Lineup
2024,5,3,51,Patty Primetimes,Terry McLaurin,False,WR,Weekly Lineup
2024,5,4,52,ThreatLevelMidnight,Kyler Murray,False,QB,Weekly Lineup
2024,5,5,53,The Big Gronkowski,Joe Burrow,False,QB,Weekly Lineup
2024,5,6,54,Pop Lockett Drop it,Trey McBride,False,TE,Weekly Lineup
2024,5,7,55,malle_dips_pouches,Rhamondre Stevenson,False,RB,Weekly Lineup
2024,5,8,56,Voldemort,Dalton Kincaid,False,TE,Weekly Lineup
2024,5,9,57,Uncle Rico,D'Andre Swift,False,RB,Weekly Lineup
2024,5,10,58,Joe Mantegna,Dak Prescott,False,QB,Weekly Lineup
2024,5,11,59,Post Mahomes,Rashee Rice,False,WR,Weekly Lineup
2024,5,12,60,Malle ❤️ 🐸,George Kittle,False,TE,Weekly Lineup
2024,6,1,61,Malle ❤️ 🐸,Zamir White,False,RB,Weekly Lineup
2024,6,2,62,Post Mahomes,Tee Higgins,False,WR,Weekly Lineup
2024,6,3,63,Joe Mantegna,George Pickens,False,WR,Weekly Lineup
2024,6,4,64,Uncle Rico,Zay Flowers,False,WR,Weekly Lineup
2024,6,5,65,Voldemort,Calvin Ridley,False,WR,Weekly Lineup
2024,6,6,66,malle_dips_pouches,Kyle Pitts Sr.,False,TE,Weekly Lineup
2024,6,7,67,Pop Lockett Drop it,Jayden Reed,False,WR,Weekly Lineup
2024,6,8,68,The Big Gronkowski,Jake Ferguson,False,TE,Weekly Lineup
2024,6,9,69,ThreatLevelMidnight,Christian Kirk,False,WR,NFLverse Exact
2024,6,10,70,Patty Primetimes,Tony Pollard,False,RB,Weekly Lineup
2024,6,11,71,Buttermilk Puuump,Keenan Allen,False,WR,Weekly Lineup
2024,6,12,72,Ginger FC,Jordan Love,False,QB,Weekly Lineup
2024,7,1,73,Ginger FC,49ers,False,DEF,Defense
2024,7,2,74,Buttermilk Puuump,Jared Goff,False,QB,Weekly Lineup
2024,7,3,75,Patty Primetimes,Xavier Worthy,False,WR,Weekly Lineup
2024,7,4,76,ThreatLevelMidnight,Chris Godwin Jr.,False,WR,Weekly Lineup
2024,7,5,77,The Big Gronkowski,Javonte Williams,False,RB,Weekly Lineup
2024,7,6,78,Pop Lockett Drop it,Zack Moss,False,RB,Weekly Lineup
2024,7,7,79,malle_dips_pouches,Brian Robinson,False,RB,Weekly Lineup
2024,7,8,80,Voldemort,Diontae Johnson,False,WR,Weekly Lineup
2024,7,9,81,Uncle Rico,Devin Singletary,False,RB,NFLverse Exact
2024,7,10,82,Joe Mantegna,Evan Engram,False,TE,Weekly Lineup
2024,7,11,83,Post Mahomes,Tyjae Spears,False,RB,Weekly Lineup
2024,7,12,84,Malle ❤️ 🐸,Ravens,False,DEF,Defense
2024,8,1,85,Malle ❤️ 🐸,Justin Tucker,False,K,Weekly Lineup
2024,8,2,86,Post Mahomes,Jaylen Warren,False,RB,Weekly Lineup
2024,8,3,87,Joe Mantegna,DeAndre Hopkins,False,WR,Weekly Lineup
2024,8,4,88,Uncle Rico,Austin Ekeler,False,RB,Weekly Lineup
2024,8,5,89,Voldemort,Chase Brown,False,RB,Weekly Lineup
2024,8,6,90,malle_dips_pouches,Christian Watson,False,WR,Weekly Lineup
2024,8,7,91,Pop Lockett Drop it,Rico Dowdle,False,RB,Weekly Lineup
2024,8,8,92,The Big Gronkowski,Jaxon Smith-Njigba,False,WR,Weekly Lineup
2024,8,9,93,ThreatLevelMidnight,Jerome Ford,False,RB,Weekly Lineup
2024,8,10,94,Patty Primetimes,Jayden Daniels,False,QB,Weekly Lineup
2024,8,11,95,Buttermilk Puuump,David Njoku,False,TE,Weekly Lineup
2024,8,12,96,Ginger FC,Dallas Goedert,False,TE,Weekly Lineup
2024,9,1,97,Ginger FC,Nick Chubb,False,RB,Weekly Lineup
2024,9,2,98,Buttermilk Puuump,Jordan Addison,False,WR,NFLverse Exact
2024,9,3,99,Patty Primetimes,Ladd McConkey,False,WR,NFLverse Exact
2024,9,4,100,ThreatLevelMidnight,Trey Benson,False,RB,NFLverse Exact
2024,9,5,101,The Big Gronkowski,Gus Edwards,False,RB,NFLverse Exact
2024,9,6,102,Pop Lockett Drop it,Rome Odunze,False,WR,Weekly Lineup
2024,9,7,103,malle_dips_pouches,Courtland Sutton,False,WR,Weekly Lineup
2024,9,8,104,Voldemort,Khalil Shakir,False,WR,Weekly Lineup
2024,9,9,105,Uncle Rico,Jonathon Brooks,False,RB,NFLverse Exact
2024,9,10,106,Joe Mantegna,Hollywood Brown,False,WR,Manual Override
2024,9,11,107,Post Mahomes,Ezekiel Elliott,False,RB,NFLverse Exact
2024,9,12,108,Malle ❤️ 🐸,Brock Purdy,False,QB,Weekly Lineup
2024,10,1,109,Malle ❤️ 🐸,Adam Thielen,True,WR,NFLverse Exact
2024,10,2,110,Post Mahomes,Kyren Williams,True,RB,Weekly Lineup
2024,10,3,111,Joe Mantegna,Tua Tagovailoa,False,QB,Weekly Lineup
2024,10,4,112,Uncle Rico,Tank Dell,True,WR,NFLverse Exact
2024,10,5,113,Voldemort,Puka Nacua,True,WR,Weekly Lineup
2024,10,6,114,malle_dips_pouches,Harrison Butker,False,K,Weekly Lineup
