year,round,pick_in_round,overall_pick,team,player,keeper
2018,9,6,102,Ginger FC,Pierre Garcon,False
2018,9,7,103,Joe Mantegna,Stephen Gostkowski,False
2018,9,8,104,ThreatLevelMidnight,Rashaad Penny,False
2018,9,9,105,Voldemort,Julian Edelman,False
2018,9,10,106,malle_dips_pouches,Jared Goff,False
2018,9,11,107,Pop Lockett Drop it,Nelson Agholor,False
2018,9,12,108,The Big Gronkowski,Jack Doyle,False
2018,10,1,109,The Big Gronkowski,Alex Smith,False
2018,10,2,110,Pop Lockett Drop it,Ronald Jones,False
2018,10,3,111,malle_dips_pouches,Bilal Powell,False
2018,10,4,112,Voldemort,Peyton Barber,False
2018,10,5,113,ThreatLevelMidnight,Dak Prescott,False
2018,10,6,114,Joe Mantegna,Patrick Mahomes,False
2018,10,7,115,Ginger FC,Greg Zuerlein,False
2018,10,8,116,Dillon Panthers,Tarik Cohen,False
2018,10,9,117,Big Sack Jack,Latavius Murray,False
2018,10,10,118,Malle ❤️ 🐸,Sterling Shepard,False
2018,10,11,119,Post Mahomes,Isaiah Crowell,False
2018,10,12,120,Uncle Rico,Aaron Jones Sr.,False
2018,11,1,121,Uncle Rico,Kenny Stills,False
2018,11,2,122,Post Mahomes,Marcus Mariota,False
2018,11,3,123,Malle ❤️ 🐸,Marlon Mack,False
2018,11,4,124,Big Sack Jack,Vikings,False
2018,11,5,125,Dillon Panthers,Eagles,False
2018,11,6,126,Ginger FC,Rishard Matthews,False
2018,11,7,127,Joe Mantegna,George Kittle,False
2018,11,8,128,ThreatLevelMidnight,Justin Tucker,False
2018,11,9,129,Voldemort,Matt Breida,False
2018,11,10,130,malle_dips_pouches,Rams,False
2018,11,11,131,Pop Lockett Drop it,Texans,False
2018,11,12,132,The Big Gronkowski,Chargers,False
2018,12,1,133,The Big Gronkowski,Matt Bryant,False
2018,12,2,134,Pop Lockett Drop it,Jake Elliott,False
2018,12,3,135,malle_dips_pouches,Matt Prater,False
2018,12,4,136,Voldemort,C.J. Anderson,False
2018,12,5,137,ThreatLevelMidnight,Broncos,False
2018,12,6,138,Joe Mantegna,O.J. Howard,False
2018,12,7,139,Ginger FC,Steelers,False
2018,12,8,140,Dillon Panthers,Daniel Carlson,False
2018,12,9,141,Big Sack Jack,Mike Williams,False
2018,12,10,142,Malle ❤️ 🐸,Harrison Butker,False
2018,12,11,143,Post Mahomes,Kenny Golladay,False
2018,12,12,144,Uncle Rico,Nick Chubb,False
2018,13,1,145,Uncle Rico,Blake Bortles,False
2018,13,2,146,Post Mahomes,Ravens,False
2018,13,3,147,Malle ❤️ 🐸,Saints,False
2018,13,4,148,Big Sack Jack,LeGarrette Blount,False
2018,13,5,149,Dillon Panthers,Tyler Lockett,False
2018,13,6,150,Ginger FC,DJ Moore,False
2018,13,7,151,Joe Mantegna,Keelan Cole Sr.,False
2018,13,8,152,ThreatLevelMidnight,Kelvin Benjamin,False
2018,13,9,153,Voldemort,Josh Doctson,False
2018,13,10,154,malle_dips_pouches,Randall Cobb,False
2018,13,11,155,Pop Lockett Drop it,Danny Amendola,False
2018,13,12,156,The Big Gronkowski,Tyrell Williams,False
2018,14,1,157,The Big Gronkowski,Corey Clement,False
2018,14,2,158,Pop Lockett Drop it,James White,False
2018,14,3,159,malle_dips_pouches,Tyler Eifert,False
2018,14,4,160,Voldemort,Wil Lutz,False
2018,14,5,161,ThreatLevelMidnight,Ben Watson,False
2018,14,6,162,Joe Mantegna,Bears,False
2018,14,7,163,Ginger FC,DeVante Parker,False
2018,14,8,164,Dillon Panthers,Austin Hooper,False
2018,14,9,165,Big Sack Jack,Chris Boswell,False
2018,14,10,166,Malle ❤️ 🐸,Ricky Seals-Jones,False
2018,14,11,167,Post Mahomes,Jordan Wilkins,False
2018,14,12,168,Uncle Rico,Patriots,False
2018,15,1,169,Uncle Rico,Robbie Gould,False
2018,15,2,170,Post Mahomes,Ryan Succop,False
2018,15,3,171,Malle ❤️ 🐸,Falcons,False
2018,15,4,172,Big Sack Jack,Derek Carr,False
2018,15,5,173,Dillon Panthers,Mohamed Sanu,False
2018,15,6,174,Ginger FC,Vance McDonald,False
2018,15,7,175,Joe Mantegna,Giovani Bernard,False
2018,15,8,176,ThreatLevelMidnight,Chris Godwin Jr.,False
2018,15,9,177,Voldemort,Panthers,False
2018,15,10,178,malle_dips_pouches,Theo Riddick,False
2018,15,11,179,Pop Lockett Drop it,Cameron Meredith,False
2018,15,12,180,The Big Gronkowski,Calvin Ridley,False
