year,fantasy_team,qb_edge,rb_edge,te_edge,wr_edge,qb_points,rb_points,te_points,wr_points,total_positional_edge,best_position,worst_position,overall_edge_rank
2020,Voldemort,51.26727272727271,-62.045454545454554,-13.425454545454544,120.32363636363635,380.86,320.0,98.3,524.3,96.11999999999996,WR,RB,2.0
2020,malle_dips_pouches,4.750909090909072,-62.918181818181814,-11.243636363636364,74.50545454545457,338.22,319.2,100.3,482.3,5.094545454545459,WR,RB,6.0
2021,Big Sack Jack,10.42909090909091,30.48545454545454,-3.0909090909090917,-188.9690909090909,342.96,450.9,130.7,255.3,-151.14545454545456,RB,WR,10.0
2021,Ginger FC 🏆🏆,-3.120000000000001,104.18727272727273,50.36363636363636,-41.25999999999998,330.54,518.46,179.7,390.7,110.1709090909091,RB,WR,3.0
2021,Joe Mantegna,64.86545454545453,-93.66,25.381818181818183,39.79454545454547,392.86,337.1,156.8,465.0,36.38181818181818,QB,RB,7.0
2021,Malle ❤️ 🐸,77.93454545454544,-190.09636363636366,-3.200000000000001,169.7218181818182,404.84000000000003,248.7,130.6,584.1,54.359999999999985,WR,RB,5.0
2021,Patty Primetimes,69.46909090909088,-61.47818181818183,-1.9999999999999982,-158.96909090909088,397.08,366.6,131.7,282.8,-152.97818181818184,QB,WR,11.0
2021,Pop Lockett Drop it,-130.51636363636362,-81.76909090909092,40.21818181818182,52.77636363636364,213.76000000000002,348.0,170.4,476.9,-119.29090909090908,WR,QB,9.0
2021,Post Mahomes,-6.305454545454534,118.63090909090911,-13.781818181818183,-56.53272727272726,327.62,531.7,120.9,376.7,42.01090909090914,RB,WR,6.0
2021,The Big Gronkowski,31.02545454545453,-6.714545454545462,-11.381818181818183,162.84909090909093,361.84,416.79999999999995,123.1,577.8000000000001,175.77818181818182,WR,TE,1.0
2021,ThreatLevelMidnight,-22.01454545454547,126.37636363636362,-36.58181818181818,28.078181818181847,313.22,538.8,100.0,454.26,95.85818181818182,RB,TE,4.0
2021,Uncle Rico,-18.567272727272737,-9.659999999999997,46.87272727272728,-33.29636363636361,316.38,414.1,176.5,398.0,-14.65090909090906,TE,WR,8.0
2021,Voldemort,-12.654545454545463,2.230909090909119,-26.0,157.06727272727272,321.8,425.0,109.7,572.5,120.64363636363638,WR,TE,2.0
2021,malle_dips_pouches,-60.545454545454554,61.46727272727271,-66.8,-131.26,277.9,479.29999999999995,72.3,308.2,-197.13818181818186,RB,WR,12.0
2022,Big Sack Jack,53.58909090909091,-105.35272727272726,-33.583636363636366,99.98545454545456,375.72,337.8,82.4,508.0,14.638181818181842,WR,RB,6.0
2022,Ginger FC 🏆🏆,-22.97090909090909,39.301818181818184,124.4890909090909,-85.5781818181818,305.54,470.4,227.3,337.9,55.2418181818182,TE,WR,5.0
2022,Joe Mantegna,-18.149090909090894,-15.24363636363638,12.45272727272727,-42.0509090909091,309.96,420.4,124.6,377.8,-62.9909090909091,TE,WR,8.0
2022,Malle ❤️ 🐸,80.70909090909089,-85.49818181818182,22.052727272727264,-93.76000000000002,400.58,356.0,133.4,330.4,-76.49636363636368,QB,WR,9.0
2022,Patty Primetimes,-93.64,-24.669090909090922,-41.54727272727273,21.985454545454544,240.76,411.76,75.1,436.5,-137.8709090909091,WR,QB,11.0
2022,Pop Lockett Drop it,-8.723636363636345,-143.9709090909091,-49.620000000000005,11.512727272727258,318.6,302.4,67.7,426.9,-190.8018181818182,WR,RB,12.0
2022,Post Mahomes,-68.61454545454546,-3.352727272727284,-25.489090909090915,-14.669090909090919,263.7,431.3,89.82,402.9,-112.12545454545457,RB,QB,10.0
2022,The Big Gronkowski,-45.98909090909091,115.33818181818182,-8.820000000000004,6.603636363636358,284.44,540.1,105.1,422.40000000000003,67.13272727272725,RB,QB,4.0
2022,ThreatLevelMidnight,-45.57454545454546,-48.18909090909093,-21.910909090909094,70.64000000000001,284.82,390.2,93.1,481.1,-45.03454545454546,WR,RB,7.0
2022,Uncle Rico,115.61818181818181,56.167272727272746,-18.42,-33.8690909090909,432.58,485.86,96.3,385.3,119.49636363636365,QB,WR,3.0
2022,Voldemort,71.56727272727272,-10.989090909090901,17.143636363636364,121.32363636363637,392.2,424.3,128.9,527.56,199.04545454545456,WR,RB,1.0
2022,malle_dips_pouches,-17.821818181818188,226.4581818181818,23.25272727272727,-62.12363636363635,310.26,641.96,134.5,359.40000000000003,169.76545454545453,RB,WR,2.0
2023,Buttermilk Puuump,15.269090909090917,-20.180000000000007,56.78,-68.26727272727271,323.68,383.9,171.6,379.3,-16.398181818181797,TE,WR,8.0
2023,Ginger FC 🏆🏆,6.127272727272732,-66.87090909090911,-52.85636363636364,-151.94,315.3,341.1,71.1,302.6,-265.54,QB,WR,12.0
2023,Joe Mantegna,-20.992727272727272,110.94727272727272,-10.638181818181813,102.08909090909091,290.44,504.1,109.80000000000001,535.46,181.40545454545455,RB,QB,1.0
2023,Malle ❤️ 🐸,45.37818181818182,-44.616363636363644,-49.910909090909094,73.44181818181819,351.28,361.5,73.8,509.2,24.292727272727284,WR,TE,4.0
2023,Patty Primetimes,-47.82909090909091,-79.85272727272731,7.79818181818182,78.35090909090911,265.84,329.2,126.7,513.7,-41.532727272727286,WR,RB,9.0
2023,Pop Lockett Drop it,-37.96727272727273,-49.41636363636364,42.92545454545455,43.00545454545454,274.88,357.1,158.9,481.3,-1.4527272727272802,WR,RB,7.0
2023,Post Mahomes,-12.505454545454548,244.69272727272727,48.94727272727273,-120.56545454545454,298.22,626.7,164.42000000000002,331.36,160.5690909090909,RB,WR,3.0
2023,The Big Gronkowski,-8.883636363636366,-93.70727272727271,-8.89272727272727,122.53272727272727,301.53999999999996,316.5,111.39999999999999,554.2,11.049090909090921,WR,RB,6.0
2023,ThreatLevelMidnight,-4.694545454545457,223.72545454545454,24.816363636363633,-72.6309090909091,305.38,607.48,142.3,375.3,171.2163636363636,RB,WR,2.0
2023,Uncle Rico,-29.021818181818183,-115.85272727272726,-28.856363636363636,67.7909090909091,283.08,296.2,93.1,504.02000000000004,-105.94,WR,RB,10.0
2023,Voldemort,5.189090909090922,2.4018181818181716,17.725454545454546,-6.412727272727285,314.44,404.6,135.8,436.0,18.903636363636355,TE,WR,5.0
2023,malle_dips_pouches,89.93090909090908,-111.27090909090907,-47.83818181818182,-67.39454545454544,392.12,300.4,75.7,380.1,-136.57272727272726,QB,RB,11.0
2024,Buttermilk Puuump,-12.801818181818186,-136.06545454545454,-10.236363636363638,79.52545454545454,301.26,308.9,113.4,487.68,-79.57818181818183,WR,RB,11.0
2024,Ginger FC 🏆🏆,-14.394545454545469,-19.447272727272697,13.654545454545453,-89.95818181818184,299.8,415.8,135.3,332.32,-110.14545454545456,TE,WR,12.0
2024,Joe Mantegna,-31.543636363636374,-47.04727272727272,-41.43636363636364,55.00181818181819,284.08,390.5,84.8,465.2,-65.02545454545455,WR,RB,9.0
2024,Malle ❤️ 🐸,25.68545454545454,-38.97454545454545,82.81818181818183,-65.6527272727273,336.54,397.9,198.7,354.6,3.876363636363621,TE,WR,5.0
2024,Patty Primetimes,-15.92181818181819,-30.465454545454527,0.23636363636363455,129.72909090909087,298.4,405.7,123.0,533.7,83.57818181818179,WR,RB,2.0
2024,Pop Lockett Drop it,-94.24909090909091,74.17454545454545,21.72727272727272,-15.689090909090915,226.6,501.62,142.7,400.40000000000003,-14.036363636363653,RB,QB,6.0
2024,Post Mahomes,97.55454545454545,68.15272727272729,71.47272727272727,-50.59818181818184,402.42,496.1,188.3,368.4,186.58181818181816,QB,WR,1.0
2024,The Big Gronkowski,56.383636363636356,-112.06545454545454,-73.07272727272728,57.48909090909091,364.68,330.9,55.8,467.48,-71.26545454545456,WR,RB,10.0
2024,ThreatLevelMidnight,-29.863636363636374,81.78909090909093,0.6727272727272684,26.201818181818147,285.62,508.6,123.4,438.8,78.79999999999997,RB,QB,3.0
2024,Uncle Rico,-31.04181818181819,54.29818181818183,-5.763636363636367,-37.0709090909091,284.54,483.4,117.5,380.8,-19.578181818181825,RB,WR,7.0
2024,Voldemort,70.95818181818183,132.51636363636365,-46.45454545454545,-112.88909090909092,378.04,555.1,80.2,311.3,44.1309090909091,RB,WR,4.0
2024,malle_dips_pouches,-20.76545454545455,-26.865454545454536,-13.618181818181814,23.910909090909076,293.96,409.0,110.3,436.7,-37.33818181818182,WR,RB,8.0
2025,Buttermilk Puuump,-15.932727272727268,6.869090909090907,-30.03636363636363,52.39090909090908,289.32,428.86,101.6,471.4,13.29090909090909,WR,TE,7.0
2025,Ginger FC 🏆🏆,-5.6345454545454405,128.65818181818182,-40.509090909090915,13.881818181818183,298.76,540.5,92.0,436.1,96.39636363636363,RB,TE,4.0
2025,Joe Mantegna,-15.321818181818179,-162.61454545454544,7.600000000000001,60.68181818181817,289.88,273.5,136.1,479.0,-109.65454545454543,WR,RB,9.0
2025,Malle ❤️ 🐸,3.485454545454548,-190.10545454545453,40.654545454545456,-27.790909090909086,307.12,248.3,166.4,397.9,-173.7563636363636,TE,RB,11.0
2025,Patty Primetimes,71.75454545454546,12.476363636363594,14.36363636363636,-2.8090909090909015,369.7,434.0,142.3,420.8,95.78545454545451,QB,WR,5.0
2025,Pop Lockett Drop it,63.9218181818182,-66.72363636363639,77.41818181818182,-10.554545454545448,362.52,361.4,200.1,413.7,64.06181818181818,TE,RB,6.0
2025,Post Mahomes,44.634545454545446,235.78545454545454,28.654545454545453,-132.84545454545457,344.84,638.7,155.4,301.6,176.22909090909084,RB,WR,1.0
2025,The Big Gronkowski,-13.183636363636364,-172.10545454545453,-26.54545454545454,58.06363636363636,291.84000000000003,264.8,104.8,476.59999999999997,-153.77090909090907,WR,RB,10.0
2025,ThreatLevelMidnight,9.790909090909095,173.27636363636364,16.872727272727268,-35.88545454545452,312.9,581.4,144.6,390.48,164.05454545454546,RB,WR,2.0
2025,Uncle Rico,-32.230909090909094,227.27636363636364,-11.709090909090913,-73.25999999999999,274.38,630.9,118.4,356.21999999999997,110.07636363636365,RB,WR,3.0
2025,Voldemort,-102.46363636363637,-117.88727272727273,-65.27272727272728,209.2636363636364,210.0,314.5,69.3,615.2,-76.35999999999999,WR,RB,8.0
2025,malle_dips_pouches,-8.81999999999999,-74.90545454545455,-11.490909090909092,-111.13636363636364,295.84,353.9,118.6,321.5,-206.3527272727273,QB,WR,12.0
2026,Buttermilk Puuump,9.039999999999992,-15.981818181818188,-5.190909090909088,-37.07272727272727,57.16,49.9,14.8,31.4,-49.20545454545456,QB,WR,11.0
2026,Ginger FC 🏆🏆,-25.54181818181819,18.81818181818181,16.300000000000004,34.054545454545455,25.46,81.8,34.5,96.6,43.63090909090908,WR,QB,2.0
2026,Joe Mantegna,1.2072727272727235,-41.61818181818181,0.7000000000000028,11.036363636363642,49.98,26.4,20.200000000000003,75.5,-28.67454545454544,WR,RB,9.0
2026,Malle ❤️ 🐸,4.370909090909091,22.418181818181814,10.51818181818182,-17.327272727272728,52.879999999999995,85.1,29.200000000000003,49.5,19.979999999999997,RB,WR,5.0
2026,Patty Primetimes,41.02545454545454,1.254545454545454,10.954545454545457,-29.981818181818184,86.47999999999999,65.7,29.6,37.9,23.25272727272726,QB,WR,4.0
2026,Pop Lockett Drop it,-22.618181818181817,18.6,15.863636363636363,52.81818181818183,28.14,81.6,34.1,113.80000000000001,64.66363636363637,WR,QB,1.0
2026,Post Mahomes,13.927272727272726,-9.00000000000001,-9.336363636363636,-22.01818181818182,61.64,56.3,11.0,45.2,-26.42727272727274,QB,WR,8.0
2026,The Big Gronkowski,-27.309090909090912,-29.83636363636363,2.118181818181818,0.018181818181826515,23.84,37.2,21.5,65.4,-55.009090909090894,TE,RB,12.0
2026,ThreatLevelMidnight,-12.581818181818178,16.854545454545455,0.372727272727273,-2.4909090909090956,37.34,80.0,19.900000000000002,63.099999999999994,2.1545454545454543,RB,QB,7.0
2026,Uncle Rico,-4.487272727272728,4.636363636363633,-20.46363636363636,-24.090909090909083,44.760000000000005,68.8,0.8,43.3,-44.40545454545454,RB,WR,10.0
2026,Voldemort,12.77090909090909,-13.254545454545454,-11.954545454545455,22.490909090909092,60.58,52.400000000000006,8.6,86.0,10.052727272727273,WR,RB,6.0
2026,malle_dips_pouches,10.196363636363632,27.109090909090906,-9.88181818181818,12.56363636363637,58.22,89.4,10.5,76.9,39.987272727272725,RB,TE,3.0
