year,team,games,wins,points_for,points_against,losses,win_pct,points_per_game,scoring_rank,win_rank,actual_points,optimal_points,points_left_on_bench,avg_weekly_points_left,avoidable_starts,season_efficiency_pct,efficiency_rank,rated_picks,avg_draft_value,total_draft_value,steals,elite_steals,busts,major_busts,draft_class_rank,meaningful_acquisitions,avg_waiver_value,total_positive_value,good_rate,elite_finds,bust_rate,production_points,waiver_rank,is_champion,scoring_percentile,winning_percentile,efficiency_percentile,bench_management_percentile,draft_percentile,waiver_percentile
2022,The Big Gronkowski,14,9.0,1585.04,1542.28,5.0,0.6428571428571429,113.21714285714286,4,3,1585.04,1754.86,169.82,12.13,21,90.32,5,11,6.821033525079908,75.03136877587899,2,0,1,1,4,3.0,21.968155500413573,65.90446650124072,33.33333333333333,0.0,0.0,214.86,3.0,False,75.0,83.33333333333334,66.66666666666666,41.66666666666667,75.0,83.33333333333334
2022,ThreatLevelMidnight,14,8.0,1495.22,1496.62,6.0,0.5714285714285714,106.80142857142857,7,4,1495.22,1658.78,163.56,11.68,18,90.14,6,13,-8.599440409602222,-111.79272532482888,1,0,4,2,11,13.0,22.10452492090209,297.96488457778776,46.15384615384615,1.0,0.0,719.62,2.0,False,50.0,62.5,58.333333333333336,50.0,16.666666666666664,91.66666666666666
2022,Uncle Rico,14,5.0,1614.04,1769.76,9.0,0.35714285714285715,115.28857142857143,3,9,1614.04,1808.64,194.6,13.9,24,89.24,10,12,0.3691281062657037,4.429537275188444,0,0,3,1,6,6.0,19.52718876105973,131.8405519211971,50.0,1.0,0.0,274.16,4.0,False,83.33333333333334,33.33333333333333,25.0,25.0,58.333333333333336,75.0
2022,Voldemort,14,10.0,1744.96,1569.98,4.0,0.7142857142857143,124.64,1,1,1744.96,1903.66,158.7,11.34,23,91.66,2,11,-0.6905397532111611,-7.595937285322773,1,0,1,1,7,7.0,17.133200133200127,163.39393939393938,57.14285714285714,1.0,0.0,399.3200000000001,5.0,False,100.0,95.83333333333334,91.66666666666666,66.66666666666666,50.0,66.66666666666666
2022,malle_dips_pouches,14,8.0,1657.12,1441.28,6.0,0.5714285714285714,118.36571428571428,2,4,1657.12,1863.84,206.72,14.77,29,88.91,11,12,14.020789310774958,168.2494717292995,2,1,1,0,1,2.0,-10.67307692307692,2.6923076923076934,0.0,0.0,0.0,51.18000000000001,11.0,True,91.66666666666666,62.5,16.666666666666664,16.666666666666664,100.0,16.666666666666664
2023,Buttermilk Puuump,14,6.0,1430.48,1454.44,8.0,0.42857142857142855,102.17714285714285,9,8,1430.48,1661.94,231.46,16.53,28,86.07,11,12,6.133562168185402,73.60274601822482,2,1,1,0,2,2.0,35.41666666666667,70.83333333333334,100.0,0.0,0.0,156.4,1.0,False,33.33333333333333,41.66666666666667,16.666666666666664,16.666666666666664,91.66666666666666,100.0
2023,Ginger FC,14,4.0,1268.1,1472.12,10.0,0.2857142857142857,90.57857142857142,12,11,1268.1,1468.3,200.2,14.3,23,86.37,10,12,-21.56599334712526,-258.79192016550314,0,0,5,3,12,13.0,4.801795426795426,184.01064213564217,38.46153846153847,1.0,7.6923076923076925,793.8,9.0,False,8.333333333333332,12.5,25.0,50.0,8.333333333333332,33.33333333333333
2023,Joe Mantegna,14,13.0,1639.8,1363.54,1.0,0.9285714285714286,117.12857142857142,3,1,1639.8,1865.9,226.1,16.15,27,87.88,8,12,5.8372109315693335,70.046531178832,1,0,1,0,3,4.0,21.024305555555554,84.93055555555556,50.0,0.0,0.0,453.8,2.0,True,83.33333333333334,100.0,41.66666666666667,25.0,83.33333333333334,91.66666666666666
2023,Malle ❤️ 🐸,14,7.0,1546.78,1477.0,7.0,0.5,110.48428571428572,6,5,1546.78,1706.4,159.62,11.4,25,90.65,3,11,4.45036537371105,48.954019110821555,3,1,2,0,5,6.0,4.208603896103899,78.24404761904763,16.666666666666664,0.0,0.0,221.6,10.0,False,58.333333333333336,58.333333333333336,83.33333333333334,83.33333333333334,66.66666666666666,25.0
2023,Patty Primetimes,14,5.0,1440.44,1475.62,9.0,0.35714285714285715,102.88857142857144,8,9,1440.44,1628.12,187.68,13.41,22,88.47,7,12,-9.475828646757853,-113.70994376109422,1,0,3,1,9,5.0,16.829545454545453,84.14772727272727,40.0,0.0,0.0,243.62,4.0,False,41.66666666666667,29.166666666666668,50.0,58.333333333333336,33.33333333333333,75.0
2023,Pop Lockett Drop it,14,5.0,1478.18,1600.1,9.0,0.35714285714285715,105.58428571428571,7,9,1478.18,1686.02,207.84,14.85,22,87.67,9,12,-4.106952556798498,-49.283430681581976,0,0,3,1,6,5.0,16.43362193362193,93.53174603174602,20.0,1.0,0.0,467.48,5.0,False,50.0,29.166666666666668,33.33333333333333,33.33333333333333,58.333333333333336,66.66666666666666
2023,Post Mahomes,14,8.0,1671.7,1547.64,6.0,0.5714285714285714,119.40714285714286,2,3,1671.7,1806.38,134.68,9.62,20,92.54,1,12,-6.5622219632369,-78.7466635588428,0,0,3,1,7,9.0,15.209535834535831,169.09361471861473,22.22222222222222,1.0,0.0,438.8200000000001,6.0,False,91.66666666666666,79.16666666666666,100.0,91.66666666666666,50.0,58.333333333333336
2023,The Big Gronkowski,14,7.0,1552.64,1554.24,7.0,0.5,110.90285714285714,4,5,1552.64,1727.9,175.26,12.52,22,89.86,5,12,4.574099925162437,54.889199101949245,4,0,2,0,4,3.0,-3.0113636363636354,5.113636363636367,0.0,0.0,0.0,48.9,12.0,False,75.0,58.333333333333336,66.66666666666666,66.66666666666666,75.0,8.333333333333332
2023,ThreatLevelMidnight,14,10.0,1672.46,1458.34,4.0,0.7142857142857143,119.46142857142857,1,2,1672.46,1879.14,206.68,14.76,24,89.0,6,12,8.698816893311793,104.38580271974152,3,1,1,1,1,6.0,19.9905303030303,154.93055555555554,50.0,2.0,0.0,527.6,3.0,False,100.0,91.66666666666666,58.333333333333336,41.66666666666667,100.0,83.33333333333334
2023,Uncle Rico,14,4.0,1374.4,1494.72,10.0,0.2857142857142857,98.17142857142858,11,11,1374.4,1641.44,267.04,19.07,27,83.73,12,12,-9.658459131069096,-115.90150957282916,0,0,1,0,10,8.0,8.099747474747476,125.25252525252526,37.5,1.0,0.0,521.76,8.0,False,16.666666666666664,12.5,8.333333333333332,8.333333333333332,25.0,41.66666666666667
2023,Voldemort,14,7.0,1546.84,1582.92,7.0,0.5,110.48857142857142,5,5,1546.84,1716.14,169.3,12.09,23,90.13,4,12,-9.172247403481578,-110.06696884177892,1,0,5,1,8,14.0,9.483353947639662,198.16017316017317,28.57142857142857,1.0,0.0,591.0999999999999,7.0,False,66.66666666666666,58.333333333333336,75.0,75.0,41.66666666666667,50.0
2023,malle_dips_pouches,14,8.0,1396.32,1537.46,6.0,0.5714285714285714,99.73714285714286,10,3,1396.32,1511.06,114.74,8.2,23,92.41,2,12,-11.736781249202386,-140.84137499042862,1,1,3,2,11,5.0,0.4507575757575715,31.837121212121197,0.0,0.0,0.0,94.4,11.0,False,25.0,79.16666666666666,91.66666666666666,100.0,16.666666666666664,16.666666666666664
2024,Buttermilk Puuump,14,5.0,1442.24,1523.28,9.0,0.35714285714285715,103.01714285714286,10,9,1545.58,1715.42,169.84,12.13,21,90.1,5,12,-0.3843723891558343,-4.612468669870012,3,1,3,2,6,4.0,0.75,21.33333333333333,0.0,0.0,0.0,81.4,10.0,False,25.0,29.166666666666668,66.66666666666666,83.33333333333334,58.333333333333336,25.0
2024,Ginger FC,14,4.0,1442.22,1576.8,10.0,0.2857142857142857,103.01571428571428,11,11,1437.88,1571.58,133.7,9.55,18,91.49,2,11,-16.709647740165487,-183.80612514182036,1,1,4,2,12,7.0,10.885725257845069,115.20929339477726,28.57142857142857,1.0,0.0,454.84,7.0,False,16.666666666666664,12.5,91.66666666666666,91.66666666666666,8.333333333333332,50.0
2024,Joe Mantegna,14,5.0,1408.58,1511.94,9.0,0.35714285714285715,100.61285714285714,12,9,1464.48,1634.64,170.16,12.15,26,89.59,6,12,-11.12455727095156,-133.49468725141872,0,0,3,2,10,7.0,20.58004169409699,151.97695852534562,42.857142857142854,1.0,0.0,480.94,3.0,False,8.333333333333332,29.166666666666668,58.333333333333336,75.0,25.0,83.33333333333334
2024,Malle ❤️ 🐸,14,10.0,1530.74,1427.08,4.0,0.7142857142857143,109.33857142857143,6,1,1404.22,1588.92,184.7,13.19,23,88.38,7,11,4.454659981884024,49.00125980072427,2,0,1,0,2,3.0,18.84024577572965,56.52073732718895,33.33333333333333,0.0,0.0,79.5,4.0,False,58.333333333333336,95.83333333333334,50.0,50.0,91.66666666666666,75.0
2024,Patty Primetimes,14,8.0,1585.8,1483.62,6.0,0.5714285714285714,113.27142857142857,2,5,1399.48,1601.52,202.04,14.43,31,87.38,9,12,6.12086167882677,73.45034014592123,2,0,1,0,1,3.0,36.56810035842294,109.70430107526882,100.0,1.0,0.0,286.78000000000003,1.0,False,91.66666666666666,62.5,33.33333333333333,41.66666666666667,100.0,100.0
2024,Pop Lockett Drop it,14,6.0,1560.32,1623.9,8.0,0.42857142857142855,111.45142857142856,4,7,1613.36,1783.62,170.26,12.16,18,90.45,4,12,1.4983127570368244,17.979753084441892,0,0,1,0,4,2.0,-15.322580645161288,0.0,0.0,0.0,0.0,20.9,12.0,False,75.0,45.83333333333333,75.0,66.66666666666666,75.0,8.333333333333332
2024,Post Mahomes,14,10.0,1697.22,1492.02,4.0,0.7142857142857143,121.23,1,1,1605.44,1708.54,103.1,7.36,21,93.97,1,12,-12.436093627108596,-149.23312352530314,1,1,5,1,11,7.0,10.821812596006144,122.41935483870968,28.57142857142857,1.0,0.0,309.92,8.0,True,100.0,95.83333333333334,100.0,100.0,16.666666666666664,41.66666666666667
2024,The Big Gronkowski,14,9.0,1493.86,1417.5,5.0,0.6428571428571429,106.7042857142857,8,3,1515.64,1764.72,249.08,17.79,22,85.89,12,13,-7.375479668728318,-95.88123569346814,2,0,4,1,8,4.0,10.367127496159751,63.5652841781874,25.0,0.0,0.0,133.8,9.0,False,41.66666666666667,79.16666666666666,8.333333333333332,16.666666666666664,41.66666666666667,33.33333333333333
2024,ThreatLevelMidnight,14,9.0,1580.42,1561.76,5.0,0.6428571428571429,112.88714285714286,3,3,1621.18,1873.24,252.06,18.0,24,86.54,11,10,-8.48914509783393,-84.89145097833931,0,0,2,1,9,11.0,11.874738165060744,183.53878648233484,36.36363636363637,1.0,0.0,639.38,6.0,False,83.33333333333334,79.16666666666666,16.666666666666664,8.333333333333332,33.33333333333333,58.333333333333336
2024,Uncle Rico,14,6.0,1486.24,1630.3,8.0,0.42857142857142855,106.16,9,7,1668.86,1842.16,173.3,12.38,25,90.59,3,12,-4.156569356307686,-49.87883227569223,0,0,2,1,7,2.0,21.994047619047613,43.98809523809523,50.0,0.0,0.0,227.62,2.0,False,33.33333333333333,45.83333333333333,83.33333333333334,58.333333333333336,50.0,91.66666666666666
2024,Voldemort,14,4.0,1507.64,1565.04,10.0,0.2857142857142857,107.68857142857144,7,11,1506.14,1740.2,234.06,16.72,27,86.55,10,12,1.742916972803594,20.915003673643128,3,1,1,0,3,4.0,-6.136904761904764,42.14285714285714,25.0,1.0,0.0,128.28,11.0,False,50.0,12.5,25.0,25.0,83.33333333333334,16.666666666666664
2024,malle_dips_pouches,14,8.0,1535.96,1458.0,6.0,0.5714285714285714,109.71142857142857,5,5,1488.98,1691.66,202.68,14.48,28,88.02,8,13,0.7450832281336317,9.686081965737213,1,0,1,0,5,6.0,17.675179211469537,106.0510752688172,0.0,0.0,0.0,289.02000000000004,5.0,False,66.66666666666666,62.5,41.66666666666667,33.33333333333333,66.66666666666666,66.66666666666666
2025,Buttermilk Puuump,14,4.0,1475.18,1558.4,10.0,0.2857142857142857,105.37,7,10,1574.8,1772.52,197.72,14.12,23,88.85,9,12,-4.112554267221255,-49.350651206655066,2,0,3,0,6,1.0,38.611111111111114,38.611111111111114,100.0,0.0,0.0,85.0,1.0,False,50.0,20.833333333333336,33.33333333333333,8.333333333333332,58.333333333333336,100.0
2025,Ginger FC,14,10.0,1558.36,1494.54,4.0,0.7142857142857143,111.31142857142856,6,2,1515.8,1637.4,121.6,8.69,19,92.57,1,12,1.678763572377309,20.145162868527713,2,0,2,1,2,2.0,7.320261437908499,31.11111111111111,50.0,0.0,0.0,94.02,8.0,True,58.333333333333336,91.66666666666666,100.0,100.0,91.66666666666666,41.66666666666667
2025,Joe Mantegna,14,6.0,1458.48,1485.6000000000001,8.0,0.42857142857142855,104.17714285714285,8,7,1510.76,1684.46,173.7,12.41,24,89.69,7,12,0.5109012021614318,6.1308144259371815,1,1,2,0,3,6.0,14.226038241383511,111.49068322981368,50.0,1.0,0.0,299.74,6.0,False,41.66666666666667,41.66666666666667,50.0,41.66666666666667,83.33333333333334,58.333333333333336
2025,Malle ❤️ 🐸,14,3.0,1327.72,1704.06,11.0,0.21428571428571427,94.83714285714287,11,12,1447.16,1620.28,173.12,12.37,24,89.32,8,12,-9.65715538444454,-115.88586461333448,1,0,5,0,10,6.0,12.002412075941484,89.68954248366012,33.33333333333333,0.0,0.0,350.52,7.0,False,16.666666666666664,8.333333333333332,41.66666666666667,50.0,25.0,50.0
2025,Patty Primetimes,14,12.0,1645.8,1324.84,2.0,0.8571428571428571,117.55714285714285,3,1,1356.06,1549.06,193.0,13.79,25,87.54,12,12,2.452841403181365,29.434096838176377,2,0,2,0,1,3.0,-3.999309868875088,3.478260869565218,0.0,0.0,0.0,45.7,12.0,False,83.33333333333334,100.0,8.333333333333332,16.666666666666664,100.0,8.333333333333332
2025,Pop Lockett Drop it,14,8.0,1602.72,1508.44,6.0,0.5714285714285714,114.48,5,5,1553.28,1711.04,157.76,11.27,19,90.78,6,12,-18.193512704259987,-218.32215245111985,1,0,6,2,12,9.0,18.43842045674953,186.81534932813705,44.44444444444444,1.0,0.0,622.24,4.0,False,66.66666666666666,66.66666666666666,58.333333333333336,58.333333333333336,8.333333333333332,75.0
2025,Post Mahomes,14,9.0,1675.54,1450.1799999999998,5.0,0.6428571428571429,119.68142857142857,1,3,1626.88,1760.34,133.46,9.53,19,92.42,2,12,-11.65349473022279,-139.84193676267347,0,0,5,1,11,7.0,17.05953395851094,129.06659765355417,28.57142857142857,0.0,0.0,343.21999999999997,5.0,False,100.0,79.16666666666666,91.66666666666666,91.66666666666666,16.666666666666664,66.66666666666666
2025,The Big Gronkowski,14,4.0,1386.04,1571.32,10.0,0.2857142857142857,99.00285714285714,10,10,1495.88,1637.92,142.04,10.15,22,91.33,5,13,-1.7392498380369998,-22.610247894481,3,0,2,0,5,5.0,-2.923395445134574,40.859213250517605,20.0,0.0,20.0,131.9,11.0,False,25.0,20.833333333333336,66.66666666666666,75.0,66.66666666666666,16.666666666666664
2025,ThreatLevelMidnight,14,9.0,1648.38,1504.62,5.0,0.6428571428571429,117.74142857142859,2,3,1638.46,1783.58,145.12,10.37,19,91.86,3,11,-1.2425664533056924,-13.668230986362616,2,1,1,1,4,8.0,25.507753826168145,204.06203060934516,50.0,1.0,0.0,427.66,3.0,False,91.66666666666666,79.16666666666666,83.33333333333334,66.66666666666666,75.0,83.33333333333334
2025,Uncle Rico,14,7.0,1612.9,1499.94,7.0,0.5,115.20714285714287,4,6,1567.98,1707.98,140.0,10.0,24,91.8,4,12,-9.285314524805294,-111.42377429766351,0,0,3,2,9,4.0,6.289428815004262,70.80988917306053,25.0,0.0,25.0,319.32,9.0,False,75.0,58.333333333333336,75.0,83.33333333333334,33.33333333333333,33.33333333333333
2025,Voldemort,14,6.0,1402.0,1497.1,8.0,0.42857142857142855,100.14285714285714,9,7,1378.66,1555.02,176.36,12.6,24,88.66,10,12,-7.187434348142283,-86.24921217770739,0,0,2,0,7,6.0,2.4264705882352966,50.94771241830067,0.0,0.0,0.0,217.82,10.0,False,33.33333333333333,41.66666666666667,25.0,33.33333333333333,50.0,25.0
2025,malle_dips_pouches,14,6.0,1285.84,1479.92,8.0,0.42857142857142855,91.84571428571428,12,7,1413.24,1597.2,183.96,13.14,24,88.48,11,12,-8.72072602460157,-104.64871229521884,1,0,3,1,8,2.0,31.413043478260867,62.826086956521735,100.0,0.0,0.0,98.8,2.0,False,8.333333333333332,41.66666666666667,16.666666666666664,25.0,41.66666666666667,91.66666666666666
