acquisition_id,year,canonical_team,player,player_position,acquisition_type,acquisition_datetime,drop_datetime,acquisition_week,candidate_weeks,roster_weeks,stint_points,primary_eligible,roster_match,roster_capture_rate
A01586,2023,Ginger FC,Browns,,Free Agent,2023-09-13 08:18:00,2023-09-20 03:01:00,2,2,0,0.0,False,False,0.0
A01587,2023,Joe Mantegna,Tutu Atwell,,Free Agent,2023-09-15 09:45:00,2023-09-20 03:01:00,2,2,1,11.7,False,True,0.5
A01588,2023,Post Mahomes,AJ Dillon,RB,Waiver,2023-09-16 02:26:00,2023-10-04 04:36:00,2,4,4,24.799999999999997,True,True,1.0
A01589,2023,malle_dips_pouches,Kadarius Toney,,Waiver,2023-09-16 02:26:00,2023-11-23 11:54:00,2,11,9,26.1,False,True,0.8181818181818182
A01590,2023,ThreatLevelMidnight,Sam LaPorta,TE,Free Agent,2023-09-16 08:59:00,,2,13,13,137.2,True,True,1.0
A01591,2023,Voldemort,Ezekiel Elliott,RB,Free Agent,2023-09-17 11:31:00,2023-09-24 07:53:00,2,2,1,1.3,True,True,0.5
A01592,2023,ThreatLevelMidnight,Chuba Hubbard,RB,Free Agent,2023-09-18 17:56:00,2023-09-20 03:01:00,2,2,1,7.5,True,True,0.5
A01593,2023,Joe Mantegna,Kyler Murray,QB,Free Agent,2023-09-02 10:45:00,,1,14,14,79.16,True,True,1.0
A01594,2023,Ginger FC,Commanders,,Waiver,2023-09-02 02:12:00,2023-09-13 03:04:00,1,2,0,0.0,False,False,0.0
A01595,2023,Uncle Rico,Gus Edwards,RB,Waiver,2023-09-02 02:12:00,,1,14,11,134.8,True,True,0.7857142857142857
A01596,2023,Voldemort,Matt Breida,,Free Agent,2023-09-20 11:17:00,2023-10-04 06:15:00,3,3,2,19.6,False,True,0.6666666666666666
A01597,2023,Voldemort,Brandon Aubrey,,Free Agent,2023-09-20 11:18:00,2023-10-18 05:38:00,3,5,4,37.0,False,True,0.8
A01598,2023,Post Mahomes,Jayden Reed,WR,Free Agent,2023-09-20 02:49:00,2023-10-09 16:36:00,3,3,2,16.8,True,True,0.6666666666666666
A01599,2023,Ginger FC,Jaguars,,Waiver,2023-09-20 03:01:00,2023-09-27 02:59:00,3,2,0,0.0,False,False,0.0
A01600,2023,Ginger FC,Josh Reynolds,,Waiver,2023-09-20 03:01:00,2023-09-27 02:59:00,3,2,1,0.0,False,True,0.5
A01601,2023,Joe Mantegna,Geno Smith,QB,Waiver,2023-09-20 03:01:00,2023-11-14 18:21:00,3,9,8,112.53999999999999,True,True,0.8888888888888888
A01602,2023,Pop Lockett Drop it,Seahawks,,Waiver,2023-09-20 03:01:00,2023-09-27 02:59:00,3,2,0,0.0,False,False,0.0
A01603,2023,ThreatLevelMidnight,Chiefs,,Waiver,2023-09-20 03:01:00,2023-10-07 08:50:00,3,3,0,0.0,False,False,0.0
A01604,2023,ThreatLevelMidnight,Jerome Ford,RB,Waiver,2023-09-20 03:01:00,,3,12,12,121.8,True,True,1.0
A01605,2023,Uncle Rico,Tank Dell,,Waiver,2023-09-20 03:01:00,,3,12,9,82.2,False,True,0.75
A01606,2023,Voldemort,Kareem Hunt,RB,Waiver,2023-09-20 03:01:00,2023-11-29 05:28:00,3,11,10,75.0,True,True,0.9090909090909091
A01607,2023,ThreatLevelMidnight,Zach Ertz,,Free Agent,2023-09-20 15:26:00,2023-09-25 10:59:00,3,1,0,0.0,False,False,0.0
A01608,2023,Pop Lockett Drop it,C.J. Stroud,QB,Free Agent,2023-09-21 15:09:00,,3,12,12,251.4,True,True,1.0
A01609,2023,Joe Mantegna,Bengals,,Free Agent,2023-09-21 06:36:00,2023-10-04 08:35:00,3,3,0,0.0,False,False,0.0
A01610,2023,Voldemort,Cam Akers,RB,Waiver,2023-09-24 02:21:00,2023-10-18 05:39:00,3,5,5,18.0,True,True,1.0
A01611,2023,Voldemort,Tutu Atwell,,Free Agent,2023-09-24 07:53:00,2023-10-11 02:50:00,3,4,3,28.0,False,True,0.75
A01612,2023,Patty Primetimes,Robert Woods,,Free Agent,2023-09-24 09:56:00,2023-10-18 02:45:00,3,5,4,20.6,False,True,0.8
A01613,2023,Uncle Rico,Elijah Mitchell,,Free Agent,2023-09-27 12:38:00,2023-10-25 08:06:00,4,5,4,-0.4,False,True,0.8
A01614,2023,Ginger FC,Saints,,Waiver,2023-09-27 02:59:00,2023-10-04 02:50:00,4,2,0,0.0,False,False,0.0
A01615,2023,Ginger FC,Joshua Palmer,WR,Waiver,2023-09-27 02:59:00,,4,11,11,36.9,True,True,1.0
A01616,2023,Joe Mantegna,Taysom Hill,TE,Waiver,2023-09-27 02:59:00,2023-10-04 02:50:00,4,2,1,2.72,True,True,0.5
A01617,2023,Patty Primetimes,Ezekiel Elliott,RB,Waiver,2023-09-27 02:59:00,2023-11-08 08:30:00,4,7,6,37.8,True,True,0.8571428571428571
A01618,2023,Pop Lockett Drop it,Steelers,,Waiver,2023-09-27 02:59:00,2023-10-04 02:50:00,4,2,0,0.0,False,False,0.0
A01619,2023,Uncle Rico,Jerick McKinnon,RB,Free Agent,2023-09-27 15:52:00,2023-10-04 06:33:00,4,2,1,0.7,True,True,0.5
A01620,2023,Post Mahomes,Elijah Moore,WR,Free Agent,2023-09-27 07:19:00,2023-10-04 04:42:00,4,2,1,1.0,True,True,0.5
A01621,2023,Buttermilk Puuump,Browns,,Free Agent,2023-09-27 07:38:00,2023-10-08 09:07:00,4,2,0,0.0,False,False,0.0
A01622,2023,Post Mahomes,Van Jefferson,,Free Agent,2023-09-05 16:39:00,2023-09-06 16:00:00,1,1,0,0.0,False,False,0.0
A01623,2023,ThreatLevelMidnight,Saints,,Free Agent,2023-09-05 08:59:00,2023-09-20 03:01:00,1,3,0,0.0,False,False,0.0
A01624,2023,ThreatLevelMidnight,Chuba Hubbard,RB,Free Agent,2023-09-06 22:17:00,2023-09-09 21:24:00,1,1,0,0.0,True,False,0.0
A01625,2023,Post Mahomes,Kareem Hunt,RB,Free Agent,2023-09-06 16:00:00,2023-09-13 03:04:00,1,2,1,0.0,True,True,0.5
A01626,2023,Buttermilk Puuump,Cole Kmet,TE,Free Agent,2023-09-07 16:06:00,,1,14,14,115.5,True,True,1.0
A01627,2023,Ginger FC,Van Jefferson,,Waiver,2023-09-09 02:38:00,2023-09-10 14:33:00,1,1,0,0.0,False,False,0.0
A01628,2023,ThreatLevelMidnight,Isaiah Likely,TE,Free Agent,2023-09-09 21:24:00,2023-09-13 08:15:00,1,2,1,0.9,True,True,0.5
A01629,2024,Pop Lockett Drop it,Taysom Hill,,Waiver,2024-08-29 02:09:00,2024-09-29 09:50:00,1,4,1,4.1,False,True,0.25
A01630,2024,ThreatLevelMidnight,Bengals,,Free Agent,2024-08-29 05:59:00,2024-09-11 02:10:00,1,2,0,0.0,False,False,0.0
A01631,2024,ThreatLevelMidnight,Kendre Miller,,Free Agent,2024-08-30 07:48:00,,1,14,0,0.0,False,False,0.0
A01632,2024,Buttermilk Puuump,Colts,,Free Agent,2024-12-01 11:47:00,2024-12-05 17:53:00,13,2,0,0.0,False,False,0.0
A01655,2024,Pop Lockett Drop it,Will Levis,QB,Free Agent,2024-12-04 10:47:00,,14,1,0,0.0,True,False,0.0
A01656,2024,Pop Lockett Drop it,Younghoe Koo,,Free Agent,2024-12-04 12:27:00,,14,1,0,0.0,False,False,0.0
A01657,2024,Uncle Rico,Noah Gray,TE,Free Agent,2024-12-04 12:29:00,,14,1,0,0.0,True,False,0.0
A01658,2024,Patty Primetimes,Isaac Guerendo,RB,Waiver,2024-12-04 02:39:00,,14,1,0,0.0,True,False,0.0
A01659,2024,Pop Lockett Drop it,Saints,,Waiver,2024-12-04 02:39:00,,14,1,0,0.0,False,False,0.0
A01660,2024,Pop Lockett Drop it,Evan McPherson,,Waiver,2024-12-04 02:39:00,2024-12-04 12:27:00,14,1,0,0.0,False,False,0.0
A01661,2024,Pop Lockett Drop it,Jordan Mason,RB,Waiver,2024-12-04 02:39:00,2024-12-04 10:47:00,14,1,0,0.0,True,False,0.0
A01662,2024,ThreatLevelMidnight,Eagles,,Waiver,2024-12-04 02:39:00,2024-12-18 08:36:00,14,1,0,0.0,False,False,0.0
A01663,2024,ThreatLevelMidnight,Adam Thielen,,Waiver,2024-12-04 02:39:00,,14,1,0,0.0,False,False,0.0
A01664,2024,Post Mahomes,Russell Wilson,QB,Free Agent,2024-12-04 03:48:00,2024-12-10 10:39:00,14,1,1,20.02,True,True,1.0
A01665,2024,Post Mahomes,Tyler Bass,,Free Agent,2024-12-04 03:49:00,2024-12-11 09:15:00,14,1,1,6.0,False,True,1.0
A01666,2024,Malle ❤️ 🐸,Matthew Wright,,Free Agent,2024-12-05 16:14:00,2024-12-27 15:13:00,14,1,0,0.0,False,False,0.0
A01667,2024,Buttermilk Puuump,Titans,,Free Agent,2024-12-05 17:53:00,,14,1,0,0.0,False,False,0.0
A01668,2024,Uncle Rico,Xavier Legette,WR,Free Agent,2024-12-05 18:35:00,,14,1,0,0.0,True,False,0.0
A01669,2024,Post Mahomes,Ka'imi Fairbairn,,Waiver,2024-12-07 02:27:00,,14,1,1,0.0,False,True,1.0
A01670,2024,malle_dips_pouches,Isaiah Davis,RB,Free Agent,2024-12-08 11:47:00,,14,1,0,0.0,True,False,0.0
A01671,2024,malle_dips_pouches,Tyler Allgeier,RB,Free Agent,2024-12-08 11:49:00,,14,1,0,0.0,True,False,0.0
A01672,2024,Malle ❤️ 🐸,Tank Bigsby,RB,Free Agent,2024-12-08 08:57:00,,14,1,0,0.0,True,False,0.0
A01673,2024,malle_dips_pouches,Sam Darnold,QB,Free Agent,2024-11-10 10:20:00,,10,5,1,23.6,True,True,0.2
A01674,2024,Joe Mantegna,Jonnu Smith,,Free Agent,2024-11-10 07:16:00,2024-11-15 07:08:00,10,2,1,6.0,False,True,0.5
A01675,2024,Pop Lockett Drop it,Dolphins,,Free Agent,2024-11-13 10:58:00,2024-11-20 02:32:00,11,2,0,0.0,False,False,0.0
A01676,2024,Pop Lockett Drop it,Dalton Schultz,TE,Free Agent,2024-11-13 10:59:00,2024-11-20 02:32:00,11,2,1,5.8,True,True,0.5
A01677,2024,ThreatLevelMidnight,Texans,,Waiver,2024-11-13 02:25:00,2024-12-04 02:39:00,11,4,0,0.0,False,False,0.0
A01678,2024,ThreatLevelMidnight,Justin Herbert,QB,Waiver,2024-11-13 02:25:00,2024-12-02 14:40:00,11,3,1,28.38,True,True,0.3333333333333333
A01679,2024,ThreatLevelMidnight,Audric Estime,RB,Waiver,2024-11-13 02:25:00,2024-11-20 02:32:00,11,2,1,4.0,True,True,0.5
A01680,2024,Post Mahomes,Packers,,Free Agent,2024-11-13 02:29:00,2024-11-19 09:55:00,11,2,0,0.0,False,False,0.0
A01681,2024,Uncle Rico,Browns,,Free Agent,2024-11-14 18:29:00,,11,4,0,0.0,False,False,0.0
A01682,2024,Joe Mantegna,Rams,,Free Agent,2024-11-14 06:50:00,,11,4,0,0.0,False,False,0.0
A01683,2024,Joe Mantegna,Jerome Ford,RB,Free Agent,2024-11-15 11:43:00,,11,4,1,3.2,True,True,0.25
A01684,2024,Voldemort,Dawson Knox,TE,Free Agent,2024-11-16 14:20:00,2024-11-20 06:59:00,11,2,1,6.0,True,True,0.5
A01685,2024,The Big Gronkowski,Broncos,,Free Agent,2024-11-17 10:15:00,,11,4,0,0.0,False,False,0.0
A01686,2024,The Big Gronkowski,Braelon Allen,RB,Free Agent,2024-11-17 10:17:00,2024-11-24 08:29:00,11,2,0,0.0,True,False,0.0
A01687,2024,malle_dips_pouches,Cameron Dicker,,Free Agent,2024-11-17 11:28:00,,11,4,1,12.0,False,True,0.25
A01688,2024,ThreatLevelMidnight,Cam Akers,RB,Free Agent,2024-11-17 09:05:00,2024-12-22 18:20:00,11,4,2,12.8,True,True,0.5
A01689,2024,Patty Primetimes,Chase McLaughlin,,Free Agent,2024-11-20 22:55:00,,12,3,1,16.0,False,True,0.3333333333333333
A01690,2024,Post Mahomes,Taysom Hill,,Free Agent,2024-11-20 02:29:00,2024-12-03 07:24:00,12,3,2,7.2,False,True,0.6666666666666666
A01691,2024,Post Mahomes,Hollywood Brown,,Free Agent,2024-11-20 02:29:00,,12,3,3,0.0,False,True,1.0
A01692,2024,Ginger FC,DeMario Douglas,WR,Waiver,2024-11-20 02:32:00,,12,3,3,12.8,True,True,1.0
A01693,2024,Pop Lockett Drop it,Commanders,,Waiver,2024-11-20 02:32:00,2024-11-27 15:13:00,12,2,0,0.0,False,False,0.0
A01694,2024,Pop Lockett Drop it,Jonnu Smith,,Waiver,2024-11-20 02:32:00,,12,3,1,19.2,False,True,0.3333333333333333
A01695,2024,ThreatLevelMidnight,Jaylen Warren,RB,Waiver,2024-11-20 02:32:00,2024-12-21 09:02:00,12,3,1,8.4,True,True,0.3333333333333333
A01696,2024,Voldemort,Will Dissly,TE,Free Agent,2024-11-20 06:59:00,,12,3,0,0.0,True,False,0.0
A01697,2024,Voldemort,Buccaneers,,Free Agent,2024-11-20 07:00:00,,12,3,0,0.0,False,False,0.0
A01698,2024,Voldemort,Bo Nix,QB,Free Agent,2024-11-20 07:00:00,,12,3,0,0.0,True,False,0.0
A01699,2024,Pop Lockett Drop it,Roschon Johnson,RB,Free Agent,2024-11-21 11:26:00,2024-12-04 02:39:00,12,3,1,7.7,True,True,0.3333333333333333
A01700,2024,Buttermilk Puuump,Eagles,,Free Agent,2024-11-21 12:23:00,2024-12-01 11:47:00,12,2,0,0.0,False,False,0.0
A01701,2024,Buttermilk Puuump,Jake Bates,,Free Agent,2024-11-21 12:24:00,,12,3,1,8.0,False,True,0.3333333333333333
A01702,2024,Uncle Rico,Jason Myers,,Free Agent,2024-11-21 21:13:00,,12,3,0,0.0,False,False,0.0
A01703,2024,Joe Mantegna,Dalton Schultz,TE,Waiver,2024-11-23 02:11:00,,12,3,1,3.0,True,True,0.3333333333333333
A01704,2024,malle_dips_pouches,Sam LaPorta,TE,Free Agent,2024-11-24 10:49:00,,12,3,1,14.1,True,True,0.3333333333333333
A01705,2024,The Big Gronkowski,Ameer Abdullah,RB,Free Agent,2024-11-24 08:29:00,2024-12-11 02:31:00,12,3,1,6.3,True,True,0.3333333333333333
A01706,2024,Patty Primetimes,Packers,,Free Agent,2024-11-27 10:26:00,,13,2,0,0.0,False,False,0.0
A01707,2024,Post Mahomes,Jason Sanders,,Free Agent,2024-11-27 10:30:00,2024-12-04 03:49:00,13,2,1,3.0,False,True,0.5
A01708,2024,Post Mahomes,Braelon Allen,RB,Free Agent,2024-11-27 10:31:00,2024-12-07 02:27:00,13,2,1,3.7,True,True,0.5
A01709,2024,ThreatLevelMidnight,Gus Edwards,,Waiver,2024-11-27 02:14:00,2024-12-18 02:25:00,13,2,1,3.8,False,True,0.5
A01710,2024,Pop Lockett Drop it,Cowboys,,Free Agent,2024-11-27 15:13:00,2024-12-04 02:39:00,13,2,0,0.0,False,False,0.0
A01711,2024,malle_dips_pouches,Titans,,Free Agent,2024-11-03 11:20:00,2024-11-10 10:20:00,9,2,0,0.0,False,False,0.0
A01712,2024,ThreatLevelMidnight,Ricky Pearsall,WR,Free Agent,2024-11-03 09:29:00,2024-11-26 06:18:00,9,5,2,15.3,True,True,0.4
A01713,2024,ThreatLevelMidnight,Jalen Coker,,Free Agent,2024-11-03 09:31:00,,9,6,0,0.0,False,False,0.0
A01714,2024,ThreatLevelMidnight,Xavier Legette,WR,Free Agent,2024-11-03 09:32:00,2024-11-13 02:25:00,9,3,1,5.5,True,True,0.3333333333333333
A01715,2024,Joe Mantegna,Giants,,Free Agent,2024-11-06 12:30:00,2024-11-14 06:50:00,10,2,0,0.0,False,False,0.0
A01716,2024,Ginger FC,Quentin Johnston,WR,Waiver,2024-11-06 02:24:00,,10,5,4,27.3,True,True,0.8
A01717,2024,ThreatLevelMidnight,Khalil Herbert,,Waiver,2024-11-06 02:24:00,2024-11-07 10:44:00,10,1,0,0.0,False,False,0.0
A01718,2024,The Big Gronkowski,Bills,,Free Agent,2024-11-06 19:32:00,,10,5,0,0.0,False,False,0.0
A01719,2024,The Big Gronkowski,Tyler Allgeier,RB,Free Agent,2024-11-06 19:35:00,2024-11-17 10:17:00,10,2,1,5.9,True,True,0.5
A01720,2024,ThreatLevelMidnight,Braelon Allen,RB,Free Agent,2024-11-07 10:44:00,2024-11-13 02:25:00,10,2,1,3.9,True,True,0.5
A01721,2024,ThreatLevelMidnight,Falcons,,Free Agent,2024-11-07 10:45:00,2024-11-13 02:25:00,10,2,0,0.0,False,False,0.0
A01722,2024,ThreatLevelMidnight,Jake Moody,,Free Agent,2024-11-07 10:46:00,2024-12-25 08:39:00,10,5,3,21.0,False,True,0.6
A01723,2024,Post Mahomes,Jason Sanders,,Free Agent,2024-11-07 11:03:00,2024-11-20 02:29:00,10,3,1,11.0,False,True,0.3333333333333333
A01724,2024,Voldemort,Cairo Santos,,Free Agent,2024-11-07 12:01:00,,10,5,2,12.0,False,True,0.4
A01725,2024,Buttermilk Puuump,Mike Gesicki,TE,Free Agent,2024-11-07 18:01:00,,10,5,2,0.0,True,True,0.4
A01726,2024,Uncle Rico,Cardinals,,Free Agent,2024-11-07 18:30:00,2024-11-14 18:29:00,10,2,0,0.0,False,False,0.0
A01727,2024,Malle ❤️ 🐸,Chargers,,Free Agent,2024-10-10 12:08:00,,6,9,0,0.0,False,False,0.0
A01728,2024,Uncle Rico,Geno Smith,QB,Free Agent,2024-10-10 18:29:00,,6,9,1,31.12,True,True,0.1111111111111111
A01729,2024,Joe Mantegna,Wan'Dale Robinson,WR,Free Agent,2024-10-13 07:15:00,2024-11-23 02:11:00,6,7,2,15.1,True,True,0.2857142857142857
A01730,2024,malle_dips_pouches,Jake Bates,,Free Agent,2024-10-13 09:53:00,2024-10-16 02:17:00,6,2,0,0.0,False,False,0.0
A01731,2024,Patty Primetimes,Bengals,,Free Agent,2024-10-16 10:26:00,2024-10-23 02:19:00,7,2,0,0.0,False,False,0.0
A01732,2024,Ginger FC,Saints,,Waiver,2024-10-16 02:17:00,2024-10-23 02:19:00,7,2,0,0.0,False,False,0.0
A01733,2024,malle_dips_pouches,Sam Darnold,QB,Waiver,2024-10-16 02:17:00,2024-11-03 11:20:00,7,3,0,0.0,True,False,0.0
A01734,2024,Voldemort,Isaac Guerendo,RB,Free Agent,2024-10-16 05:22:00,2024-10-19 09:13:00,7,1,0,0.0,True,False,0.0
A01735,2024,Voldemort,Will Reichard,,Free Agent,2024-10-16 05:24:00,2024-11-07 12:01:00,7,4,1,8.0,False,True,0.25
A01736,2024,Post Mahomes,Tyler Allgeier,RB,Free Agent,2024-10-16 06:25:00,2024-10-27 18:03:00,7,2,1,5.0,True,True,0.5
A01737,2024,Voldemort,DeMario Douglas,WR,Free Agent,2024-10-16 19:27:00,2024-10-24 10:50:00,7,2,0,0.0,True,False,0.0
A01738,2024,ThreatLevelMidnight,DeAndre Hopkins,WR,Free Agent,2024-10-16 19:37:00,2024-10-21 21:24:00,7,1,0,0.0,True,False,0.0
A01739,2024,Joe Mantegna,Justin Herbert,QB,Free Agent,2024-10-16 09:48:00,2024-10-27 08:30:00,7,2,0,0.0,True,False,0.0
A01740,2024,The Big Gronkowski,Cameron Dicker,,Free Agent,2024-10-17 10:08:00,2024-11-06 19:35:00,7,4,2,24.0,False,True,0.5
A01741,2024,The Big Gronkowski,Rams,,Free Agent,2024-10-17 10:13:00,2024-10-24 16:18:00,7,2,0,0.0,False,False,0.0
A01742,2024,The Big Gronkowski,Christian Watson,WR,Free Agent,2024-10-17 10:17:00,,7,8,4,15.9,True,True,0.5
A01743,2024,Malle ❤️ 🐸,Ray-Ray McCloud III,WR,Free Agent,2024-10-17 10:48:00,,7,8,5,18.7,True,True,0.625
A01744,2024,Uncle Rico,Jaguars,,Free Agent,2024-10-17 17:36:00,2024-11-07 18:30:00,7,4,0,0.0,False,False,0.0
A01745,2024,Post Mahomes,Tyler Goodson,,Free Agent,2024-10-18 12:46:00,2024-10-22 15:40:00,7,2,1,11.1,False,True,0.5
A01746,2024,Voldemort,Xavier Legette,WR,Free Agent,2024-10-19 09:13:00,2024-10-24 02:13:00,7,2,0,0.0,True,False,0.0
A01747,2024,Post Mahomes,Justice Hill,,Free Agent,2024-10-02 11:44:00,2024-10-09 06:33:00,5,2,0,0.0,False,False,0.0
A01748,2024,Ginger FC,Cade Otton,TE,Waiver,2024-10-02 02:17:00,,5,10,7,48.099999999999994,True,True,0.7
A01749,2024,Ginger FC,Chris Boswell,,Waiver,2024-10-02 02:17:00,,5,10,7,82.0,False,True,0.7
A01750,2024,Pop Lockett Drop it,Justin Fields,,Waiver,2024-10-02 02:17:00,2024-11-13 10:59:00,5,7,4,19.94,False,True,0.5714285714285714
A01751,2024,Pop Lockett Drop it,Seahawks,,Waiver,2024-10-02 02:17:00,2024-10-09 02:16:00,5,2,0,0.0,False,False,0.0
A01752,2024,ThreatLevelMidnight,Tucker Kraft,TE,Waiver,2024-10-02 02:17:00,,5,10,4,13.3,True,True,0.4
A01753,2024,Voldemort,Dontayvion Wicks,WR,Free Agent,2024-10-02 04:58:00,2024-10-16 05:22:00,5,3,0,0.0,True,False,0.0
A01754,2024,Voldemort,Trey Sermon,,Free Agent,2024-10-02 04:58:00,2024-10-16 19:27:00,5,3,0,0.0,False,False,0.0
A01755,2024,ThreatLevelMidnight,Broncos,,Free Agent,2024-10-02 07:14:00,2024-11-03 09:31:00,5,5,0,0.0,False,False,0.0
A01756,2024,ThreatLevelMidnight,Chase McLaughlin,,Free Agent,2024-10-02 07:15:00,2024-11-07 10:46:00,5,6,1,9.0,False,True,0.16666666666666666
A01757,2024,Ginger FC,Dontayvion Wicks,WR,Waiver,2024-10-23 02:19:00,2024-11-06 02:24:00,8,3,1,0.0,True,True,0.3333333333333333
A01758,2024,Ginger FC,Lions,,Waiver,2024-10-23 02:19:00,,8,7,0,0.0,False,False,0.0
A01759,2024,Patty Primetimes,Jameis Winston,QB,Waiver,2024-10-23 02:19:00,,8,7,2,74.58,True,True,0.2857142857142857
A01760,2024,ThreatLevelMidnight,Ricky Pearsall,WR,Waiver,2024-10-23 02:19:00,2024-10-30 02:19:00,8,2,0,0.0,True,False,0.0
A01761,2024,ThreatLevelMidnight,Jalen McMillan,WR,Waiver,2024-10-23 02:19:00,2024-11-06 02:24:00,8,3,0,0.0,True,False,0.0
A01762,2024,Post Mahomes,Jaylen Warren,RB,Free Agent,2024-10-23 02:55:00,2024-11-13 02:29:00,8,4,2,6.9,True,True,0.5
A01763,2024,Voldemort,DeAndre Hopkins,WR,Waiver,2024-10-24 02:13:00,,8,7,3,15.9,True,True,0.42857142857142855
A01764,2024,The Big Gronkowski,Ravens,,Free Agent,2024-10-24 16:18:00,2024-11-17 10:15:00,8,4,0,0.0,False,False,0.0
A01765,2024,Voldemort,Sterling Shepard,,Free Agent,2024-10-25 14:12:00,2024-11-07 12:01:00,8,3,1,3.3,False,True,0.3333333333333333
A01766,2024,Post Mahomes,Jalen Tolbert,,Free Agent,2024-10-27 18:03:00,2024-10-29 11:30:00,8,2,1,5.9,False,True,0.5
A01767,2024,Joe Mantegna,Tua Tagovailoa,QB,Free Agent,2024-10-27 08:30:00,,8,7,2,47.66,True,True,0.2857142857142857
A01768,2024,Joe Mantegna,Texans,,Free Agent,2024-10-27 08:33:00,2024-10-30 21:32:00,8,2,0,0.0,False,False,0.0
A01769,2024,malle_dips_pouches,Antonio Gibson,RB,Free Agent,2024-10-03 22:38:00,,5,10,2,13.799999999999999,True,True,0.2
A01770,2024,Buttermilk Puuump,Saints,,Waiver,2024-10-30 02:19:00,2024-11-21 12:23:00,9,4,0,0.0,False,False,0.0
A01771,2024,Ginger FC,Blake Grupe,,Waiver,2024-10-30 02:19:00,2024-11-19 09:13:00,9,4,2,17.0,False,True,0.5
A01772,2024,Post Mahomes,Cedric Tillman,WR,Waiver,2024-10-30 02:19:00,2024-11-27 10:31:00,9,5,3,24.5,True,True,0.6
A01773,2024,ThreatLevelMidnight,Keon Coleman,WR,Waiver,2024-10-30 02:19:00,2024-12-21 09:07:00,9,6,3,0.0,True,True,0.5
A01774,2024,ThreatLevelMidnight,Commanders,,Free Agent,2024-10-30 07:07:00,2024-11-07 10:45:00,9,2,0,0.0,False,False,0.0
A01775,2024,Joe Mantegna,Bengals,,Free Agent,2024-10-30 21:32:00,2024-11-06 12:30:00,9,2,0,0.0,False,False,0.0
A01776,2024,Pop Lockett Drop it,Elijah Moore,,Free Agent,2024-10-31 11:45:00,2024-11-21 11:26:00,9,4,2,15.6,False,True,0.5
A01777,2024,Malle ❤️ 🐸,Cam Akers,RB,Free Agent,2024-10-06 09:17:00,2024-10-10 12:08:00,5,2,1,11.7,True,True,0.5
A01778,2024,Joe Mantegna,Jake Elliott,,Free Agent,2024-10-09 10:58:00,,6,9,3,33.0,False,True,0.3333333333333333
A01779,2024,Ginger FC,Roschon Johnson,RB,Waiver,2024-10-09 02:16:00,2024-10-30 02:19:00,6,4,1,4.3,True,True,0.25
A01780,2024,Patty Primetimes,Tyrone Tracy Jr.,RB,Waiver,2024-10-09 02:16:00,,6,9,2,13.5,True,True,0.2222222222222222
A01781,2024,Pop Lockett Drop it,Eagles,,Waiver,2024-10-09 02:16:00,2024-11-13 10:58:00,6,6,0,0.0,False,False,0.0
A01782,2024,Post Mahomes,Texans,,Free Agent,2024-10-09 06:33:00,2024-10-18 12:46:00,6,2,0,0.0,False,False,0.0
A01783,2024,Post Mahomes,Austin Seibert,,Free Agent,2024-10-09 06:33:00,2024-11-27 10:30:00,6,8,5,48.0,False,True,0.625
A01784,2024,Post Mahomes,JuJu Smith-Schuster,,Free Agent,2024-10-09 08:55:00,2024-11-07 11:03:00,6,5,3,0.0,False,True,0.6
A01785,2024,ThreatLevelMidnight,Keaton Mitchell,,Free Agent,2024-09-01 21:38:00,2024-10-21 22:49:00,1,7,3,0.0,False,True,0.42857142857142855
A01786,2024,Ginger FC,Alexander Mattison,RB,Waiver,2024-09-11 02:10:00,,2,13,10,60.1,True,True,0.7692307692307693
A01787,2024,Joe Mantegna,Bucky Irving,RB,Waiver,2024-09-11 02:10:00,,2,13,5,74.5,True,True,0.38461538461538464
A01788,2024,The Big Gronkowski,Isaiah Likely,TE,Waiver,2024-09-11 02:10:00,,2,13,5,18.6,True,True,0.38461538461538464
A01789,2024,ThreatLevelMidnight,Baker Mayfield,QB,Waiver,2024-09-11 02:10:00,,2,13,6,116.72,True,True,0.46153846153846156
A01790,2024,ThreatLevelMidnight,Chargers,,Waiver,2024-09-11 02:10:00,2024-09-18 06:15:00,2,2,0,0.0,False,False,0.0
A01791,2024,Voldemort,Allen Lazard,,Waiver,2024-09-11 02:10:00,2024-09-16 18:53:00,2,1,0,0.0,False,False,0.0
A01792,2024,Voldemort,Alec Pierce,,Free Agent,2024-09-11 18:42:00,2024-10-02 04:58:00,2,4,1,1.4,False,True,0.25
A01793,2024,Buttermilk Puuump,Colby Parkinson,TE,Free Agent,2024-09-12 17:03:00,2024-10-01 07:58:00,2,4,0,0.0,True,False,0.0
A01794,2024,ThreatLevelMidnight,Packers,,Free Agent,2024-09-12 08:30:00,2024-09-22 10:58:00,2,2,0,0.0,False,False,0.0
A01795,2024,Joe Mantegna,Demarcus Robinson,,Free Agent,2024-09-14 20:15:00,,2,13,5,26.3,False,True,0.38461538461538464
A01796,2024,Joe Mantegna,Jordan Akins,TE,Free Agent,2024-09-15 11:33:00,2024-09-18 06:15:00,2,2,0,0.0,True,False,0.0
A01797,2024,Joe Mantegna,Colts,,Free Agent,2024-09-15 08:29:00,2024-10-27 08:33:00,2,7,0,0.0,False,False,0.0
