year,week,fantasy_team,opponent,actual_score,yahoo_team_score,optimal_score,points_left_on_bench,lineup_efficiency_pct,avoidable_start_count,missed_start_count,should_have_benched,should_have_started,opponent_score,canonical_team,canonical_opponent,actual_win,actual_loss,actual_tie,optimal_win,optimal_loss,optimal_tie,manager_caused_loss,manager_caused_nonwin,actual_margin,optimal_margin,loss_margin,optimization_gain,would_have_won_by,bench_points_exceeded_loss_margin
2024,7,Joe Mantegna,Uncle Rico,86.86,86.86,107.98,21.12,80.44,2,2,Patrick Mahomes (QB) | Tank Dell (FLEX),Geno Smith (QB) | Romeo Doubs (WR),102.56,Joe Mantegna,Uncle Rico,0,1,0,1,0,0,1,1,-15.700000000000003,5.420000000000002,15.700000000000003,21.120000000000005,5.420000000000002,1
2022,8,Uncle Rico,Ginger FC,122.64,122.64,143.64,21.0,85.38,2,2,Eno Benjamin (RB) | Christian Kirk (WR),Jakobi Meyers (WR) | Kyle Pitts Sr. (TE),142.54,Uncle Rico,Ginger FC,0,1,0,1,0,0,1,1,-19.89999999999999,1.0999999999999943,19.89999999999999,20.999999999999986,1.0999999999999943,1
2023,13,The Big Gronkowski,Voldemort,114.08,114.08,135.06,20.98,84.47,1,1,Justin Herbert (QB),Matthew Stafford (QB),132.88,The Big Gronkowski,Voldemort,0,1,0,1,0,0,1,1,-18.799999999999997,2.180000000000007,18.799999999999997,20.980000000000004,2.180000000000007,1
2023,4,Patty Primetimes,ThreatLevelMidnight,98.18,98.18,119.1,20.92,82.43,2,2,Tua Tagovailoa (QB) | Michael Pittman Jr. (WR),Anthony Richardson Sr. (QB) | DeAndre Hopkins (WR),100.56,Patty Primetimes,ThreatLevelMidnight,0,1,0,1,0,0,1,1,-2.3799999999999955,18.539999999999992,2.3799999999999955,20.919999999999987,18.539999999999992,1
2020,4,Malle ❤️ 🐸,Joe Mantegna,126.66,126.66,147.46,20.8,85.89,1,1,Calvin Ridley (WR),Latavius Murray (RB),140.78,Malle ❤️ 🐸,Joe Mantegna,0,1,0,1,0,0,1,1,-14.120000000000005,6.680000000000007,14.120000000000005,20.80000000000001,6.680000000000007,1
2022,12,Post Mahomes,Joe Mantegna,92.06,92.06,112.86,20.8,81.57,1,1,Dameon Pierce (RB),Garrett Wilson (WR),108.76,Post Mahomes,Joe Mantegna,0,1,0,1,0,0,1,1,-16.700000000000003,4.099999999999994,16.700000000000003,20.799999999999997,4.099999999999994,1
2025,1,Ginger FC,Buttermilk Puuump,93.7,93.7,114.32,20.62,81.96,2,2,Jared Goff (QB) | George Pickens (WR),Deebo Samuel Sr. (WR) | Jordan Love (QB),102.82,Ginger FC,Buttermilk Puuump,0,1,0,1,0,0,1,1,-9.11999999999999,11.5,9.11999999999999,20.61999999999999,11.5,1
2021,3,Post Mahomes,Big Sack Jack,85.74,85.74,106.14,20.4,80.78,3,3,Jonathan Taylor (RB) | CeeDee Lamb (WR) | Rondale Moore (WR),Zack Moss (RB) | Brandon Aiyuk (WR) | Kenny Golladay (WR),101.4,Post Mahomes,Big Sack Jack,0,1,0,1,0,0,1,1,-15.66000000000001,4.739999999999995,15.66000000000001,20.400000000000006,4.739999999999995,1
2019,11,Malle ❤️ 🐸,malle_dips_pouches,74.56,74.56,94.86,20.3,78.6,2,2,T.J. Hockenson (TE) | Allen Robinson (WR),Calvin Ridley (WR) | Tyler Eifert (TE),89.82,Malle ❤️ 🐸,malle_dips_pouches,0,1,0,1,0,0,1,1,-15.259999999999991,5.040000000000006,15.259999999999991,20.299999999999997,5.040000000000006,1
2018,4,Dillon Panthers,The Big Gronkowski,93.18,93.18,113.38,20.2,82.18,2,2,Alex Collins (RB) | Emmanuel Sanders (WR),Kerryon Johnson (RB) | Tarik Cohen (RB),98.5,Dillon Panthers,The Big Gronkowski,0,1,0,1,0,0,1,1,-5.319999999999993,14.879999999999995,5.319999999999993,20.19999999999999,14.879999999999995,1
2022,10,Patty Primetimes,The Big Gronkowski,88.04,88.04,108.06,20.02,81.47,2,2,Jared Goff (QB) | Chris Olave (WR),Kadarius Toney (WR) | Aaron Rodgers (QB),98.18,Patty Primetimes,The Big Gronkowski,0,1,0,1,0,0,1,1,-10.14,9.879999999999995,10.14,20.019999999999996,9.879999999999995,1
2020,8,Big Sack Jack,The Big Gronkowski,113.74,113.74,133.74,20.0,85.05,2,2,Dallas Goedert (TE) | CeeDee Lamb (WR),Evan Engram (TE) | Mecole Hardman Jr. (WR),133.3,Big Sack Jack,The Big Gronkowski,0,1,0,1,0,0,1,1,-19.560000000000016,0.4399999999999977,19.560000000000016,20.000000000000014,0.4399999999999977,1
2022,10,Joe Mantegna,ThreatLevelMidnight,103.74,103.74,123.64,19.9,83.9,2,2,Justin Herbert (QB) | Chase Claypool (WR),M. Valdes-Scantling (WR) | Marcus Mariota (QB),108.0,Joe Mantegna,ThreatLevelMidnight,0,1,0,1,0,0,1,1,-4.260000000000005,15.64,4.260000000000005,19.900000000000006,15.64,1
2017,9,Little Red Fournette,Voldemort,83.92,83.92,103.82,19.9,80.83,3,3,Aaron Jones Sr. (RB) | DeMarco Murray (RB) | Mike Evans (WR),Kenyan Drake (RB) | Bilal Powell (RB) | Devin Funchess (WR),98.54,Post Mahomes,Voldemort,0,1,0,1,0,0,1,1,-14.620000000000005,5.279999999999987,14.620000000000005,19.89999999999999,5.279999999999987,1
2017,3,Ginger FC,PickUpYourBratsMalle,66.76,66.76,86.6,19.84,77.09,3,3,Broncos - DEF (DEF) | Trevor Siemian (QB) | Jacquizz Rodgers (FLEX),Jimmy Graham (TE) | Marcus Mariota (QB) | Rams - DEF (DEF),76.72,Ginger FC,ThreatLevelMidnight,0,1,0,1,0,0,1,1,-9.959999999999994,9.879999999999995,9.959999999999994,19.83999999999999,9.879999999999995,1
2022,13,Patty Primetimes,ThreatLevelMidnight,87.44,87.44,107.1,19.66,81.64,2,2,Deshaun Watson (QB) | Derrick Henry (RB),Jared Goff (QB) | Tyler Allgeier (RB),88.2,Patty Primetimes,ThreatLevelMidnight,0,1,0,1,0,0,1,1,-0.7600000000000051,18.89999999999999,0.7600000000000051,19.659999999999997,18.89999999999999,1
2019,4,malle_dips_pouches,ThreatLevelMidnight,93.68,93.68,113.18,19.5,82.77,4,4,Joe Mixon (RB) | Delanie Walker (TE) | Brandin Cooks (WR) | Julian Edelman (WR),Emmanuel Sanders (WR) | Jack Doyle (TE) | Sterling Shepard (WR) | Tarik Cohen (RB),104.1,malle_dips_pouches,ThreatLevelMidnight,0,1,0,1,0,0,1,1,-10.419999999999987,9.080000000000013,10.419999999999987,19.5,9.080000000000013,1
2018,11,Ginger FC,Joe Mantegna,104.94,104.94,124.4,19.46,84.36,2,2,Carson Wentz (QB) | Tyrell Williams (WR),Devin Funchess (WR) | Russell Wilson (QB),119.92,Ginger FC,Joe Mantegna,0,1,0,1,0,0,1,1,-14.980000000000004,4.480000000000004,14.980000000000004,19.460000000000008,4.480000000000004,1
2022,14,Malle ❤️ 🐸,Big Sack Jack,94.98,94.98,114.32,19.34,83.08,2,2,Jalen Hurts (QB) | Jamaal Williams (RB),Trevor Lawrence (QB) | J.K. Dobbins (RB),113.26,Malle ❤️ 🐸,Big Sack Jack,0,1,0,1,0,0,1,1,-18.28,1.059999999999988,18.28,19.33999999999999,1.059999999999988,1
2023,7,Ginger FC,malle_dips_pouches,67.48,67.48,86.72,19.24,77.81,2,2,Brock Purdy (QB) | Curtis Samuel (WR),Kirk Cousins (QB) | Rashee Rice (WR),76.1,Ginger FC,malle_dips_pouches,0,1,0,1,0,0,1,1,-8.61999999999999,10.620000000000005,8.61999999999999,19.239999999999995,10.620000000000005,1
2022,4,malle_dips_pouches,Big Sack Jack,102.36,102.36,121.58,19.22,84.19,3,3,Mark Andrews (TE) | Amari Cooper (WR) | Jaylen Waddle (WR),Michael Gallup (WR) | Pat Freiermuth (TE) | Tyler Boyd (WR),120.68,malle_dips_pouches,Big Sack Jack,0,1,0,1,0,0,1,1,-18.320000000000007,0.8999999999999915,18.320000000000007,19.22,0.8999999999999915,1
2021,9,Uncle Rico,Patty Primetimes,102.94,102.94,121.94,19.0,84.42,3,3,Khalil Herbert (RB) | Ja'Marr Chase (WR) | Van Jefferson (WR),Allen Robinson (WR) | Randall Cobb (WR) | Tim Patrick (WR),110.76,Uncle Rico,Patty Primetimes,0,1,0,1,0,0,1,1,-7.820000000000007,11.179999999999993,7.820000000000007,19.0,11.179999999999993,1
2021,11,Ginger FC,ThreatLevelMidnight,94.8,94.8,113.8,19.0,83.3,1,1,Devin Singletary (RB),Zach Ertz (TE),107.08,Ginger FC,ThreatLevelMidnight,0,1,0,1,0,0,1,1,-12.280000000000001,6.719999999999999,12.280000000000001,19.0,6.719999999999999,1
2022,14,malle_dips_pouches,Voldemort,102.22,102.22,121.12,18.9,84.4,2,2,Mark Andrews (TE) | Jaylen Waddle (WR),DeVonta Smith (WR) | Pat Freiermuth (TE),114.38,malle_dips_pouches,Voldemort,0,1,0,1,0,0,1,1,-12.159999999999997,6.740000000000009,12.159999999999997,18.900000000000006,6.740000000000009,1
2018,8,The Big Gronkowski,Ginger FC,83.2,83.2,102.1,18.9,81.49,2,2,Corey Clement (RB) | JuJu Smith-Schuster (WR),Chris Ivory (RB) | Larry Fitzgerald (WR),95.94,The Big Gronkowski,Ginger FC,0,1,0,1,0,0,1,1,-12.739999999999995,6.159999999999997,12.739999999999995,18.89999999999999,6.159999999999997,1
2022,2,Post Mahomes,Ginger FC,80.3,80.3,99.1,18.8,81.03,3,3,Jonathan Taylor (RB) | Ezekiel Elliott (RB) | Brandin Cooks (WR),Cam Akers (RB) | Drake London (WR) | Tyler Higbee (TE),88.18,Post Mahomes,Ginger FC,0,1,0,1,0,0,1,1,-7.88000000000001,10.919999999999987,7.88000000000001,18.799999999999997,10.919999999999987,1
2021,1,Patty Primetimes,Post Mahomes,103.1,103.1,121.8,18.7,84.65,2,2,Clyde Edwards-Helaire (RB) | Julio Jones (WR),Nelson Agholor (WR) | DeVonta Smith (WR),109.06,Patty Primetimes,Post Mahomes,0,1,0,1,0,0,1,1,-5.960000000000008,12.739999999999995,5.960000000000008,18.700000000000003,12.739999999999995,1
2024,9,Buttermilk Puuump,malle_dips_pouches,77.7,77.7,96.04,18.34,80.9,2,2,Jared Goff (QB) | Tyreek Hill (WR),Aaron Rodgers (QB) | Jordan Addison (WR),88.58,Buttermilk Puuump,malle_dips_pouches,0,1,0,1,0,0,1,1,-10.879999999999995,7.460000000000008,10.879999999999995,18.340000000000003,7.460000000000008,1
2025,11,malle_dips_pouches,Voldemort,81.54,81.54,99.84,18.3,81.67,1,1,Jaylen Warren (RB),Kenny Gainwell (RB),85.7,malle_dips_pouches,Voldemort,0,1,0,1,0,0,1,1,-4.159999999999997,14.14,4.159999999999997,18.299999999999997,14.14,1
2024,6,Post Mahomes,Patty Primetimes,101.56,101.56,118.86,17.3,85.45,1,1,Tank Bigsby (RB),Tyrone Tracy Jr. (RB),107.62,Post Mahomes,Patty Primetimes,0,1,0,1,0,0,1,1,-6.060000000000002,11.239999999999995,6.060000000000002,17.299999999999997,11.239999999999995,1
2019,13,Joe Mantegna,malle_dips_pouches,99.34,99.34,116.54,17.2,85.24,2,2,Odell Beckham Jr. (WR) | Hollywood Brown (WR),Stefon Diggs (WR) | Duke Johnson (RB),104.82,Joe Mantegna,malle_dips_pouches,0,1,0,1,0,0,1,1,-5.47999999999999,11.720000000000013,5.47999999999999,17.200000000000003,11.720000000000013,1
2018,6,Voldemort,Dillon Panthers,95.7,95.7,112.7,17.0,84.92,2,2,Mike Davis (RB) | Stefon Diggs (WR),Demaryius Thomas (WR) | Matt Breida (RB),106.52,Voldemort,Dillon Panthers,0,1,0,1,0,0,1,1,-10.819999999999993,6.180000000000007,10.819999999999993,17.0,6.180000000000007,1
2018,10,Uncle Rico,Malle ❤️ 🐸,102.96,102.96,119.7,16.74,86.02,3,3,Aaron Rodgers (QB) | Chris Carson (RB) | Doug Baldwin (WR),Blake Bortles (QB) | Duke Johnson (RB) | Tyler Boyd (WR),117.52,Uncle Rico,Malle ❤️ 🐸,0,1,0,1,0,0,1,1,-14.560000000000002,2.180000000000007,14.560000000000002,16.74000000000001,2.180000000000007,1
2021,3,Pop Lockett Drop it,malle_dips_pouches,110.64,110.64,127.34,16.7,86.89,2,2,Courtland Sutton (WR) | Robbie Chosen (WR),Henry Ruggs III (WR) | Jamaal Williams (RB),123.88,Pop Lockett Drop it,malle_dips_pouches,0,1,0,1,0,0,1,1,-13.239999999999995,3.460000000000008,13.239999999999995,16.700000000000003,3.460000000000008,1
2022,2,Voldemort,Malle ❤️ 🐸,122.68,122.68,139.28,16.6,88.08,2,2,Joe Mixon (RB) | Justin Jefferson (WR),Curtis Samuel (WR) | James Robinson (RB),124.82,Voldemort,Malle ❤️ 🐸,0,1,0,1,0,0,1,1,-2.1399999999999864,14.460000000000008,2.1399999999999864,16.599999999999994,14.460000000000008,1
2018,9,Uncle Rico,The Big Gronkowski,87.26,87.26,103.86,16.6,84.02,1,1,Chris Carson (RB),Duke Johnson (RB),102.4,Uncle Rico,The Big Gronkowski,0,1,0,1,0,0,1,1,-15.14,1.4599999999999937,15.14,16.599999999999994,1.4599999999999937,1
2022,11,Patty Primetimes,Malle ❤️ 🐸,84.96,84.96,101.54,16.58,83.67,2,2,Jared Goff (QB) | Kadarius Toney (WR),Aaron Rodgers (QB) | DK Metcalf (WR),90.2,Patty Primetimes,Malle ❤️ 🐸,0,1,0,1,0,0,1,1,-5.240000000000009,11.340000000000003,5.240000000000009,16.580000000000013,11.340000000000003,1
2023,2,Voldemort,The Big Gronkowski,116.28,116.28,132.68,16.4,87.64,1,1,Miles Sanders (RB),Puka Nacua (WR),119.7,Voldemort,The Big Gronkowski,0,1,0,1,0,0,1,1,-3.4200000000000017,12.980000000000004,3.4200000000000017,16.400000000000006,12.980000000000004,1
2020,3,malle_dips_pouches,Pop Lockett Drop it,109.24,109.24,125.64,16.4,86.95,3,3,Ryan Tannehill (QB) | Hunter Henry (TE) | Robbie Chosen (WR),Derek Carr (QB) | Eric Ebron (TE) | Myles Gaskin (RB),122.12,malle_dips_pouches,Pop Lockett Drop it,0,1,0,1,0,0,1,1,-12.88000000000001,3.519999999999996,12.88000000000001,16.400000000000006,3.519999999999996,1
2020,8,Post Mahomes,Voldemort,74.84,74.84,91.14,16.3,82.12,2,2,La'Mical Perine (RB) | Kenny Golladay (WR),Hayden Hurst (TE) | Wayne Gallman (RB),89.52,Post Mahomes,Voldemort,0,1,0,1,0,0,1,1,-14.679999999999993,1.6200000000000045,14.679999999999993,16.299999999999997,1.6200000000000045,1
2022,11,Joe Mantegna,Ginger FC,120.5,120.5,136.5,16.0,88.28,2,2,Darrell Henderson Jr. (RB) | Chase Claypool (WR),Brandin Cooks (WR) | Courtland Sutton (WR),126.34,Joe Mantegna,Ginger FC,0,1,0,1,0,0,1,1,-5.840000000000003,10.159999999999997,5.840000000000003,16.0,10.159999999999997,1
2021,9,Big Sack Jack,Malle ❤️ 🐸,75.24,75.24,91.24,16.0,82.46,3,3,Cowboys - DEF (DEF) | Dallas Goedert (TE) | Mecole Hardman Jr. (WR),Cardinals - DEF (DEF) | Kenny Gainwell (RB) | Marquez Callaway (WR),82.98,Big Sack Jack,Malle ❤️ 🐸,0,1,0,1,0,0,1,1,-7.740000000000009,8.259999999999991,7.740000000000009,16.0,8.259999999999991,1
2018,3,Uncle Rico,PickUpYourBratsMalle,86.6,86.6,102.6,16.0,84.41,1,1,Keenan Allen (WR),Chris Carson (RB),98.84,Uncle Rico,ThreatLevelMidnight,0,1,0,1,0,0,1,1,-12.240000000000009,3.759999999999991,12.240000000000009,16.0,3.759999999999991,1
2017,4,malle_dips_pouches,Voldemort,96.12,96.12,111.92,15.8,85.88,2,2,Rob Gronkowski (TE) | Julio Jones (WR),Charles Clay (TE) | LeGarrette Blount (RB),107.68,malle_dips_pouches,Voldemort,0,1,0,1,0,0,1,1,-11.560000000000002,4.239999999999995,11.560000000000002,15.799999999999997,4.239999999999995,1
2018,6,PickUpYourBratsMalle,Malle ❤️ 🐸,92.92,92.92,108.66,15.74,85.51,4,4,Kirk Cousins (QB) | Jordan Howard (RB) | John Brown (WR) | Will Fuller V (WR),Andy Dalton (QB) | Austin Ekeler (RB) | Dede Westbrook (WR) | LeSean McCoy (RB),95.06,ThreatLevelMidnight,Malle ❤️ 🐸,0,1,0,1,0,0,1,1,-2.1400000000000006,13.599999999999994,2.1400000000000006,15.739999999999995,13.599999999999994,1
2021,4,Uncle Rico,Pop Lockett Drop it,83.94,83.94,99.54,15.6,84.33,2,2,Peyton Barber (RB) | Odell Beckham Jr. (WR),Antonio Brown (WR) | Michael Carter (RB),89.7,Uncle Rico,Pop Lockett Drop it,0,1,0,1,0,0,1,1,-5.760000000000005,9.840000000000003,5.760000000000005,15.600000000000009,9.840000000000003,1
2018,10,Big Sack Jack,The Big Gronkowski,97.26,97.26,112.86,15.6,86.18,1,1,Jarvis Landry (WR),Derrick Henry (RB),111.72,Big Sack Jack,The Big Gronkowski,0,1,0,1,0,0,1,1,-14.459999999999994,1.1400000000000006,14.459999999999994,15.599999999999994,1.1400000000000006,1
2019,2,Joe Mantegna,malle_dips_pouches,76.74,76.74,92.04,15.3,83.38,3,3,Bears - DEF (DEF) | Duke Johnson (RB) | DeAndre Hopkins (WR),David Montgomery (RB) | Hollywood Brown (WR) | Vikings - DEF (DEF),89.66,Joe Mantegna,malle_dips_pouches,0,1,0,1,0,0,1,1,-12.920000000000002,2.3800000000000097,12.920000000000002,15.300000000000011,2.3800000000000097,1
2022,7,Malle ❤️ 🐸,Pop Lockett Drop it,80.5,80.5,95.7,15.2,84.12,1,1,James Robinson (RB),Antonio Gibson (RB),81.52,Malle ❤️ 🐸,Pop Lockett Drop it,0,1,0,1,0,0,1,1,-1.019999999999996,14.180000000000007,1.019999999999996,15.200000000000003,14.180000000000007,1
2024,11,Voldemort,Post Mahomes,110.78,110.78,125.88,15.1,88.0,2,2,Jonathan Taylor (RB) | Calvin Ridley (WR),J.K. Dobbins (RB) | Khalil Shakir (WR),122.68,Voldemort,Post Mahomes,0,1,0,1,0,0,1,1,-11.900000000000006,3.1999999999999886,11.900000000000006,15.099999999999994,3.1999999999999886,1
2020,7,Post Mahomes,Malle ❤️ 🐸,127.1,127.1,141.8,14.7,89.63,2,2,Devonta Freeman (RB) | Robert Woods (WR),A.J. Green (WR) | Joshua Kelley (RB),135.56,Post Mahomes,Malle ❤️ 🐸,0,1,0,1,0,0,1,1,-8.460000000000008,6.240000000000009,8.460000000000008,14.700000000000017,6.240000000000009,1
2017,13,The Big Gronkowski,Voldemort,92.2,92.2,106.16,13.96,86.85,3,3,Steelers - DEF (DEF) | Ben Roethlisberger (QB) | Davante Adams (WR),Andy Dalton (QB) | Bills - DEF (DEF) | Evan Engram (TE),94.12,The Big Gronkowski,Voldemort,0,1,0,1,0,0,1,1,-1.9200000000000017,12.039999999999992,1.9200000000000017,13.959999999999994,12.039999999999992,1
2022,5,Big Sack Jack,Patty Primetimes,101.58,101.58,115.54,13.96,87.92,3,3,Joe Burrow (QB) | Khalil Herbert (RB) | Amon-Ra St. Brown (WR),Derek Carr (QB) | Nico Collins (WR) | DJ Moore (WR),107.38,Big Sack Jack,Patty Primetimes,0,1,0,1,0,0,1,1,-5.799999999999997,8.16000000000001,5.799999999999997,13.960000000000008,8.16000000000001,1
2025,4,The Big Gronkowski,Ginger FC,90.42,90.42,104.36,13.94,86.64,2,2,Drake Maye (QB) | A.J. Brown (WR),Dak Prescott (QB) | T.J. Hockenson (TE),97.52,The Big Gronkowski,Ginger FC,0,1,0,1,0,0,1,1,-7.099999999999994,6.840000000000003,7.099999999999994,13.939999999999998,6.840000000000003,1
2025,14,Ginger FC,malle_dips_pouches,79.5,79.5,93.4,13.9,85.12,2,2,Ashton Jeanty (RB) | DJ Moore (WR),Jakobi Meyers (WR) | Rachaad White (RB),87.56,Ginger FC,malle_dips_pouches,0,1,0,1,0,0,1,1,-8.060000000000002,5.840000000000003,8.060000000000002,13.900000000000006,5.840000000000003,1
2021,1,Big Sack Jack,ThreatLevelMidnight,129.38,129.38,143.28,13.9,90.3,1,1,James Robinson (RB),Sterling Shepard (WR),138.26,Big Sack Jack,ThreatLevelMidnight,0,1,0,1,0,0,1,1,-8.879999999999995,5.02000000000001,8.879999999999995,13.900000000000006,5.02000000000001,1
2018,7,Joe Mantegna,Dillon Panthers,101.32,101.32,114.82,13.5,88.24,2,2,Jaguars - DEF (DEF) | Frank Gore (RB),Bears - DEF (DEF) | George Kittle (TE),104.6,Joe Mantegna,Dillon Panthers,0,1,0,1,0,0,1,1,-3.280000000000001,10.219999999999999,3.280000000000001,13.5,10.219999999999999,1
2018,2,Post Mahomes,Pop Lockett Drop it,98.56,98.56,112.04,13.48,87.97,3,3,Andrew Luck (QB) | Joe Mixon (RB) | Isaiah Crowell (RB),Phillip Lindsay (RB) | Tyrod Taylor (QB) | Kenny Golladay (WR),101.08,Post Mahomes,Pop Lockett Drop it,0,1,0,1,0,0,1,1,-2.519999999999996,10.960000000000008,2.519999999999996,13.480000000000004,10.960000000000008,1
2025,9,Buttermilk Puuump,Patty Primetimes,88.62,88.62,101.96,13.34,86.92,1,1,Jordan Love (QB),Jared Goff (QB),98.52,Buttermilk Puuump,Patty Primetimes,0,1,0,1,0,0,1,1,-9.899999999999991,3.4399999999999977,9.899999999999991,13.33999999999999,3.4399999999999977,1
2017,12,Little Red Fournette,Pop Lockett Drop it,76.24,76.24,89.54,13.3,85.15,2,2,Leonard Fournette (RB) | Doug Baldwin (WR),Devin Funchess (WR) | Kenyan Drake (RB),88.18,Post Mahomes,Pop Lockett Drop it,0,1,0,1,0,0,1,1,-11.940000000000012,1.3599999999999994,11.940000000000012,13.300000000000011,1.3599999999999994,1
2023,6,The Big Gronkowski,Uncle Rico,81.88,81.88,94.98,13.1,86.21,2,2,Dallas Goedert (TE) | DeVonta Smith (WR),Courtland Sutton (WR) | Dalton Schultz (TE),92.2,The Big Gronkowski,Uncle Rico,0,1,0,1,0,0,1,1,-10.320000000000007,2.780000000000001,10.320000000000007,13.100000000000009,2.780000000000001,1
2018,1,Malle ❤️ 🐸,The Big Gronkowski,79.84,79.84,92.74,12.9,86.09,2,2,Saints - DEF (DEF) | Cameron Brate (TE),Ricky Seals-Jones (TE) | Falcons - DEF (DEF),83.66,Malle ❤️ 🐸,The Big Gronkowski,0,1,0,1,0,0,1,1,-3.819999999999993,9.079999999999998,3.819999999999993,12.899999999999991,9.079999999999998,1
2024,5,Pop Lockett Drop it,Malle ❤️ 🐸,109.04,109.04,121.94,12.9,89.42,2,2,C.J. Stroud (QB) | Rome Odunze (WR),Justin Fields (QB) | Rico Dowdle (RB),114.86,Pop Lockett Drop it,Malle ❤️ 🐸,0,1,0,1,0,0,1,1,-5.819999999999993,7.079999999999998,5.819999999999993,12.899999999999991,7.079999999999998,1
2018,6,Post Mahomes,Big Sack Jack,118.9,118.9,131.3,12.4,90.56,1,1,Cam Newton (QB),Jameis Winston (QB),122.68,Post Mahomes,Big Sack Jack,0,1,0,1,0,0,1,1,-3.780000000000001,8.620000000000005,3.780000000000001,12.400000000000006,8.620000000000005,1
2017,7,Voldemort,Pop Lockett Drop it,98.06,98.06,110.36,12.3,88.85,2,2,Melvin Gordon III (RB) | Jordy Nelson (WR),Alvin Kamara (RB) | DeSean Jackson (WR),98.72,Voldemort,Pop Lockett Drop it,0,1,0,1,0,0,1,1,-0.6599999999999966,11.64,0.6599999999999966,12.299999999999997,11.64,1
2018,2,Malle ❤️ 🐸,malle_dips_pouches,97.8,97.8,109.88,12.08,89.01,2,2,Cam Newton (QB) | Cameron Brate (TE),Ben Roethlisberger (QB) | Ricky Seals-Jones (TE),102.26,Malle ❤️ 🐸,malle_dips_pouches,0,1,0,1,0,0,1,1,-4.460000000000008,7.61999999999999,4.460000000000008,12.079999999999998,7.61999999999999,1
2024,4,Joe Mantegna,ThreatLevelMidnight,92.54,92.54,104.54,12.0,88.52,2,2,Breece Hall (RB) | Garrett Wilson (WR),Bucky Irving (RB) | Jakobi Meyers (WR),103.78,Joe Mantegna,ThreatLevelMidnight,0,1,0,1,0,0,1,1,-11.239999999999995,0.7600000000000051,11.239999999999995,12.0,0.7600000000000051,1
2019,13,Patty Primetimes,Big Sack Jack,81.9,81.9,93.7,11.8,87.41,3,3,Brett Maher (K) | Nick Chubb (RB) | Tyler Lockett (WR),Benny Snell Jr. (RB) | Dan Bailey (K) | Josh Gordon (WR),86.14,Patty Primetimes,Big Sack Jack,0,1,0,1,0,0,1,1,-4.239999999999995,7.560000000000002,4.239999999999995,11.799999999999997,7.560000000000002,1
2018,12,Post Mahomes,PickUpYourBratsMalle,109.14,109.14,120.74,11.6,90.39,2,2,Evan Engram (TE) | Michael Thomas (WR),John Ross (WR) | Kyle Rudolph (TE),118.88,Post Mahomes,ThreatLevelMidnight,0,1,0,1,0,0,1,1,-9.739999999999995,1.8599999999999994,9.739999999999995,11.599999999999994,1.8599999999999994,1
2021,14,Ginger FC,Patty Primetimes,136.14,136.14,147.64,11.5,92.21,2,2,DK Metcalf (WR) | DeAndre Hopkins (WR),Devin Singletary (RB) | Van Jefferson (WR),138.52,Ginger FC,Patty Primetimes,0,1,0,1,0,0,1,1,-2.380000000000024,9.119999999999976,2.380000000000024,11.5,9.119999999999976,1
2017,2,Big Sack Jack,Ur The Best Bellows,73.54,73.54,85.04,11.5,86.48,1,1,Brandin Cooks (WR),Martavis Bryant (WR),80.08,Big Sack Jack,Joe Mantegna,0,1,0,1,0,0,1,1,-6.539999999999992,4.960000000000008,6.539999999999992,11.5,4.960000000000008,1
2017,9,The Big Gronkowski,Hello Harvard,78.14,78.14,89.64,11.5,87.17,2,2,Bills - DEF (DEF) | A.J. Green (WR),Damien Williams (RB) | Steelers - DEF (DEF),87.84,The Big Gronkowski,Hello Harvard,0,1,0,1,0,0,1,1,-9.700000000000003,1.7999999999999972,9.700000000000003,11.5,1.7999999999999972,1
2020,11,Uncle Rico,Malle ❤️ 🐸,130.84,130.84,142.16,11.32,92.04,1,1,Robert Tonyan (TE),Taysom Hill (TE),134.34,Uncle Rico,Malle ❤️ 🐸,0,1,0,1,0,0,1,1,-3.5,7.819999999999993,3.5,11.319999999999993,7.819999999999993,1
2025,3,Patty Primetimes,ThreatLevelMidnight,105.82,105.82,117.12,11.3,90.35,2,2,James Conner (RB) | Marvin Harrison Jr. (WR),Darnell Mooney (WR) | Quinshon Judkins (RB),115.02,Patty Primetimes,ThreatLevelMidnight,0,1,0,1,0,0,1,1,-9.200000000000003,2.1000000000000085,9.200000000000003,11.300000000000011,2.1000000000000085,1
2023,6,Post Mahomes,Malle ❤️ 🐸,98.84,98.84,109.94,11.1,89.9,2,2,Jonathan Taylor (RB) | Christian Kirk (WR),Chuba Hubbard (RB) | Drake London (WR),99.9,Post Mahomes,Malle ❤️ 🐸,0,1,0,1,0,0,1,1,-1.0600000000000023,10.039999999999992,1.0600000000000023,11.099999999999994,10.039999999999992,1
2024,7,Patty Primetimes,Voldemort,89.92,89.92,101.02,11.1,89.01,2,2,DeMario Douglas (WR) | Diontae Johnson (WR),Calvin Ridley (WR) | Khalil Shakir (WR),94.04,Patty Primetimes,Voldemort,0,1,0,1,0,0,1,1,-4.1200000000000045,6.97999999999999,4.1200000000000045,11.099999999999994,6.97999999999999,1
