year,week,fantasy_team,opponent,decision_type,player,player_position,lineup_slot,fantasy_points
2019,1,Uncle Rico,Pop Lockett Drop it,Should Have Benched,Cam Newton,QB,QB,6.36
2019,1,Uncle Rico,Pop Lockett Drop it,Should Have Benched,Matt Breida,RB,W/R/T,3.7
2019,1,Uncle Rico,Pop Lockett Drop it,Should Have Benched,Davante Adams,WR,WR,3.6
2019,1,Uncle Rico,Pop Lockett Drop it,Should Have Started,Christian Kirk,WR,BN,6.4
2019,1,Uncle Rico,Pop Lockett Drop it,Should Have Started,Josh Allen,QB,BN,19.96
2019,1,Uncle Rico,Pop Lockett Drop it,Should Have Started,Michael Gallup,WR,BN,15.8
2019,1,Voldemort,malle_dips_pouches,Should Have Benched,Tevin Coleman,RB,W/R/T,5.6
2019,1,Voldemort,malle_dips_pouches,Should Have Started,Latavius Murray,RB,BN,10.7
2019,1,malle_dips_pouches,Voldemort,Should Have Benched,Joe Mixon,RB,RB,1.7
2019,1,malle_dips_pouches,Voldemort,Should Have Benched,Tarik Cohen,RB,W/R/T,4.9
2019,1,malle_dips_pouches,Voldemort,Should Have Benched,Brandin Cooks,WR,WR,3.9
2019,1,malle_dips_pouches,Voldemort,Should Have Started,Carlos Hyde,RB,BN,8.5
2019,1,malle_dips_pouches,Voldemort,Should Have Started,Emmanuel Sanders,WR,BN,14.6
2019,1,malle_dips_pouches,Voldemort,Should Have Started,LeSean McCoy,RB,BN,9.3
2019,2,Ginger FC,ThreatLevelMidnight,Should Have Benched,Sammy Watkins,WR,W/R/T,4.9
2019,2,Ginger FC,ThreatLevelMidnight,Should Have Started,Mike Williams,WR,BN,8.3
2019,2,Joe Mantegna,malle_dips_pouches,Should Have Benched,Bears - DEF,DEF,DEF,5.0
2019,2,Joe Mantegna,malle_dips_pouches,Should Have Benched,Duke Johnson,RB,RB,3.1
2019,2,Joe Mantegna,malle_dips_pouches,Should Have Benched,DeAndre Hopkins,WR,WR,4.0
2019,2,Joe Mantegna,malle_dips_pouches,Should Have Started,David Montgomery,RB,BN,12.8
2019,2,Joe Mantegna,malle_dips_pouches,Should Have Started,Hollywood Brown,WR,BN,8.6
2019,2,Joe Mantegna,malle_dips_pouches,Should Have Started,Vikings - DEF,DEF,BN,6.0
2019,2,Malle ❤️ 🐸,Uncle Rico,Should Have Benched,Matt Ryan,QB,QB,28.1
2019,2,Malle ❤️ 🐸,Uncle Rico,Should Have Benched,David Njoku,TE,TE,0.0
2019,2,Malle ❤️ 🐸,Uncle Rico,Should Have Benched,Allen Robinson,WR,WR,4.1
2019,2,Malle ❤️ 🐸,Uncle Rico,Should Have Started,Dak Prescott,QB,BN,34.66
2019,2,Malle ❤️ 🐸,Uncle Rico,Should Have Started,Larry Fitzgerald,WR,BN,10.4
2019,2,Malle ❤️ 🐸,Uncle Rico,Should Have Started,T.J. Hockenson,TE,BN,0.7
2019,2,Patty Primetimes,Big Sack Jack,Should Have Benched,Will Fuller V,WR,WR,4.0
2019,2,Patty Primetimes,Big Sack Jack,Should Have Started,Marvin Jones Jr.,WR,BN,4.3
2019,2,Pop Lockett Drop it,Post Mahomes,Should Have Benched,Josh Jacobs,RB,RB,9.9
2019,2,Pop Lockett Drop it,Post Mahomes,Should Have Benched,George Kittle,TE,TE,5.4
2019,2,Pop Lockett Drop it,Post Mahomes,Should Have Benched,Mike Evans,WR,WR,6.1
2019,2,Pop Lockett Drop it,Post Mahomes,Should Have Started,Mark Andrews,TE,BN,17.2
2019,2,Pop Lockett Drop it,Post Mahomes,Should Have Started,Tyrell Williams,WR,BN,10.6
2019,2,Pop Lockett Drop it,Post Mahomes,Should Have Started,DK Metcalf,WR,BN,12.1
2019,2,Post Mahomes,Pop Lockett Drop it,Should Have Benched,Broncos - DEF,DEF,DEF,1.0
2019,2,Post Mahomes,Pop Lockett Drop it,Should Have Benched,Deshaun Watson,QB,QB,12.86
2019,2,Post Mahomes,Pop Lockett Drop it,Should Have Benched,David Johnson,RB,RB,7.4
2019,2,Post Mahomes,Pop Lockett Drop it,Should Have Started,Kyler Murray,QB,BN,16.36
2019,2,Post Mahomes,Pop Lockett Drop it,Should Have Started,Rashaad Penny,RB,BN,12.5
2019,2,Post Mahomes,Pop Lockett Drop it,Should Have Started,Saints - DEF,DEF,BN,5.0
2019,2,The Big Gronkowski,Voldemort,Should Have Benched,Philip Rivers,QB,QB,11.92
2019,2,The Big Gronkowski,Voldemort,Should Have Benched,Vernon Davis,TE,TE,2.9
2019,2,The Big Gronkowski,Voldemort,Should Have Started,Jimmy Garoppolo,QB,BN,29.64
2019,2,The Big Gronkowski,Voldemort,Should Have Started,Eric Ebron,TE,BN,8.5
2019,2,ThreatLevelMidnight,Ginger FC,Should Have Benched,Leonard Fournette,RB,RB,8.7
2019,2,ThreatLevelMidnight,Ginger FC,Should Have Benched,DeSean Jackson,WR,W/R/T,0.0
2019,2,ThreatLevelMidnight,Ginger FC,Should Have Benched,Josh Gordon,WR,WR,1.9
2019,2,ThreatLevelMidnight,Ginger FC,Should Have Benched,Robert Woods,WR,WR,4.2
2019,2,ThreatLevelMidnight,Ginger FC,Should Have Started,Aaron Jones Sr.,RB,BN,21.0
2019,2,ThreatLevelMidnight,Ginger FC,Should Have Started,Jamaal Williams,RB,BN,10.1
2019,2,ThreatLevelMidnight,Ginger FC,Should Have Started,Mecole Hardman Jr.,WR,BN,12.1
2019,2,ThreatLevelMidnight,Ginger FC,Should Have Started,Robbie Chosen,WR,BN,8.1
2019,2,Uncle Rico,Malle ❤️ 🐸,Should Have Benched,Cam Newton,QB,QB,11.32
2019,2,Uncle Rico,Malle ❤️ 🐸,Should Have Benched,Damien Williams,RB,RB,5.6
2019,2,Uncle Rico,Malle ❤️ 🐸,Should Have Benched,Michael Gallup,WR,W/R/T,6.8
2019,2,Uncle Rico,Malle ❤️ 🐸,Should Have Benched,Davante Adams,WR,WR,10.6
2019,2,Uncle Rico,Malle ❤️ 🐸,Should Have Started,Josh Allen,QB,BN,24.22
2019,2,Uncle Rico,Malle ❤️ 🐸,Should Have Started,Matt Breida,RB,BN,13.2
2019,2,Uncle Rico,Malle ❤️ 🐸,Should Have Started,Peyton Barber,RB,BN,14.9
2019,2,Uncle Rico,Malle ❤️ 🐸,Should Have Started,Tyler Boyd,WR,BN,12.2
2019,2,Voldemort,The Big Gronkowski,Should Have Benched,Chris Carson,RB,RB,6.7
2019,2,Voldemort,The Big Gronkowski,Should Have Benched,Christian McCaffrey,RB,RB,5.3
2019,2,Voldemort,The Big Gronkowski,Should Have Started,Royce Freeman,RB,BN,10.2
2019,2,Voldemort,The Big Gronkowski,Should Have Started,Terry McLaurin,WR,BN,12.2
2019,2,malle_dips_pouches,Joe Mantegna,Should Have Benched,Joe Mixon,RB,RB,2.7
2019,2,malle_dips_pouches,Joe Mantegna,Should Have Benched,Julian Edelman,WR,WR,5.2
2019,2,malle_dips_pouches,Joe Mantegna,Should Have Started,Carlos Hyde,RB,BN,9.0
2019,2,malle_dips_pouches,Joe Mantegna,Should Have Started,Emmanuel Sanders,WR,BN,17.8
2019,3,Big Sack Jack,ThreatLevelMidnight,Should Have Benched,Chris Godwin Jr.,WR,WR,4.0
2019,3,Big Sack Jack,ThreatLevelMidnight,Should Have Benched,John Ross,WR,WR,0.2
2019,3,Big Sack Jack,ThreatLevelMidnight,Should Have Started,Dede Westbrook,WR,BN,5.0
2019,3,Big Sack Jack,ThreatLevelMidnight,Should Have Started,Mohamed Sanu,WR,BN,7.7
2019,3,Ginger FC,Pop Lockett Drop it,Should Have Benched,Todd Gurley,RB,RB,4.3
2019,3,Ginger FC,Pop Lockett Drop it,Should Have Benched,Mike Williams,WR,WR,4.5
2019,3,Ginger FC,Pop Lockett Drop it,Should Have Started,John Brown,WR,BN,5.5
2019,3,Ginger FC,Pop Lockett Drop it,Should Have Started,Kenyan Drake,RB,BN,5.2
2019,3,Joe Mantegna,The Big Gronkowski,Should Have Benched,Duke Johnson,RB,RB,2.4
2019,3,Joe Mantegna,The Big Gronkowski,Should Have Benched,Hollywood Brown,WR,W/R/T,4.9
2019,3,Joe Mantegna,The Big Gronkowski,Should Have Started,M. Valdes-Scantling,WR,BN,15.9
2019,3,Joe Mantegna,The Big Gronkowski,Should Have Started,Miles Sanders,RB,BN,10.6
2019,3,Malle ❤️ 🐸,Voldemort,Should Have Benched,Dak Prescott,QB,QB,27.54
2019,3,Malle ❤️ 🐸,Voldemort,Should Have Benched,Calvin Ridley,WR,W/R/T,0.6
2019,3,Malle ❤️ 🐸,Voldemort,Should Have Started,Larry Fitzgerald,WR,BN,9.6
2019,3,Malle ❤️ 🐸,Voldemort,Should Have Started,Matt Ryan,QB,BN,29.46
2019,3,Patty Primetimes,malle_dips_pouches,Should Have Benched,Travis Kelce,TE,TE,8.9
2019,3,Patty Primetimes,malle_dips_pouches,Should Have Benched,Austin Ekeler,RB,W/R/T,8.1
2019,3,Patty Primetimes,malle_dips_pouches,Should Have Started,Darren Waller,TE,BN,14.1
2019,3,Patty Primetimes,malle_dips_pouches,Should Have Started,Tony Pollard,RB,BN,18.8
2019,3,Pop Lockett Drop it,Ginger FC,Should Have Benched,Saquon Barkley,RB,RB,3.7
2019,3,Pop Lockett Drop it,Ginger FC,Should Have Benched,Kenny Golladay,WR,WR,1.7
2019,3,Pop Lockett Drop it,Ginger FC,Should Have Started,Chris Thompson,RB,BN,10.8
2019,3,Pop Lockett Drop it,Ginger FC,Should Have Started,Tyrell Williams,WR,BN,8.9
2019,3,Post Mahomes,Uncle Rico,Should Have Benched,Packers - DEF,DEF,DEF,13.0
2019,3,Post Mahomes,Uncle Rico,Should Have Benched,T.Y. Hilton,WR,WR,12.5
2019,3,Post Mahomes,Uncle Rico,Should Have Started,DJ Chark,WR,BN,13.6
2019,3,Post Mahomes,Uncle Rico,Should Have Started,Saints - DEF,DEF,BN,14.0
2019,3,The Big Gronkowski,Joe Mantegna,Should Have Benched,Jimmy Garoppolo,QB,QB,13.38
2019,3,The Big Gronkowski,Joe Mantegna,Should Have Benched,Deebo Samuel Sr.,WR,WR,4.4
2019,3,The Big Gronkowski,Joe Mantegna,Should Have Started,Jarvis Landry,WR,BN,6.2
2019,3,The Big Gronkowski,Joe Mantegna,Should Have Started,Philip Rivers,QB,BN,23.62
2019,3,ThreatLevelMidnight,Big Sack Jack,Should Have Benched,James Conner,RB,W/R/T,3.7
2019,3,ThreatLevelMidnight,Big Sack Jack,Should Have Started,Alexander Mattison,RB,BN,11.8
2019,3,Uncle Rico,Post Mahomes,Should Have Benched,Peyton Barber,RB,RB,5.5
2019,3,Uncle Rico,Post Mahomes,Should Have Benched,Christian Kirk,WR,W/R/T,5.9
2019,3,Uncle Rico,Post Mahomes,Should Have Benched,Davante Adams,WR,WR,5.6
2019,3,Uncle Rico,Post Mahomes,Should Have Started,Matt Breida,RB,BN,8.8
2019,3,Uncle Rico,Post Mahomes,Should Have Started,Tyler Boyd,WR,BN,6.8
2019,3,Uncle Rico,Post Mahomes,Should Have Started,Greg Olsen,TE,BN,19.5
2019,3,Voldemort,Malle ❤️ 🐸,Should Have Benched,Chris Carson,RB,RB,3.0
2019,3,Voldemort,Malle ❤️ 🐸,Should Have Started,Terry McLaurin,WR,BN,13.0
2019,3,malle_dips_pouches,Patty Primetimes,Should Have Benched,Brandin Cooks,WR,WR,12.0
2019,3,malle_dips_pouches,Patty Primetimes,Should Have Benched,Julian Edelman,WR,WR,12.2
2019,3,malle_dips_pouches,Patty Primetimes,Should Have Started,DJ Moore,WR,BN,12.4
2019,3,malle_dips_pouches,Patty Primetimes,Should Have Started,Sterling Shepard,WR,BN,20.1
2019,4,Big Sack Jack,Pop Lockett Drop it,Should Have Benched,John Ross,WR,WR,3.6
2019,4,Big Sack Jack,Pop Lockett Drop it,Should Have Started,Mohamed Sanu,WR,BN,9.1
2019,4,Ginger FC,Post Mahomes,Should Have Benched,Andy Dalton,QB,QB,4.64
2019,4,Ginger FC,Post Mahomes,Should Have Benched,Sammy Watkins,WR,W/R/T,3.4
2019,4,Ginger FC,Post Mahomes,Should Have Benched,Mike Williams,WR,WR,0.0
2019,4,Ginger FC,Post Mahomes,Should Have Started,Gardner Minshew II,QB,BN,20.72
2019,4,Ginger FC,Post Mahomes,Should Have Started,John Brown,WR,BN,6.9
2019,4,Ginger FC,Post Mahomes,Should Have Started,Kenyan Drake,RB,BN,7.3
2019,4,Joe Mantegna,Malle ❤️ 🐸,Should Have Benched,Carson Wentz,QB,QB,25.7
2019,4,Joe Mantegna,Malle ❤️ 🐸,Should Have Benched,Hollywood Brown,WR,W/R/T,2.2
2019,4,Joe Mantegna,Malle ❤️ 🐸,Should Have Benched,DeAndre Hopkins,WR,WR,3.1
2019,4,Joe Mantegna,Malle ❤️ 🐸,Should Have Benched,Odell Beckham Jr.,WR,WR,2.0
2019,4,Joe Mantegna,Malle ❤️ 🐸,Should Have Started,Duke Johnson,RB,BN,7.8
2019,4,Joe Mantegna,Malle ❤️ 🐸,Should Have Started,M. Valdes-Scantling,WR,BN,4.7
2019,4,Joe Mantegna,Malle ❤️ 🐸,Should Have Started,Matthew Stafford,QB,BN,29.44
2019,4,Joe Mantegna,Malle ❤️ 🐸,Should Have Started,Stefon Diggs,WR,BN,8.8
2019,4,Malle ❤️ 🐸,Joe Mantegna,Should Have Benched,Dak Prescott,QB,QB,8.62
2019,4,Malle ❤️ 🐸,Joe Mantegna,Should Have Started,Matt Ryan,QB,BN,15.68
2019,4,Pop Lockett Drop it,Big Sack Jack,Should Have Benched,Tyrell Williams,WR,W/R/T,9.6
2019,4,Pop Lockett Drop it,Big Sack Jack,Should Have Started,Alshon Jeffery,WR,BN,9.8
2019,4,Post Mahomes,Ginger FC,Should Have Benched,Deshaun Watson,QB,QB,11.6
2019,4,Post Mahomes,Ginger FC,Should Have Started,Kyler Murray,QB,BN,17.34
2019,4,The Big Gronkowski,Patty Primetimes,Should Have Benched,Marlon Mack,RB,RB,3.9
2019,4,The Big Gronkowski,Patty Primetimes,Should Have Started,Eric Ebron,TE,BN,10.8
2019,4,ThreatLevelMidnight,malle_dips_pouches,Should Have Benched,Daniel Jones,QB,QB,16.3
2019,4,ThreatLevelMidnight,malle_dips_pouches,Should Have Benched,Mecole Hardman Jr.,WR,WR,-1.1
2019,4,ThreatLevelMidnight,malle_dips_pouches,Should Have Started,Jared Goff,QB,BN,27.68
2019,4,ThreatLevelMidnight,malle_dips_pouches,Should Have Started,Robert Woods,WR,BN,16.4
2019,4,Voldemort,Uncle Rico,Should Have Benched,Adrian Peterson,RB,W/R/T,2.8
2019,4,Voldemort,Uncle Rico,Should Have Started,Ronald Jones,RB,BN,14.2
2019,4,malle_dips_pouches,ThreatLevelMidnight,Should Have Benched,Joe Mixon,RB,RB,6.3
2019,4,malle_dips_pouches,ThreatLevelMidnight,Should Have Benched,Delanie Walker,TE,TE,0.4
2019,4,malle_dips_pouches,ThreatLevelMidnight,Should Have Benched,Brandin Cooks,WR,WR,7.1
2019,4,malle_dips_pouches,ThreatLevelMidnight,Should Have Benched,Julian Edelman,WR,WR,3.0
2019,4,malle_dips_pouches,ThreatLevelMidnight,Should Have Started,Emmanuel Sanders,WR,BN,10.4
2019,4,malle_dips_pouches,ThreatLevelMidnight,Should Have Started,Jack Doyle,TE,BN,8.2
2019,4,malle_dips_pouches,ThreatLevelMidnight,Should Have Started,Sterling Shepard,WR,BN,9.9
2019,4,malle_dips_pouches,ThreatLevelMidnight,Should Have Started,Tarik Cohen,RB,BN,7.8
2019,5,Big Sack Jack,Post Mahomes,Should Have Benched,Melvin Gordon III,RB,W/R/T,3.8
2019,5,Big Sack Jack,Post Mahomes,Should Have Started,Mohamed Sanu,WR,BN,10.3
2019,5,Ginger FC,Uncle Rico,Should Have Benched,Sammy Watkins,WR,W/R/T,0.0
2019,5,Ginger FC,Uncle Rico,Should Have Started,Mike Williams,WR,BN,7.4
2019,5,Joe Mantegna,Voldemort,Should Have Benched,Bears - DEF,DEF,DEF,4.0
2019,5,Joe Mantegna,Voldemort,Should Have Benched,Stefon Diggs,WR,W/R/T,4.4
2019,5,Joe Mantegna,Voldemort,Should Have Benched,Odell Beckham Jr.,WR,WR,3.0
2019,5,Joe Mantegna,Voldemort,Should Have Started,Duke Johnson,RB,BN,6.7
2019,5,Joe Mantegna,Voldemort,Should Have Started,Hollywood Brown,WR,BN,8.2
2019,5,Joe Mantegna,Voldemort,Should Have Started,Vikings - DEF,DEF,BN,12.0
2019,5,Malle ❤️ 🐸,Patty Primetimes,Should Have Benched,Dak Prescott,QB,QB,30.22
2019,5,Malle ❤️ 🐸,Patty Primetimes,Should Have Benched,Larry Fitzgerald,WR,W/R/T,5.8
2019,5,Malle ❤️ 🐸,Patty Primetimes,Should Have Started,Matt Ryan,QB,BN,38.9
2019,5,Malle ❤️ 🐸,Patty Primetimes,Should Have Started,Calvin Ridley,WR,BN,14.8
2019,5,Pop Lockett Drop it,malle_dips_pouches,Should Have Benched,Chris Thompson,RB,RB,3.8
2019,5,Pop Lockett Drop it,malle_dips_pouches,Should Have Benched,Mike Evans,WR,WR,0.0
2019,5,Pop Lockett Drop it,malle_dips_pouches,Should Have Started,DK Metcalf,WR,BN,10.4
2019,5,Pop Lockett Drop it,malle_dips_pouches,Should Have Started,Rashaad Penny,RB,BN,4.9
2019,5,Post Mahomes,Big Sack Jack,Should Have Benched,Wayne Gallman,RB,W/R/T,1.4
2019,5,Post Mahomes,Big Sack Jack,Should Have Benched,T.Y. Hilton,WR,WR,3.7
2019,5,Post Mahomes,Big Sack Jack,Should Have Started,DJ Chark,WR,BN,28.4
2019,5,Post Mahomes,Big Sack Jack,Should Have Started,James White,RB,BN,7.2
2019,5,The Big Gronkowski,ThreatLevelMidnight,Should Have Benched,Philip Rivers,QB,QB,6.14
2019,5,The Big Gronkowski,ThreatLevelMidnight,Should Have Started,Jimmy Garoppolo,QB,BN,18.94
2019,5,ThreatLevelMidnight,The Big Gronkowski,Should Have Benched,Jacoby Brissett,QB,QB,11.94
2019,5,ThreatLevelMidnight,The Big Gronkowski,Should Have Benched,Robert Woods,WR,WR,4.8
2019,5,ThreatLevelMidnight,The Big Gronkowski,Should Have Started,Jared Goff,QB,BN,20.9
2019,5,ThreatLevelMidnight,The Big Gronkowski,Should Have Started,Mecole Hardman Jr.,WR,BN,7.3
2019,5,Uncle Rico,Ginger FC,Should Have Benched,Damien Williams,RB,W/R/T,3.8
2019,5,Uncle Rico,Ginger FC,Should Have Started,Matt Breida,RB,BN,24.9
2019,5,Voldemort,Joe Mantegna,Should Have Benched,Royce Freeman,RB,W/R/T,6.7
2019,5,Voldemort,Joe Mantegna,Should Have Benched,Curtis Samuel,WR,WR,4.4
2019,5,Voldemort,Joe Mantegna,Should Have Benched,Keenan Allen,WR,WR,1.8
2019,5,Voldemort,Joe Mantegna,Should Have Started,Michael Gallup,WR,BN,17.3
2019,5,Voldemort,Joe Mantegna,Should Have Started,Terry McLaurin,WR,BN,5.1
2019,5,Voldemort,Joe Mantegna,Should Have Started,Tevin Coleman,RB,BN,15.7
2019,5,malle_dips_pouches,Pop Lockett Drop it,Should Have Benched,Delanie Walker,TE,TE,1.0
2019,5,malle_dips_pouches,Pop Lockett Drop it,Should Have Benched,LeSean McCoy,RB,W/R/T,0.3
2019,5,malle_dips_pouches,Pop Lockett Drop it,Should Have Benched,Brandin Cooks,WR,WR,5.6
2019,5,malle_dips_pouches,Pop Lockett Drop it,Should Have Started,Carlos Hyde,RB,BN,12.0
2019,5,malle_dips_pouches,Pop Lockett Drop it,Should Have Started,DJ Moore,WR,BN,9.1
2019,5,malle_dips_pouches,Pop Lockett Drop it,Should Have Started,Jack Doyle,TE,BN,1.9
2019,6,Big Sack Jack,Ginger FC,Should Have Benched,Cooper Kupp,WR,WR,1.7
2019,6,Big Sack Jack,Ginger FC,Should Have Started,Dede Westbrook,WR,BN,5.3
2019,6,Ginger FC,Big Sack Jack,Should Have Benched,Jameis Winston,QB,QB,19.1
2019,6,Ginger FC,Big Sack Jack,Should Have Benched,Gerald Everett,TE,TE,0.9
2019,6,Ginger FC,Big Sack Jack,Should Have Started,Baker Mayfield,QB,BN,24.46
2019,6,Ginger FC,Big Sack Jack,Should Have Started,Kyle Rudolph,TE,BN,3.6
2019,6,Joe Mantegna,Uncle Rico,Should Have Benched,M. Valdes-Scantling,WR,W/R/T,5.7
2019,6,Joe Mantegna,Uncle Rico,Should Have Started,Stefon Diggs,WR,BN,36.5
2019,6,Malle ❤️ 🐸,ThreatLevelMidnight,Should Have Benched,Dak Prescott,QB,QB,18.22
2019,6,Malle ❤️ 🐸,ThreatLevelMidnight,Should Have Benched,Tyler Eifert,TE,TE,1.3
2019,6,Malle ❤️ 🐸,ThreatLevelMidnight,Should Have Benched,Amari Cooper,WR,WR,0.3
2019,6,Malle ❤️ 🐸,ThreatLevelMidnight,Should Have Started,Matt Ryan,QB,BN,38.94
2019,6,Malle ❤️ 🐸,ThreatLevelMidnight,Should Have Started,T.J. Hockenson,TE,BN,2.1
2019,6,Malle ❤️ 🐸,ThreatLevelMidnight,Should Have Started,Gus Edwards,RB,BN,3.4
2019,6,Post Mahomes,malle_dips_pouches,Should Have Benched,Deshaun Watson,QB,QB,33.4
2019,6,Post Mahomes,malle_dips_pouches,Should Have Started,Kyler Murray,QB,BN,34.8
2019,6,The Big Gronkowski,Pop Lockett Drop it,Should Have Benched,Will Dissly,TE,TE,0.0
2019,6,The Big Gronkowski,Pop Lockett Drop it,Should Have Benched,Deebo Samuel Sr.,WR,W/R/T,1.9
2019,6,The Big Gronkowski,Pop Lockett Drop it,Should Have Benched,JuJu Smith-Schuster,WR,WR,0.7
2019,6,The Big Gronkowski,Pop Lockett Drop it,Should Have Started,Dion Lewis,RB,BN,1.9
2019,6,The Big Gronkowski,Pop Lockett Drop it,Should Have Started,Eric Ebron,TE,BN,0.0
2019,6,The Big Gronkowski,Pop Lockett Drop it,Should Have Started,Jamison Crowder,WR,BN,9.8
2019,6,ThreatLevelMidnight,Malle ❤️ 🐸,Should Have Benched,Aaron Jones Sr.,RB,RB,4.0
2019,6,ThreatLevelMidnight,Malle ❤️ 🐸,Should Have Benched,Josh Gordon,WR,WR,0.7
2019,6,ThreatLevelMidnight,Malle ❤️ 🐸,Should Have Started,Golden Tate,WR,BN,16.2
2019,6,ThreatLevelMidnight,Malle ❤️ 🐸,Should Have Started,Jamaal Williams,RB,BN,19.6
2019,6,Uncle Rico,Joe Mantegna,Should Have Benched,Davante Adams,WR,W/R/T,0.0
2019,6,Uncle Rico,Joe Mantegna,Should Have Started,Damien Williams,RB,BN,8.0
2019,6,Voldemort,Patty Primetimes,Should Have Benched,O.J. Howard,TE,TE,3.5
2019,6,Voldemort,Patty Primetimes,Should Have Benched,Tevin Coleman,RB,W/R/T,12.1
2019,6,Voldemort,Patty Primetimes,Should Have Benched,Keenan Allen,WR,WR,3.3
2019,6,Voldemort,Patty Primetimes,Should Have Benched,Michael Gallup,WR,WR,4.8
2019,6,Voldemort,Patty Primetimes,Should Have Started,Chase Edmonds,RB,BN,12.7
2019,6,Voldemort,Patty Primetimes,Should Have Started,Curtis Samuel,WR,BN,19.8
2019,6,Voldemort,Patty Primetimes,Should Have Started,Hunter Henry,TE,BN,22.0
2019,6,Voldemort,Patty Primetimes,Should Have Started,Terry McLaurin,WR,BN,22.0
2019,6,malle_dips_pouches,Post Mahomes,Should Have Benched,Joe Mixon,RB,RB,3.9
2019,6,malle_dips_pouches,Post Mahomes,Should Have Benched,Brandin Cooks,WR,WR,3.2
2019,6,malle_dips_pouches,Post Mahomes,Should Have Started,DJ Moore,WR,BN,8.6
2019,6,malle_dips_pouches,Post Mahomes,Should Have Started,LeSean McCoy,RB,BN,4.4
2019,7,Big Sack Jack,Uncle Rico,Should Have Benched,Jordan Howard,RB,RB,5.6
2019,7,Big Sack Jack,Uncle Rico,Should Have Benched,Cooper Kupp,WR,WR,5.0
2019,7,Big Sack Jack,Uncle Rico,Should Have Benched,Mohamed Sanu,WR,WR,0.3
2019,7,Big Sack Jack,Uncle Rico,Should Have Started,Chase Edmonds,RB,BN,33.0
2019,7,Big Sack Jack,Uncle Rico,Should Have Started,Dede Westbrook,WR,BN,11.7
2019,7,Big Sack Jack,Uncle Rico,Should Have Started,Melvin Gordon III,RB,BN,6.9
2019,7,Ginger FC,malle_dips_pouches,Should Have Benched,Phillip Lindsay,RB,RB,3.2
2019,7,Ginger FC,malle_dips_pouches,Should Have Started,Kenyan Drake,RB,BN,5.8
2019,7,Joe Mantegna,Patty Primetimes,Should Have Benched,Carson Wentz,QB,QB,9.84
2019,7,Joe Mantegna,Patty Primetimes,Should Have Benched,David Montgomery,RB,RB,-0.1
2019,7,Joe Mantegna,Patty Primetimes,Should Have Benched,Austin Hooper,TE,TE,10.6
2019,7,Joe Mantegna,Patty Primetimes,Should Have Benched,Auden Tate,FLEX,W/R/T,6.5
2019,7,Joe Mantegna,Patty Primetimes,Should Have Started,Duke Johnson,RB,BN,5.6
2019,7,Joe Mantegna,Patty Primetimes,Should Have Started,Jimmy Graham,TE,BN,12.5
2019,7,Joe Mantegna,Patty Primetimes,Should Have Started,M. Valdes-Scantling,WR,BN,19.3
2019,7,Joe Mantegna,Patty Primetimes,Should Have Started,Matthew Stafford,QB,BN,37.56
2019,7,Malle ❤️ 🐸,Pop Lockett Drop it,Should Have Benched,Devonta Freeman,RB,RB,2.5
2019,7,Malle ❤️ 🐸,Pop Lockett Drop it,Should Have Benched,Tyler Eifert,TE,TE,1.0
2019,7,Malle ❤️ 🐸,Pop Lockett Drop it,Should Have Benched,Larry Fitzgerald,WR,W/R/T,1.2
2019,7,Malle ❤️ 🐸,Pop Lockett Drop it,Should Have Started,Gus Edwards,RB,BN,3.5
2019,7,Malle ❤️ 🐸,Pop Lockett Drop it,Should Have Started,T.J. Hockenson,TE,BN,3.2
2019,7,Malle ❤️ 🐸,Pop Lockett Drop it,Should Have Started,Allen Robinson,WR,BN,14.7
2019,7,Patty Primetimes,Joe Mantegna,Should Have Benched,Kerryon Johnson,RB,RB,2.3
2019,7,Patty Primetimes,Joe Mantegna,Should Have Benched,Will Fuller V,WR,WR,0.6
2019,7,Patty Primetimes,Joe Mantegna,Should Have Started,Marvin Jones Jr.,WR,BN,33.3
2019,7,Patty Primetimes,Joe Mantegna,Should Have Started,Tony Pollard,RB,BN,2.8
2019,7,Pop Lockett Drop it,Malle ❤️ 🐸,Should Have Benched,Kenny Golladay,WR,WR,2.1
2019,7,Pop Lockett Drop it,Malle ❤️ 🐸,Should Have Started,Latavius Murray,RB,BN,27.0
2019,7,Post Mahomes,The Big Gronkowski,Should Have Benched,David Johnson,RB,RB,0.2
2019,7,Post Mahomes,The Big Gronkowski,Should Have Started,Frank Gore,RB,BN,6.6
2019,7,The Big Gronkowski,Post Mahomes,Should Have Benched,Jimmy Garoppolo,QB,QB,7.04
2019,7,The Big Gronkowski,Post Mahomes,Should Have Started,Philip Rivers,QB,BN,25.16
2019,7,ThreatLevelMidnight,Voldemort,Should Have Benched,Alexander Mattison,RB,W/R/T,1.8
2019,7,ThreatLevelMidnight,Voldemort,Should Have Started,Jamaal Williams,RB,BN,9.1
2019,7,Voldemort,ThreatLevelMidnight,Should Have Benched,Patrick Mahomes,QB,QB,9.24
2019,7,Voldemort,ThreatLevelMidnight,Should Have Benched,Terry McLaurin,WR,W/R/T,1.1
2019,7,Voldemort,ThreatLevelMidnight,Should Have Started,Jacoby Brissett,QB,BN,35.64
2019,7,Voldemort,ThreatLevelMidnight,Should Have Started,Royce Freeman,RB,BN,12.7
2019,7,malle_dips_pouches,Ginger FC,Should Have Benched,Delanie Walker,TE,TE,0.0
