year,week,fantasy_team,opponent,decision_type,player,player_position,lineup_slot,fantasy_points
2021,3,Ginger FC,Patty Primetimes,Should Have Started,Cedrick Wilson Jr.,WR,BN,8.7
2021,3,Ginger FC,Patty Primetimes,Should Have Started,Javonte Williams,RB,BN,11.7
2021,3,Malle ❤️ 🐸,Voldemort,Should Have Benched,Damien Harris,RB,RB,2.1
2021,3,Malle ❤️ 🐸,Voldemort,Should Have Benched,Tyreek Hill,WR,WR,7.2
2021,3,Malle ❤️ 🐸,Voldemort,Should Have Started,Adam Thielen,WR,BN,14.0
2021,3,Malle ❤️ 🐸,Voldemort,Should Have Started,Alexander Mattison,RB,BN,20.1
2021,3,Patty Primetimes,Ginger FC,Should Have Benched,Dallas Goedert,TE,TE,7.6
2021,3,Patty Primetimes,Ginger FC,Should Have Benched,Kenyan Drake,RB,W/R/T,7.2
2021,3,Patty Primetimes,Ginger FC,Should Have Started,Mike Gesicki,TE,BN,13.6
2021,3,Patty Primetimes,Ginger FC,Should Have Started,Clyde Edwards-Helaire,RB,BN,15.9
2021,3,Pop Lockett Drop it,malle_dips_pouches,Should Have Benched,Courtland Sutton,WR,W/R/T,6.2
2021,3,Pop Lockett Drop it,malle_dips_pouches,Should Have Benched,Robbie Chosen,WR,WR,1.3
2021,3,Pop Lockett Drop it,malle_dips_pouches,Should Have Started,Henry Ruggs III,WR,BN,10.5
2021,3,Pop Lockett Drop it,malle_dips_pouches,Should Have Started,Jamaal Williams,RB,BN,13.7
2021,3,Post Mahomes,Big Sack Jack,Should Have Benched,Jonathan Taylor,RB,RB,7.7
2021,3,Post Mahomes,Big Sack Jack,Should Have Benched,CeeDee Lamb,WR,W/R/T,8.0
2021,3,Post Mahomes,Big Sack Jack,Should Have Benched,Rondale Moore,WR,WR,1.4
2021,3,Post Mahomes,Big Sack Jack,Should Have Started,Zack Moss,RB,BN,16.6
2021,3,Post Mahomes,Big Sack Jack,Should Have Started,Brandon Aiyuk,WR,BN,12.5
2021,3,Post Mahomes,Big Sack Jack,Should Have Started,Kenny Golladay,WR,BN,8.4
2021,3,The Big Gronkowski,Joe Mantegna,Should Have Benched,Darren Waller,TE,TE,7.9
2021,3,The Big Gronkowski,Joe Mantegna,Should Have Benched,Chase Claypool,WR,W/R/T,14.1
2021,3,The Big Gronkowski,Joe Mantegna,Should Have Benched,Tyler Lockett,WR,WR,5.1
2021,3,The Big Gronkowski,Joe Mantegna,Should Have Started,Nyheim Miller-Hines,RB,BN,16.4
2021,3,The Big Gronkowski,Joe Mantegna,Should Have Started,Cole Beasley,WR,BN,15.3
2021,3,The Big Gronkowski,Joe Mantegna,Should Have Started,Gerald Everett,TE,BN,7.9
2021,3,ThreatLevelMidnight,Uncle Rico,Should Have Benched,Mike Davis,RB,RB,9.0
2021,3,ThreatLevelMidnight,Uncle Rico,Should Have Benched,Trey Sermon,FLEX,W/R/T,10.4
2021,3,ThreatLevelMidnight,Uncle Rico,Should Have Started,Chuba Hubbard,RB,BN,9.4
2021,3,ThreatLevelMidnight,Uncle Rico,Should Have Started,Jakobi Meyers,WR,BN,13.9
2021,3,Uncle Rico,ThreatLevelMidnight,Should Have Benched,Allen Robinson,WR,WR,3.7
2021,3,Uncle Rico,ThreatLevelMidnight,Should Have Started,Tim Patrick,WR,BN,12.3
2021,3,Voldemort,Malle ❤️ 🐸,Should Have Benched,David Montgomery,RB,RB,6.5
2021,3,Voldemort,Malle ❤️ 🐸,Should Have Benched,Nick Chubb,RB,RB,8.4
2021,3,Voldemort,Malle ❤️ 🐸,Should Have Benched,Deebo Samuel Sr.,WR,W/R/T,7.7
2021,3,Voldemort,Malle ❤️ 🐸,Should Have Started,Cordarrelle Patterson,RB,BN,13.2
2021,3,Voldemort,Malle ❤️ 🐸,Should Have Started,Chase Edmonds,RB,BN,11.0
2021,3,Voldemort,Malle ❤️ 🐸,Should Have Started,Christian Kirk,WR,BN,13.9
2021,3,malle_dips_pouches,Pop Lockett Drop it,Should Have Benched,Aaron Jones Sr.,RB,RB,16.6
2021,3,malle_dips_pouches,Pop Lockett Drop it,Should Have Benched,A.J. Brown,WR,WR,0.3
2021,3,malle_dips_pouches,Pop Lockett Drop it,Should Have Started,Mike Williams,WR,BN,29.7
2021,3,malle_dips_pouches,Pop Lockett Drop it,Should Have Started,James Conner,RB,BN,17.8
2021,4,Big Sack Jack,Ginger FC,Should Have Benched,Melvin Gordon III,RB,W/R/T,7.7
2021,4,Big Sack Jack,Ginger FC,Should Have Benched,JuJu Smith-Schuster,WR,WR,2.1
2021,4,Big Sack Jack,Ginger FC,Should Have Started,Josh Jacobs,RB,BN,8.2
2021,4,Big Sack Jack,Ginger FC,Should Have Started,Marquez Callaway,WR,BN,8.4
2021,4,Ginger FC,Big Sack Jack,Should Have Benched,DeAndre Hopkins,WR,WR,8.7
2021,4,Ginger FC,Big Sack Jack,Should Have Started,Devin Singletary,RB,BN,9.1
2021,4,Joe Mantegna,Malle ❤️ 🐸,Should Have Benched,Miles Sanders,RB,RB,6.2
2021,4,Joe Mantegna,Malle ❤️ 🐸,Should Have Benched,Myles Gaskin,RB,RB,0.3
2021,4,Joe Mantegna,Malle ❤️ 🐸,Should Have Benched,George Kittle,TE,TE,6.0
2021,4,Joe Mantegna,Malle ❤️ 🐸,Should Have Benched,Dalvin Cook,RB,W/R/T,5.4
2021,4,Joe Mantegna,Malle ❤️ 🐸,Should Have Started,Brandon Bolden,RB,BN,8.1
2021,4,Joe Mantegna,Malle ❤️ 🐸,Should Have Started,Hunter Renfrow,WR,BN,13.5
2021,4,Joe Mantegna,Malle ❤️ 🐸,Should Have Started,Jared Cook,TE,BN,16.0
2021,4,Joe Mantegna,Malle ❤️ 🐸,Should Have Started,Ronald Jones,RB,BN,8.5
2021,4,Malle ❤️ 🐸,Joe Mantegna,Should Have Benched,Tom Brady,QB,QB,11.06
2021,4,Malle ❤️ 🐸,Joe Mantegna,Should Have Benched,T.J. Hockenson,TE,TE,6.2
2021,4,Malle ❤️ 🐸,Joe Mantegna,Should Have Started,Jalen Hurts,QB,BN,32.18
2021,4,Malle ❤️ 🐸,Joe Mantegna,Should Have Started,Jonnu Smith,TE,BN,8.9
2021,4,Patty Primetimes,Voldemort,Should Have Benched,Josh Allen,QB,QB,25.02
2021,4,Patty Primetimes,Voldemort,Should Have Benched,Chris Carson,RB,RB,3.6
2021,4,Patty Primetimes,Voldemort,Should Have Benched,Chester Rogers,WR,WR,8.8
2021,4,Patty Primetimes,Voldemort,Should Have Started,Darnell Mooney,WR,BN,16.0
2021,4,Patty Primetimes,Voldemort,Should Have Started,Matt Ryan,QB,BN,37.02
2021,4,Patty Primetimes,Voldemort,Should Have Started,Mike Gesicki,TE,BN,14.2
2021,4,Pop Lockett Drop it,Uncle Rico,Should Have Benched,Courtland Sutton,WR,W/R/T,6.2
2021,4,Pop Lockett Drop it,Uncle Rico,Should Have Benched,Robbie Chosen,WR,WR,7.4
2021,4,Pop Lockett Drop it,Uncle Rico,Should Have Started,DeVante Parker,WR,BN,15.7
2021,4,Pop Lockett Drop it,Uncle Rico,Should Have Started,Hollywood Brown,WR,BN,17.1
2021,4,Post Mahomes,malle_dips_pouches,Should Have Benched,CeeDee Lamb,WR,WR,2.3
2021,4,Post Mahomes,malle_dips_pouches,Should Have Started,J.D. McKissic,RB,BN,14.4
2021,4,The Big Gronkowski,ThreatLevelMidnight,Should Have Benched,Matthew Stafford,QB,QB,24.3
2021,4,The Big Gronkowski,ThreatLevelMidnight,Should Have Benched,Cole Beasley,WR,WR,2.6
2021,4,The Big Gronkowski,ThreatLevelMidnight,Should Have Started,AJ Dillon,RB,BN,10.2
2021,4,The Big Gronkowski,ThreatLevelMidnight,Should Have Started,Joe Burrow,QB,BN,26.32
2021,4,ThreatLevelMidnight,The Big Gronkowski,Should Have Benched,Chuba Hubbard,RB,RB,8.1
2021,4,ThreatLevelMidnight,The Big Gronkowski,Should Have Benched,Chris Godwin Jr.,WR,WR,7.0
2021,4,ThreatLevelMidnight,The Big Gronkowski,Should Have Started,Jakobi Meyers,WR,BN,12.8
2021,4,ThreatLevelMidnight,The Big Gronkowski,Should Have Started,Mike Davis,RB,BN,9.6
2021,4,Uncle Rico,Pop Lockett Drop it,Should Have Benched,Peyton Barber,RB,RB,0.0
2021,4,Uncle Rico,Pop Lockett Drop it,Should Have Benched,Odell Beckham Jr.,WR,W/R/T,4.1
2021,4,Uncle Rico,Pop Lockett Drop it,Should Have Started,Antonio Brown,WR,BN,9.8
2021,4,Uncle Rico,Pop Lockett Drop it,Should Have Started,Michael Carter,RB,BN,9.9
2021,4,Voldemort,Patty Primetimes,Should Have Benched,Nick Chubb,RB,RB,11.0
2021,4,Voldemort,Patty Primetimes,Should Have Benched,Calvin Ridley,WR,WR,11.5
2021,4,Voldemort,Patty Primetimes,Should Have Started,Cordarrelle Patterson,RB,BN,32.1
2021,4,Voldemort,Patty Primetimes,Should Have Started,Chase Edmonds,RB,BN,15.9
2021,4,malle_dips_pouches,Post Mahomes,Should Have Benched,Aaron Jones Sr.,RB,RB,9.4
2021,4,malle_dips_pouches,Post Mahomes,Should Have Benched,D'Andre Swift,RB,RB,6.9
2021,4,malle_dips_pouches,Post Mahomes,Should Have Benched,Logan Thomas,TE,TE,0.0
2021,4,malle_dips_pouches,Post Mahomes,Should Have Benched,Mike Williams,WR,W/R/T,1.6
2021,4,malle_dips_pouches,Post Mahomes,Should Have Started,Evan Engram,TE,BN,4.9
2021,4,malle_dips_pouches,Post Mahomes,Should Have Started,James Conner,RB,BN,19.6
2021,4,malle_dips_pouches,Post Mahomes,Should Have Started,Kareem Hunt,RB,BN,15.6
2021,4,malle_dips_pouches,Post Mahomes,Should Have Started,Darrel Williams,RB,BN,12.8
2021,5,Big Sack Jack,Patty Primetimes,Should Have Benched,Melvin Gordon III,RB,W/R/T,5.3
2021,5,Big Sack Jack,Patty Primetimes,Should Have Benched,DJ Moore,WR,WR,6.3
2021,5,Big Sack Jack,Patty Primetimes,Should Have Started,Marquez Callaway,WR,BN,22.5
2021,5,Big Sack Jack,Patty Primetimes,Should Have Started,Mecole Hardman Jr.,WR,BN,12.1
2021,5,Joe Mantegna,Voldemort,Should Have Benched,Ronald Jones,RB,RB,4.1
2021,5,Joe Mantegna,Voldemort,Should Have Benched,A.J. Green,WR,W/R/T,1.8
2021,5,Joe Mantegna,Voldemort,Should Have Started,Hunter Renfrow,WR,BN,8.6
2021,5,Joe Mantegna,Voldemort,Should Have Started,Myles Gaskin,RB,BN,26.9
2021,5,Malle ❤️ 🐸,ThreatLevelMidnight,Should Have Benched,Mark Ingram II,RB,RB,4.1
2021,5,Malle ❤️ 🐸,ThreatLevelMidnight,Should Have Benched,T.J. Hockenson,TE,TE,3.2
2021,5,Malle ❤️ 🐸,ThreatLevelMidnight,Should Have Started,Alexander Mattison,RB,BN,22.8
2021,5,Malle ❤️ 🐸,ThreatLevelMidnight,Should Have Started,Jonnu Smith,TE,BN,4.2
2021,5,Patty Primetimes,Big Sack Jack,Should Have Benched,Clyde Edwards-Helaire,RB,W/R/T,2.9
2021,5,Patty Primetimes,Big Sack Jack,Should Have Started,Darnell Mooney,WR,BN,5.0
2021,5,Pop Lockett Drop it,The Big Gronkowski,Should Have Benched,Jamaal Williams,RB,RB,7.5
2021,5,Pop Lockett Drop it,The Big Gronkowski,Should Have Started,Sony Michel,RB,BN,11.0
2021,5,Post Mahomes,Uncle Rico,Should Have Benched,Saquon Barkley,RB,RB,0.9
2021,5,Post Mahomes,Uncle Rico,Should Have Benched,Odell Beckham Jr.,WR,W/R/T,3.0
2021,5,Post Mahomes,Uncle Rico,Should Have Started,Tony Pollard,RB,BN,12.3
2021,5,Post Mahomes,Uncle Rico,Should Have Started,Zack Moss,RB,BN,10.7
2021,5,The Big Gronkowski,Pop Lockett Drop it,Should Have Benched,Matthew Stafford,QB,QB,19.5
2021,5,The Big Gronkowski,Pop Lockett Drop it,Should Have Benched,Cole Beasley,WR,W/R/T,1.0
2021,5,The Big Gronkowski,Pop Lockett Drop it,Should Have Benched,Cooper Kupp,WR,WR,12.7
2021,5,The Big Gronkowski,Pop Lockett Drop it,Should Have Benched,Tyler Lockett,WR,WR,8.2
2021,5,The Big Gronkowski,Pop Lockett Drop it,Should Have Started,AJ Dillon,RB,BN,15.9
2021,5,The Big Gronkowski,Pop Lockett Drop it,Should Have Started,Chase Claypool,WR,BN,21.5
2021,5,The Big Gronkowski,Pop Lockett Drop it,Should Have Started,Joe Burrow,QB,BN,24.34
2021,5,The Big Gronkowski,Pop Lockett Drop it,Should Have Started,Michael Pittman Jr.,WR,BN,17.9
2021,5,ThreatLevelMidnight,Malle ❤️ 🐸,Should Have Benched,Jaylen Waddle,WR,W/R/T,4.3
2021,5,ThreatLevelMidnight,Malle ❤️ 🐸,Should Have Started,Samaje Perine,RB,BN,16.3
2021,5,Uncle Rico,Post Mahomes,Should Have Benched,Latavius Murray,RB,RB,4.0
2021,5,Uncle Rico,Post Mahomes,Should Have Benched,Allen Robinson,WR,WR,5.2
2021,5,Uncle Rico,Post Mahomes,Should Have Started,Khalil Herbert,RB,BN,7.5
2021,5,Uncle Rico,Post Mahomes,Should Have Started,Tim Patrick,WR,BN,12.4
2021,5,Voldemort,Joe Mantegna,Should Have Benched,Deebo Samuel Sr.,WR,W/R/T,14.6
2021,5,Voldemort,Joe Mantegna,Should Have Started,Emmanuel Sanders,WR,BN,18.9
2021,5,malle_dips_pouches,Ginger FC,Should Have Benched,Marvin Jones Jr.,WR,W/R/T,3.0
2021,5,malle_dips_pouches,Ginger FC,Should Have Benched,Tyler Boyd,WR,WR,4.4
2021,5,malle_dips_pouches,Ginger FC,Should Have Started,Kareem Hunt,RB,BN,23.4
2021,5,malle_dips_pouches,Ginger FC,Should Have Started,Mike Williams,WR,BN,32.5
2021,6,Ginger FC,Uncle Rico,Should Have Benched,Amari Cooper,WR,W/R/T,8.0
2021,6,Ginger FC,Uncle Rico,Should Have Started,T.Y. Hilton,WR,BN,10.0
2021,6,Joe Mantegna,Patty Primetimes,Should Have Benched,Justin Herbert,QB,QB,14.0
2021,6,Joe Mantegna,Patty Primetimes,Should Have Benched,Myles Gaskin,RB,RB,2.4
2021,6,Joe Mantegna,Patty Primetimes,Should Have Benched,Terry McLaurin,WR,WR,4.8
2021,6,Joe Mantegna,Patty Primetimes,Should Have Started,Dalvin Cook,RB,BN,21.3
2021,6,Joe Mantegna,Patty Primetimes,Should Have Started,Hunter Renfrow,WR,BN,5.1
2021,6,Joe Mantegna,Patty Primetimes,Should Have Started,Kirk Cousins,QB,BN,34.52
2021,6,Malle ❤️ 🐸,Pop Lockett Drop it,Should Have Benched,Tom Brady,QB,QB,22.98
2021,6,Malle ❤️ 🐸,Pop Lockett Drop it,Should Have Benched,Mike Evans,WR,W/R/T,3.7
2021,6,Malle ❤️ 🐸,Pop Lockett Drop it,Should Have Started,Jalen Hurts,QB,BN,28.0
2021,6,Malle ❤️ 🐸,Pop Lockett Drop it,Should Have Started,Adam Thielen,WR,BN,24.3
2021,6,Patty Primetimes,Joe Mantegna,Should Have Benched,DeVonta Smith,WR,WR,4.1
2021,6,Patty Primetimes,Joe Mantegna,Should Have Started,Hunter Henry,TE,BN,9.5
2021,6,Pop Lockett Drop it,Malle ❤️ 🐸,Should Have Benched,Jamaal Williams,RB,RB,1.4
2021,6,Pop Lockett Drop it,Malle ❤️ 🐸,Should Have Benched,Hollywood Brown,WR,WR,5.5
2021,6,Pop Lockett Drop it,Malle ❤️ 🐸,Should Have Started,Henry Ruggs III,WR,BN,17.2
2021,6,Pop Lockett Drop it,Malle ❤️ 🐸,Should Have Started,Sony Michel,RB,BN,4.2
2021,6,Post Mahomes,The Big Gronkowski,Should Have Benched,Zack Moss,RB,W/R/T,4.9
2021,6,Post Mahomes,The Big Gronkowski,Should Have Started,J.D. McKissic,RB,BN,15.0
2021,6,The Big Gronkowski,Post Mahomes,Should Have Benched,Antonio Gibson,RB,RB,3.4
2021,6,The Big Gronkowski,Post Mahomes,Should Have Benched,Michael Pittman Jr.,WR,W/R/T,4.8
2021,6,The Big Gronkowski,Post Mahomes,Should Have Benched,Chase Claypool,WR,WR,2.7
2021,6,The Big Gronkowski,Post Mahomes,Should Have Started,AJ Dillon,RB,BN,5.9
2021,6,The Big Gronkowski,Post Mahomes,Should Have Started,Cole Beasley,WR,BN,18.3
2021,6,The Big Gronkowski,Post Mahomes,Should Have Started,Gerald Everett,TE,BN,5.0
2021,6,ThreatLevelMidnight,Voldemort,Should Have Benched,Chris Godwin Jr.,WR,WR,6.8
2021,6,ThreatLevelMidnight,Voldemort,Should Have Started,Jaylen Waddle,WR,BN,24.0
2021,6,Uncle Rico,Ginger FC,Should Have Benched,Allen Robinson,WR,W/R/T,7.3
2021,6,Uncle Rico,Ginger FC,Should Have Benched,Ja'Marr Chase,WR,WR,11.7
2021,6,Uncle Rico,Ginger FC,Should Have Started,Latavius Murray,RB,BN,12.6
2021,6,Uncle Rico,Ginger FC,Should Have Started,Tim Patrick,WR,BN,11.7
2021,6,Voldemort,ThreatLevelMidnight,Should Have Benched,Justin Jefferson,WR,WR,10.0
2021,6,Voldemort,ThreatLevelMidnight,Should Have Started,Christian Kirk,WR,BN,16.0
2021,6,malle_dips_pouches,Big Sack Jack,Should Have Benched,Ryan Tannehill,QB,QB,13.94
2021,6,malle_dips_pouches,Big Sack Jack,Should Have Benched,Mike Williams,WR,WR,3.7
2021,6,malle_dips_pouches,Big Sack Jack,Should Have Started,Kareem Hunt,RB,BN,9.3
2021,6,malle_dips_pouches,Big Sack Jack,Should Have Started,Sam Darnold,QB,BN,18.08
2021,7,Big Sack Jack,Uncle Rico,Should Have Benched,Marquez Callaway,WR,WR,4.7
2021,7,Big Sack Jack,Uncle Rico,Should Have Started,Kenny Gainwell,RB,BN,12.1
2021,7,Joe Mantegna,ThreatLevelMidnight,Should Have Benched,Miles Sanders,RB,RB,3.2
2021,7,Joe Mantegna,ThreatLevelMidnight,Should Have Started,Ronald Jones,RB,BN,4.3
2021,7,Patty Primetimes,malle_dips_pouches,Should Have Benched,Julio Jones,WR,W/R/T,4.8
2021,7,Patty Primetimes,malle_dips_pouches,Should Have Started,Hunter Henry,TE,BN,9.3
2021,7,Pop Lockett Drop it,Voldemort,Should Have Benched,Sony Michel,RB,RB,0.4
2021,7,Pop Lockett Drop it,Voldemort,Should Have Started,Jamaal Williams,RB,BN,5.7
2021,7,Post Mahomes,Malle ❤️ 🐸,Should Have Benched,Darrel Williams,RB,RB,6.5
2021,7,Post Mahomes,Malle ❤️ 🐸,Should Have Benched,Amon-Ra St. Brown,WR,WR,0.0
2021,7,Post Mahomes,Malle ❤️ 🐸,Should Have Started,Odell Beckham Jr.,WR,BN,3.3
2021,7,Post Mahomes,Malle ❤️ 🐸,Should Have Started,Michael Carter,RB,BN,12.4
2021,7,The Big Gronkowski,Ginger FC,Should Have Benched,Matthew Stafford,QB,QB,33.16
2021,7,The Big Gronkowski,Ginger FC,Should Have Benched,AJ Dillon,RB,RB,-0.7
2021,7,The Big Gronkowski,Ginger FC,Should Have Benched,Darren Waller,TE,TE,0.0
2021,7,The Big Gronkowski,Ginger FC,Should Have Started,Gerald Everett,TE,BN,3.8
2021,7,The Big Gronkowski,Ginger FC,Should Have Started,Joe Burrow,QB,BN,33.64
2021,7,The Big Gronkowski,Ginger FC,Should Have Started,Nyheim Miller-Hines,RB,BN,1.7
2021,7,ThreatLevelMidnight,Joe Mantegna,Should Have Benched,Darrell Henderson Jr.,RB,RB,7.9
2021,7,ThreatLevelMidnight,Joe Mantegna,Should Have Benched,Chuba Hubbard,RB,W/R/T,7.6
2021,7,ThreatLevelMidnight,Joe Mantegna,Should Have Started,Elijah Mitchell,RB,BN,16.7
2021,7,ThreatLevelMidnight,Joe Mantegna,Should Have Started,Jaylen Waddle,WR,BN,11.8
2021,7,Voldemort,Pop Lockett Drop it,Should Have Benched,Calvin Ridley,WR,WR,10.6
2021,7,Voldemort,Pop Lockett Drop it,Should Have Started,Christian Kirk,WR,BN,13.0
2021,7,malle_dips_pouches,Patty Primetimes,Should Have Benched,Aaron Jones Sr.,RB,RB,6.4
2021,7,malle_dips_pouches,Patty Primetimes,Should Have Started,James Conner,RB,BN,12.4
2021,8,Big Sack Jack,The Big Gronkowski,Should Have Benched,Cardinals - DEF,DEF,DEF,1.0
2021,8,Big Sack Jack,The Big Gronkowski,Should Have Benched,Dalton Schultz,TE,TE,2.1
2021,8,Big Sack Jack,The Big Gronkowski,Should Have Benched,Marquez Callaway,WR,WR,4.5
2021,8,Big Sack Jack,The Big Gronkowski,Should Have Started,Cowboys - DEF,DEF,BN,2.0
2021,8,Big Sack Jack,The Big Gronkowski,Should Have Started,Dallas Goedert,TE,BN,10.2
2021,8,Big Sack Jack,The Big Gronkowski,Should Have Started,Mecole Hardman Jr.,WR,BN,8.8
2021,8,Ginger FC,Malle ❤️ 🐸,Should Have Benched,Leonard Fournette,RB,RB,5.8
2021,8,Ginger FC,Malle ❤️ 🐸,Should Have Started,Amari Cooper,WR,BN,22.2
2021,8,Joe Mantegna,Pop Lockett Drop it,Should Have Benched,Terry McLaurin,WR,W/R/T,5.0
2021,8,Joe Mantegna,Pop Lockett Drop it,Should Have Started,Jarvis Landry,WR,BN,7.5
2021,8,Malle ❤️ 🐸,Ginger FC,Should Have Benched,Mike Evans,WR,WR,11.8
2021,8,Malle ❤️ 🐸,Ginger FC,Should Have Started,Adam Thielen,WR,BN,16.8
2021,8,Patty Primetimes,ThreatLevelMidnight,Should Have Benched,DeVonta Smith,WR,WR,2.0
2021,8,Patty Primetimes,ThreatLevelMidnight,Should Have Started,Rondale Moore,WR,BN,2.0
2021,8,Pop Lockett Drop it,Joe Mantegna,Should Have Benched,Jamaal Williams,RB,RB,0.0
2021,8,Pop Lockett Drop it,Joe Mantegna,Should Have Started,Sony Michel,RB,BN,6.6
2021,8,Post Mahomes,Voldemort,Should Have Benched,Zack Moss,RB,RB,8.8
2021,8,Post Mahomes,Voldemort,Should Have Started,Michael Carter,RB,BN,27.7
2021,8,The Big Gronkowski,Big Sack Jack,Should Have Benched,Antonio Gibson,RB,RB,6.9
2021,8,The Big Gronkowski,Big Sack Jack,Should Have Started,AJ Dillon,RB,BN,7.8
2021,8,ThreatLevelMidnight,Patty Primetimes,Should Have Benched,Chuba Hubbard,RB,W/R/T,13.6
2021,8,ThreatLevelMidnight,Patty Primetimes,Should Have Benched,Kadarius Toney,WR,WR,5.36
2021,8,ThreatLevelMidnight,Patty Primetimes,Should Have Started,Elijah Mitchell,RB,BN,19.7
2021,8,ThreatLevelMidnight,Patty Primetimes,Should Have Started,Jakobi Meyers,WR,BN,7.6
2021,8,Uncle Rico,malle_dips_pouches,Should Have Benched,Allen Robinson,WR,WR,3.6
2021,8,Uncle Rico,malle_dips_pouches,Should Have Started,Tim Patrick,WR,BN,7.9
2021,8,Voldemort,Post Mahomes,Should Have Benched,Emmanuel Sanders,WR,W/R/T,0.0
2021,8,Voldemort,Post Mahomes,Should Have Benched,Justin Jefferson,WR,WR,3.1
2021,8,Voldemort,Post Mahomes,Should Have Started,Chase Edmonds,RB,BN,14.4
2021,8,Voldemort,Post Mahomes,Should Have Started,Robert Woods,WR,BN,19.2
2021,8,malle_dips_pouches,Uncle Rico,Should Have Benched,D'Andre Swift,RB,RB,5.6
2021,8,malle_dips_pouches,Uncle Rico,Should Have Benched,Mo Alie-Cox,TE,TE,0.0
2021,8,malle_dips_pouches,Uncle Rico,Should Have Benched,Jerry Jeudy,WR,W/R/T,5.9
2021,8,malle_dips_pouches,Uncle Rico,Should Have Benched,Mike Williams,WR,WR,2.9
2021,8,malle_dips_pouches,Uncle Rico,Should Have Started,D'Ernest Johnson,RB,BN,9.4
2021,8,malle_dips_pouches,Uncle Rico,Should Have Started,James Conner,RB,BN,14.2
2021,8,malle_dips_pouches,Uncle Rico,Should Have Started,Logan Thomas,TE,BN,0.0
2021,8,malle_dips_pouches,Uncle Rico,Should Have Started,Tyler Boyd,WR,BN,17.24
2021,9,Big Sack Jack,Malle ❤️ 🐸,Should Have Benched,Cowboys - DEF,DEF,DEF,3.0
2021,9,Big Sack Jack,Malle ❤️ 🐸,Should Have Benched,Dallas Goedert,TE,W/R/T,5.8
2021,9,Big Sack Jack,Malle ❤️ 🐸,Should Have Benched,Mecole Hardman Jr.,WR,WR,3.5
2021,9,Big Sack Jack,Malle ❤️ 🐸,Should Have Started,Cardinals - DEF,DEF,BN,12.0
2021,9,Big Sack Jack,Malle ❤️ 🐸,Should Have Started,Kenny Gainwell,RB,BN,6.3
2021,9,Big Sack Jack,Malle ❤️ 🐸,Should Have Started,Marquez Callaway,WR,BN,10.0
2021,9,Patty Primetimes,Uncle Rico,Should Have Benched,Josh Allen,QB,QB,11.56
2021,9,Patty Primetimes,Uncle Rico,Should Have Benched,Julio Jones,WR,W/R/T,5.5
2021,9,Patty Primetimes,Uncle Rico,Should Have Started,Derek Carr,QB,BN,14.34
2021,9,Patty Primetimes,Uncle Rico,Should Have Started,Hunter Henry,TE,BN,8.9
2021,9,Pop Lockett Drop it,ThreatLevelMidnight,Should Have Benched,Courtland Sutton,WR,W/R/T,3.4
2021,9,Pop Lockett Drop it,ThreatLevelMidnight,Should Have Started,Kenyan Drake,RB,BN,13.0
2021,9,Post Mahomes,Joe Mantegna,Should Have Benched,Zack Moss,RB,W/R/T,3.4
2021,9,Post Mahomes,Joe Mantegna,Should Have Benched,CeeDee Lamb,WR,WR,3.3
2021,9,Post Mahomes,Joe Mantegna,Should Have Started,Kenny Golladay,WR,BN,3.8
2021,9,Post Mahomes,Joe Mantegna,Should Have Started,Darrel Williams,RB,BN,9.2
2021,9,The Big Gronkowski,malle_dips_pouches,Should Have Benched,Chase Claypool,WR,WR,5.8
2021,9,The Big Gronkowski,malle_dips_pouches,Should Have Started,Nyheim Miller-Hines,RB,BN,18.8
2021,9,ThreatLevelMidnight,Pop Lockett Drop it,Should Have Benched,Kadarius Toney,WR,W/R/T,1.2
2021,9,ThreatLevelMidnight,Pop Lockett Drop it,Should Have Started,Elijah Mitchell,RB,BN,10.4
2021,9,Uncle Rico,Patty Primetimes,Should Have Benched,Khalil Herbert,RB,RB,1.3
2021,9,Uncle Rico,Patty Primetimes,Should Have Benched,Ja'Marr Chase,WR,WR,5.9
2021,9,Uncle Rico,Patty Primetimes,Should Have Benched,Van Jefferson,WR,WR,5.6
2021,9,Uncle Rico,Patty Primetimes,Should Have Started,Allen Robinson,WR,BN,8.8
2021,9,Uncle Rico,Patty Primetimes,Should Have Started,Randall Cobb,WR,BN,6.5
2021,9,Uncle Rico,Patty Primetimes,Should Have Started,Tim Patrick,WR,BN,16.5
2021,9,Voldemort,Ginger FC,Should Have Benched,Deebo Samuel Sr.,WR,WR,8.8
2021,9,Voldemort,Ginger FC,Should Have Started,Christian Kirk,WR,BN,13.42
2021,9,malle_dips_pouches,The Big Gronkowski,Should Have Benched,Aaron Jones Sr.,RB,RB,5.3
2021,9,malle_dips_pouches,The Big Gronkowski,Should Have Started,Devonta Freeman,RB,BN,15.3
2021,10,Big Sack Jack,Voldemort,Should Have Benched,Cardinals - DEF,DEF,DEF,3.0
2021,10,Big Sack Jack,Voldemort,Should Have Benched,Dalton Schultz,TE,TE,1.9
2021,10,Big Sack Jack,Voldemort,Should Have Benched,DJ Moore,WR,WR,4.4
2021,10,Big Sack Jack,Voldemort,Should Have Started,Cowboys - DEF,DEF,BN,23.0
2021,10,Big Sack Jack,Voldemort,Should Have Started,Dallas Goedert,TE,BN,3.8
