year,week,fantasy_team,opponent,actual_score,yahoo_team_score,optimal_score,points_left_on_bench,lineup_efficiency_pct,avoidable_start_count,missed_start_count,should_have_benched,should_have_started
2024,2,Ginger FC,The Big Gronkowski,99.94,99.94,104.64,4.7,95.51,1,1,Stefon Diggs (WR),Brian Thomas Jr. (WR)
2024,2,Joe Mantegna,Voldemort,117.26,117.26,123.26,6.0,95.13,1,1,Khalil Shakir (WR),Alec Pierce (WR)
2024,2,Malle ❤️ 🐸,Uncle Rico,120.44,120.44,129.64,9.2,92.9,1,1,D'Andre Swift (RB),Zach Charbonnet (RB)
2024,2,Patty Primetimes,malle_dips_pouches,83.86,83.86,90.36,6.5,92.81,2,2,Travis Kelce (TE) | Xavier Worthy (WR),Khalil Herbert (RB) | Dalton Schultz (TE)
2024,2,Pop Lockett Drop it,Buttermilk Puuump,83.48,83.48,91.84,8.36,90.9,1,1,Jared Goff (QB),Aaron Rodgers (QB)
2024,2,Post Mahomes,ThreatLevelMidnight,105.18,105.18,110.18,5.0,95.46,1,1,Seahawks - DEF (DEF),Chiefs - DEF (DEF)
2024,2,The Big Gronkowski,Ginger FC,120.64,120.64,144.62,23.98,83.42,2,2,Matthew Stafford (QB) | DJ Moore (WR),Joe Burrow (QB) | Jaxon Smith-Njigba (WR)
2024,2,ThreatLevelMidnight,Post Mahomes,133.44,133.44,151.84,18.4,87.88,2,2,Chargers - DEF (DEF) | Ja'Marr Chase (WR),DK Metcalf (WR) | Packers - DEF (DEF)
2024,2,Uncle Rico,Malle ❤️ 🐸,154.42,154.42,160.42,6.0,96.26,1,1,Ravens - DEF (DEF),Vikings - DEF (DEF)
2024,2,Voldemort,Joe Mantegna,109.92,109.92,110.92,1.0,99.1,1,1,George Pickens (WR),Jakobi Meyers (WR)
2024,2,malle_dips_pouches,Patty Primetimes,89.0,89.0,102.4,13.4,86.91,2,2,Kyle Pitts Sr. (TE) | Courtland Sutton (WR),Brian Robinson (RB) | Pat Freiermuth (TE)
2024,3,Buttermilk Puuump,The Big Gronkowski,106.46,106.46,118.06,11.6,90.17,1,1,Isaiah Likely (TE),Jake Ferguson (TE)
2024,3,Ginger FC,Post Mahomes,105.62,105.62,105.62,0.0,100.0,1,1,Brandon Aiyuk (WR),Brian Thomas Jr. (WR)
2024,3,Joe Mantegna,malle_dips_pouches,86.72,86.72,96.42,9.7,89.94,2,2,Josh Downs (WR) | Jaylen Waddle (WR),Courtland Sutton (WR) | Christian Watson (WR)
2024,3,Malle ❤️ 🐸,Patty Primetimes,83.98,83.98,110.46,26.48,76.03,2,2,Anthony Richardson Sr. (QB) | Tony Pollard (RB),Jayden Daniels (QB) | Ladd McConkey (WR)
2024,3,Patty Primetimes,Malle ❤️ 🐸,115.74,115.74,159.58,43.84,72.53,4,4,Ravens - DEF (DEF) | Jalen Hurts (QB) | Zamir White (RB) | Rashid Shaheed (WR),Adam Thielen (WR) | Brock Purdy (QB) | Jaleel McLaughlin (RB) | Vikings - DEF (DEF)
2024,3,Pop Lockett Drop it,Uncle Rico,120.08,120.08,120.08,0.0,100.0,0,0,,
2024,3,Post Mahomes,Ginger FC,125.58,125.58,129.08,3.5,97.29,1,1,Tee Higgins (WR),Keon Coleman (WR)
2024,3,The Big Gronkowski,Buttermilk Puuump,89.46,89.46,94.94,5.48,94.23,1,1,Jared Goff (QB),Aaron Rodgers (QB)
2024,3,ThreatLevelMidnight,Voldemort,133.52,133.52,172.82,39.3,77.26,2,2,J.K. Dobbins (RB) | Calvin Ridley (WR),Diontae Johnson (WR) | Chuba Hubbard (RB)
2024,3,Uncle Rico,Pop Lockett Drop it,68.5,68.5,103.7,35.2,66.06,2,2,Jameson Williams (WR) | Mike Evans (WR),Zack Moss (RB) | Rome Odunze (WR)
2024,3,Voldemort,ThreatLevelMidnight,87.58,87.58,106.18,18.6,82.48,2,2,Josh Jacobs (RB) | James Conner (RB),Jerome Ford (RB) | DK Metcalf (WR)
2024,3,malle_dips_pouches,Joe Mantegna,113.36,113.36,128.56,15.2,88.18,2,2,George Pickens (WR) | Nico Collins (WR),DeAndre Hopkins (WR) | Jakobi Meyers (WR)
2024,4,Buttermilk Puuump,Post Mahomes,97.04,97.04,121.74,24.7,79.71,2,2,Carson Steele (FLEX) | Rashee Rice (WR),Michael Pittman Jr. (WR) | Kareem Hunt (RB)
2024,4,Ginger FC,Voldemort,110.56,110.56,126.86,16.3,87.15,2,2,Brandon Aiyuk (WR) | Amari Cooper (WR),Deebo Samuel Sr. (WR) | Brian Thomas Jr. (WR)
2024,4,Joe Mantegna,ThreatLevelMidnight,92.54,92.54,104.54,12.0,88.52,2,2,Breece Hall (RB) | Garrett Wilson (WR),Jakobi Meyers (WR) | Bucky Irving (RB)
2024,4,Malle ❤️ 🐸,malle_dips_pouches,68.38,68.38,98.78,30.4,69.22,2,2,Steelers - DEF (DEF) | Christian Watson (WR),Josh Downs (WR) | Pat Freiermuth (DEF)
2024,4,Patty Primetimes,Pop Lockett Drop it,117.0,117.0,123.8,6.8,94.51,2,2,Bijan Robinson (RB) | Mike Gesicki (TE),Zack Moss (RB) | Trey McBride (TE)
2024,4,Pop Lockett Drop it,Patty Primetimes,143.72,143.72,144.22,0.5,99.65,1,1,Terry McLaurin (WR),Ladd McConkey (WR)
2024,4,Post Mahomes,Buttermilk Puuump,120.36,120.36,126.66,6.3,95.03,3,3,Najee Harris (RB) | Noah Fant (TE) | Tyreek Hill (WR),Jerry Jeudy (WR) | Colby Parkinson (TE) | Rachaad White (RB)
2024,4,The Big Gronkowski,Uncle Rico,91.4,91.4,117.5,26.1,77.79,2,2,Devin Singletary (RB) | Zay Flowers (WR),D'Andre Swift (RB) | Romeo Doubs (WR)
2024,4,ThreatLevelMidnight,Joe Mantegna,103.78,103.78,132.58,28.8,78.28,3,3,Kyler Murray (QB) | Josh Jacobs (RB) | Chris Godwin Jr. (WR),Jerome Ford (RB) | Christian Kirk (WR) | Baker Mayfield (QB)
2024,4,Uncle Rico,The Big Gronkowski,114.98,114.98,114.98,0.0,100.0,0,0,,
2024,4,Voldemort,Ginger FC,98.4,98.4,127.4,29.0,77.24,2,2,Jonathan Taylor (RB) | Travis Etienne Jr. (RB),Kenneth Walker III (RB) | Chase Brown (RB)
2024,4,malle_dips_pouches,Malle ❤️ 🐸,96.82,96.82,104.32,7.5,92.81,3,3,Vikings - DEF (DEF) | Zamir White (RB) | Tyler Lockett (WR),Marvin Harrison Jr. (WR) | Jaleel McLaughlin (RB) | Ravens - DEF (DEF)
2024,5,Buttermilk Puuump,Voldemort,79.04,79.04,84.94,5.9,93.05,1,1,Travis Etienne Jr. (RB),Chase Brown (RB)
2024,5,Ginger FC,Joe Mantegna,76.86,76.86,128.16,51.3,59.97,3,3,Jordan Love (QB) | Amari Cooper (WR) | Deebo Samuel Sr. (WR),Brandon Aiyuk (WR) | Kirk Cousins (QB) | Brian Thomas Jr. (WR)
2024,5,Joe Mantegna,Ginger FC,102.18,102.18,108.28,6.1,94.37,1,1,George Pickens (WR),Jakobi Meyers (WR)
2024,5,Malle ❤️ 🐸,Pop Lockett Drop it,114.86,114.86,117.46,2.6,97.79,1,1,Marvin Harrison Jr. (WR),Cole Kmet (TE)
2024,5,Patty Primetimes,The Big Gronkowski,133.18,133.18,147.08,13.9,90.55,2,2,Jake Ferguson (TE) | Chris Olave (WR),Isaiah Likely (TE) | Jaxon Smith-Njigba (WR)
2024,5,Pop Lockett Drop it,Malle ❤️ 🐸,109.04,109.04,121.94,12.9,89.42,2,2,C.J. Stroud (QB) | Rome Odunze (WR),Rico Dowdle (RB) | Justin Fields (QB)
2024,5,Post Mahomes,Uncle Rico,93.64,93.64,99.04,5.4,94.55,1,1,Tank Dell (FLEX),Austin Ekeler (RB)
2024,5,The Big Gronkowski,Patty Primetimes,114.02,114.02,114.02,0.0,100.0,0,0,,
2024,5,ThreatLevelMidnight,malle_dips_pouches,127.76,127.76,142.36,14.6,89.74,2,2,Antonio Gibson (RB) | Courtland Sutton (WR),Rhamondre Stevenson (RB) | Pat Freiermuth (TE)
2024,5,Uncle Rico,Post Mahomes,173.32,173.32,173.32,0.0,100.0,0,0,,
2024,5,Voldemort,Buttermilk Puuump,79.26,79.26,87.26,8.0,90.83,2,2,David Njoku (TE) | Keenan Allen (WR),Noah Fant (TE) | Raheem Mostert (RB)
2024,5,malle_dips_pouches,ThreatLevelMidnight,160.9,160.9,169.3,8.4,95.04,3,3,Kyler Murray (QB) | Jordan Mason (RB) | DK Metcalf (WR),Baker Mayfield (QB) | Chris Godwin Jr. (WR) | Christian Kirk (WR)
2024,6,Buttermilk Puuump,Joe Mantegna,110.6,110.6,116.2,5.6,95.18,1,1,Rachaad White (RB),David Njoku (TE)
2024,6,Ginger FC,ThreatLevelMidnight,103.52,103.52,112.02,8.5,92.41,1,1,Dallas Goedert (TE),Cade Otton (TE)
2024,6,Joe Mantegna,Buttermilk Puuump,103.32,103.32,108.12,4.8,95.56,1,1,George Pickens (WR),Hunter Henry (TE)
2024,6,Malle ❤️ 🐸,The Big Gronkowski,62.22,62.22,67.92,5.7,91.61,2,2,Cowboys - DEF (DEF) | Chris Olave (WR),MarShawn Lloyd (DEF) | Isaiah Likely (TE)
2024,6,Patty Primetimes,Post Mahomes,107.62,107.62,113.32,5.7,94.97,1,1,Darnell Mooney (WR),Michael Pittman Jr. (WR)
2024,6,Pop Lockett Drop it,malle_dips_pouches,160.44,160.44,163.14,2.7,98.34,1,1,Courtland Sutton (WR),Josh Downs (WR)
2024,6,Post Mahomes,Patty Primetimes,101.56,101.56,112.26,10.7,90.47,1,1,Bears - DEF (DEF),Tyrone Tracy Jr. (DEF)
2024,6,The Big Gronkowski,Malle ❤️ 🐸,98.36,98.36,124.1,25.74,79.26,2,2,Jalen Hurts (QB) | Marvin Harrison Jr. (WR),Brock Purdy (QB) | Cole Kmet (TE)
2024,6,ThreatLevelMidnight,Ginger FC,77.46,77.46,125.8,48.34,61.57,2,2,Kyler Murray (QB) | James Conner (RB),Chris Godwin Jr. (WR) | Baker Mayfield (QB)
2024,6,Uncle Rico,Voldemort,108.6,108.6,110.7,2.1,98.1,2,2,Chuba Hubbard (RB) | Dontayvion Wicks (WR),Khalil Shakir (WR) | Chase Brown (RB)
2024,6,Voldemort,Uncle Rico,127.98,127.98,142.18,14.2,90.01,1,1,Jauan Jennings (WR),Romeo Doubs (WR)
2024,6,malle_dips_pouches,Pop Lockett Drop it,134.58,134.58,146.38,11.8,91.94,1,1,Mike Evans (WR),Jameson Williams (WR)
2024,7,Buttermilk Puuump,ThreatLevelMidnight,139.9,139.9,147.7,7.8,94.72,1,1,Sam LaPorta (TE),Tucker Kraft (TE)
2024,7,Ginger FC,malle_dips_pouches,112.46,112.46,115.96,3.5,96.98,1,1,Courtland Sutton (WR),Rhamondre Stevenson (RB)
2024,7,Joe Mantegna,Uncle Rico,86.86,86.86,107.98,21.12,80.44,2,2,Patrick Mahomes (QB) | Tank Dell (FLEX),Geno Smith (QB) | Romeo Doubs (WR)
2024,7,Malle ❤️ 🐸,Post Mahomes,104.66,104.66,106.36,1.7,98.4,1,1,Ray-Ray McCloud III (WR),Marvin Harrison Jr. (WR)
2024,7,Patty Primetimes,Voldemort,89.92,89.92,105.92,16.0,84.89,3,3,Jets - DEF (DEF) | Diontae Johnson (WR) | DeMario Douglas (WR),Khalil Shakir (WR) | Calvin Ridley (WR) | Xavier Legette (DEF)
2024,7,Pop Lockett Drop it,The Big Gronkowski,79.54,79.54,84.74,5.2,93.86,1,1,DeVonta Smith (WR),Zack Moss (RB)
2024,7,Post Mahomes,Malle ❤️ 🐸,156.64,156.64,175.04,18.4,89.49,3,3,Chiefs - DEF (DEF) | Deebo Samuel Sr. (WR) | Darnell Mooney (WR),Amari Cooper (WR) | Tyler Goodson (DEF) | Michael Pittman Jr. (WR)
2024,7,The Big Gronkowski,Pop Lockett Drop it,112.34,112.34,112.34,0.0,100.0,0,0,,
2024,7,ThreatLevelMidnight,Buttermilk Puuump,94.6,94.6,134.5,39.9,70.33,2,2,Raheem Mostert (RB) | Tyreek Hill (WR),Rachaad White (RB) | David Njoku (TE)
2024,7,Uncle Rico,Joe Mantegna,102.56,102.56,119.66,17.1,85.71,2,2,Evan Engram (TE) | Wan'Dale Robinson (WR),Bucky Irving (RB) | Hunter Henry (TE)
2024,7,Voldemort,Patty Primetimes,94.04,94.04,100.76,6.72,93.33,2,2,Jayden Daniels (QB) | Xavier Worthy (WR),Ladd McConkey (WR) | Anthony Richardson Sr. (QB)
2024,7,malle_dips_pouches,Ginger FC,113.3,113.3,126.8,13.5,89.35,2,2,Saints - DEF (DEF) | Brandon Aiyuk (WR),49ers - DEF (DEF) | Alexander Mattison (RB)
2024,8,Buttermilk Puuump,Ginger FC,126.74,126.74,158.34,31.6,80.04,2,2,Jordan Love (QB) | Nick Chubb (RB),Alexander Mattison (RB) | Kirk Cousins (QB)
2024,8,Ginger FC,Buttermilk Puuump,113.3,113.3,114.7,1.4,98.78,1,1,Bills - DEF (DEF),Jerry Jeudy (DEF)
2024,8,Joe Mantegna,Patty Primetimes,134.04,134.04,166.96,32.92,80.28,4,4,Jayden Daniels (QB) | Aaron Jones Sr. (RB) | Tank Bigsby (RB) | Cooper Kupp (WR),Tony Pollard (RB) | Ladd McConkey (WR) | Tyrone Tracy Jr. (RB) | Jameis Winston (QB)
2024,8,Malle ❤️ 🐸,Voldemort,122.74,122.74,136.44,13.7,89.96,2,2,Vikings - DEF (DEF) | Tyler Lockett (WR),Ray-Ray McCloud III (WR) | Chargers - DEF (DEF)
2024,8,Patty Primetimes,Joe Mantegna,118.16,118.16,132.32,14.16,89.3,3,3,Tua Tagovailoa (QB) | Breece Hall (RB) | Wan'Dale Robinson (WR),Dak Prescott (QB) | Bucky Irving (RB) | Jakobi Meyers (WR)
2024,8,Pop Lockett Drop it,Post Mahomes,108.82,108.82,118.02,9.2,92.2,2,2,Rico Dowdle (RB) | Jayden Reed (WR),Rome Odunze (WR) | Mike Gesicki (TE)
2024,8,Post Mahomes,Pop Lockett Drop it,125.36,125.36,131.46,6.1,95.36,1,1,Amari Cooper (WR),Jaylen Warren (RB)
2024,8,The Big Gronkowski,malle_dips_pouches,110.34,110.34,157.92,47.58,69.87,4,4,Caleb Williams (QB) | Brian Robinson (RB) | Jaylen Waddle (WR) | Drake London (WR),Courtland Sutton (WR) | Sam Darnold (QB) | Josh Downs (WR) | Rhamondre Stevenson (RB)
2024,8,ThreatLevelMidnight,Uncle Rico,111.28,111.28,112.58,1.3,98.85,1,1,Davante Adams (WR),Romeo Doubs (WR)
2024,8,Uncle Rico,ThreatLevelMidnight,120.28,120.28,138.9,18.62,86.59,3,3,Kyler Murray (QB) | Jordan Mason (RB) | Jalen McMillan (WR),Ricky Pearsall (WR) | Baker Mayfield (QB) | Sam LaPorta (TE)
2024,8,Voldemort,Malle ❤️ 🐸,103.92,103.92,127.82,23.9,81.3,3,3,Jets - DEF (DEF) | Kenneth Walker III (RB) | DeAndre Hopkins (WR),Sterling Shepard (DEF) | Calvin Ridley (WR) | Khalil Shakir (WR)
2024,8,malle_dips_pouches,The Big Gronkowski,82.36,82.36,114.96,32.6,71.64,4,4,Brandon Aubrey (K) | Joe Burrow (QB) | Jake Ferguson (TE) | DJ Moore (WR),Matthew Stafford (QB) | Cameron Dicker (K) | Isaiah Likely (TE) | Chris Olave (WR)
2024,9,Buttermilk Puuump,malle_dips_pouches,77.7,77.7,104.64,26.94,74.25,2,2,Saints - DEF (DEF) | Tyreek Hill (WR),Jordan Addison (WR) | Aaron Rodgers (DEF)
2024,9,Ginger FC,Uncle Rico,117.98,117.98,117.98,0.0,100.0,1,1,Dontayvion Wicks (WR),Stefon Diggs (WR)
2024,9,Joe Mantegna,Malle ❤️ 🐸,124.4,124.4,136.5,12.1,91.14,3,3,Jaleel McLaughlin (RB) | Cole Kmet (TE) | Marvin Harrison Jr. (WR),George Kittle (TE) | Ray-Ray McCloud III (WR) | Zamir White (RB)
2024,9,Malle ❤️ 🐸,Joe Mantegna,99.72,99.72,127.94,28.22,77.94,3,3,Bengals - DEF (DEF) | Dak Prescott (QB) | Wan'Dale Robinson (WR),Demarcus Robinson (DEF) | Tua Tagovailoa (QB) | Hunter Henry (TE)
2024,9,Patty Primetimes,ThreatLevelMidnight,69.06,69.06,88.1,19.04,78.39,2,2,Kyler Murray (QB) | Sam LaPorta (TE),Tucker Kraft (TE) | Baker Mayfield (QB)
2024,9,Pop Lockett Drop it,Voldemort,102.5,102.5,153.6,51.1,66.73,3,3,Kenneth Walker III (RB) | Jonathan Taylor (RB) | Puka Nacua (WR),J.K. Dobbins (RB) | DeAndre Hopkins (WR) | Chase Brown (RB)
2024,9,Post Mahomes,The Big Gronkowski,113.4,113.4,115.7,2.3,98.01,1,1,Michael Pittman Jr. (WR),T.J. Hockenson (TE)
2024,9,The Big Gronkowski,Post Mahomes,128.82,128.82,162.42,33.6,79.31,2,2,Chris Olave (WR) | DJ Moore (WR),Jaxon Smith-Njigba (WR) | Christian Watson (WR)
2024,9,ThreatLevelMidnight,Patty Primetimes,127.96,127.96,127.96,0.0,100.0,0,0,,
2024,9,Uncle Rico,Ginger FC,156.54,156.54,161.72,5.18,96.8,2,2,Patrick Mahomes (QB) | D'Andre Swift (RB),Austin Ekeler (RB) | Geno Smith (QB)
2024,9,Voldemort,Pop Lockett Drop it,119.54,119.54,121.34,1.8,98.52,1,1,David Montgomery (RB),Rome Odunze (WR)
2024,9,malle_dips_pouches,Buttermilk Puuump,88.58,88.58,105.76,17.18,83.76,1,1,A.J. Brown (WR),Courtland Sutton (WR)
2024,10,Buttermilk Puuump,Uncle Rico,97.24,97.24,116.44,19.2,83.51,2,2,Tank Dell (FLEX) | Zay Flowers (WR),Austin Ekeler (RB) | Jauan Jennings (WR)
2024,10,Ginger FC,Patty Primetimes,89.68,89.68,92.58,2.9,96.87,1,1,CeeDee Lamb (WR),Tony Pollard (RB)
2024,10,Joe Mantegna,Pop Lockett Drop it,88.08,88.08,99.28,11.2,88.72,2,2,Jonnu Smith (TE) | Garrett Wilson (WR),Bucky Irving (RB) | Wan'Dale Robinson (WR)
2024,10,Malle ❤️ 🐸,ThreatLevelMidnight,92.38,92.38,100.18,7.8,92.21,2,2,Chargers - DEF (DEF) | Cole Kmet (TE),Ray-Ray McCloud III (WR) | Vikings - DEF (DEF)
2024,10,Patty Primetimes,Ginger FC,79.74,79.74,83.24,3.5,95.8,1,1,Cade Otton (TE),Dallas Goedert (TE)
2024,10,Pop Lockett Drop it,Joe Mantegna,112.18,112.18,113.58,1.4,98.77,1,1,DeVonta Smith (WR),Rome Odunze (WR)
2024,10,Post Mahomes,malle_dips_pouches,93.94,93.94,100.94,7.0,93.07,2,2,Kyle Pitts Sr. (TE) | Josh Downs (WR),Courtland Sutton (WR) | Pat Freiermuth (TE)
2024,10,The Big Gronkowski,Voldemort,102.62,102.62,102.62,0.0,100.0,0,0,,
2024,10,ThreatLevelMidnight,Malle ❤️ 🐸,132.44,132.44,160.94,28.5,82.29,2,2,Falcons - DEF (DEF) | Baker Mayfield (QB),Kyler Murray (QB) | Trey Benson (DEF)
2024,10,Uncle Rico,Buttermilk Puuump,84.3,84.3,94.2,9.9,89.49,2,2,Raheem Mostert (RB) | Jordan Addison (WR),Najee Harris (RB) | Keenan Allen (WR)
2024,10,Voldemort,The Big Gronkowski,86.6,86.6,118.9,32.3,72.83,3,3,Jets - DEF (DEF) | J.K. Dobbins (RB) | DeAndre Hopkins (WR),Chuba Hubbard (RB) | Calvin Ridley (WR) | Diontae Johnson (DEF)
2024,10,malle_dips_pouches,Post Mahomes,123.3,123.3,123.3,0.0,100.0,0,0,,
2024,11,Buttermilk Puuump,Patty Primetimes,145.68,145.68,155.28,9.6,93.82,1,1,Jordan Addison (WR),Jerry Jeudy (WR)
2024,11,Ginger FC,Malle ❤️ 🐸,106.84,106.84,123.24,16.4,86.69,2,2,Lions - DEF (DEF) | Kareem Hunt (RB),Alexander Mattison (RB) | Chris Boswell (DEF)
2024,11,Joe Mantegna,The Big Gronkowski,105.24,105.24,134.8,29.56,78.07,4,4,Joe Burrow (QB) | Braelon Allen (RB) | Jake Ferguson (TE) | DJ Moore (WR),Javonte Williams (RB) | Christian Watson (WR) | Isaiah Likely (TE) | Matthew Stafford (QB)
2024,11,Malle ❤️ 🐸,Ginger FC,113.24,113.24,114.24,1.0,99.12,1,1,Zamir White (RB),Jaleel McLaughlin (RB)
2024,11,Patty Primetimes,Buttermilk Puuump,81.64,81.64,109.8,28.16,74.35,3,3,Jayden Daniels (QB) | Terry McLaurin (WR) | CeeDee Lamb (WR),Xavier Worthy (WR) | Ladd McConkey (WR) | Jameis Winston (QB)
2024,11,Pop Lockett Drop it,ThreatLevelMidnight,83.08,83.08,110.68,27.6,75.06,3,3,Rico Dowdle (RB) | DeVonta Smith (WR) | Jayden Reed (WR),Jameson Williams (WR) | Rome Odunze (WR) | Elijah Moore (WR)
2024,11,Post Mahomes,Voldemort,122.68,122.68,125.98,3.3,97.38,2,2,Deebo Samuel Sr. (WR) | Cedric Tillman (WR),Amari Cooper (WR) | Michael Pittman Jr. (WR)
2024,11,The Big Gronkowski,Joe Mantegna,90.86,90.86,102.02,11.16,89.06,2,2,Brock Purdy (QB) | Garrett Wilson (WR),Tua Tagovailoa (QB) | Jakobi Meyers (WR)
2024,11,ThreatLevelMidnight,Pop Lockett Drop it,111.28,111.28,121.88,10.6,91.3,1,1,Ricky Pearsall (WR),Cam Akers (RB)
2024,11,Uncle Rico,malle_dips_pouches,125.94,125.94,138.14,12.2,91.17,3,3,Kyle Pitts Sr. (TE) | Drake London (WR) | A.J. Brown (WR),Josh Downs (WR) | Rhamondre Stevenson (RB) | Pat Freiermuth (TE)
2024,11,Voldemort,Post Mahomes,110.78,110.78,125.88,15.1,88.0,2,2,Jonathan Taylor (RB) | Calvin Ridley (WR),J.K. Dobbins (RB) | Khalil Shakir (WR)
2024,11,malle_dips_pouches,Uncle Rico,88.84,88.84,104.54,15.7,84.98,2,2,Tank Dell (FLEX) | Davante Adams (WR),Austin Ekeler (RB) | Jauan Jennings (WR)
2024,12,Buttermilk Puuump,Malle ❤️ 🐸,90.46,90.46,105.76,15.3,85.53,2,2,Eagles - DEF (DEF) | Tyreek Hill (WR),Jerry Jeudy (WR) | Keenan Allen (DEF)
2024,12,Ginger FC,Pop Lockett Drop it,90.32,90.32,94.22,3.9,95.86,2,2,Christian McCaffrey (RB) | Quentin Johnston (WR),Brian Thomas Jr. (WR) | Kareem Hunt (RB)
2024,12,Joe Mantegna,Post Mahomes,110.78,110.78,121.08,10.3,91.49,1,1,George Pickens (WR),Jakobi Meyers (WR)
2024,12,Malle ❤️ 🐸,Buttermilk Puuump,115.96,115.96,115.96,0.0,100.0,0,0,,
2024,12,Patty Primetimes,Uncle Rico,106.76,106.76,107.16,0.4,99.63,1,1,Jauan Jennings (WR),Romeo Doubs (WR)
