year,date,team,added_player,acquisition_type,dropped_player,raw_text
2023,"Dec 10, 8:34 am",Post Mahomes,Curtis Samuel,Free Agent,,"
	
Curtis Samuel Buf - WR NA
Free Agent
	
Post Mahomes
Dec 10, 8:34 am"
2023,"Dec 10, 8:34 am",Post Mahomes,,,Christian Kirk,"
	
Christian Kirk SF - WR Q
To Waivers
	
Post Mahomes
Dec 10, 8:34 am"
2023,"Dec 9, 6:16 pm",Voldemort,D'Onta Foreman,Free Agent,Jake Browning,"

	
D'Onta Foreman Cle - RB NA
Free Agent
Jake Browning TB - QB
To Waivers
	
Voldemort
Dec 9, 6:16 pm"
2023,"Dec 8, 4:15 pm",Voldemort,Jake Browning,Free Agent,,"
	
Jake Browning TB - QB
Free Agent
	
Voldemort
Dec 8, 4:15 pm"
2023,"Dec 7, 5:03 pm",malle_dips_pouches,Roschon Johnson,Free Agent,Logan Thomas,"

	
Roschon Johnson Chi - RB
Free Agent
Logan Thomas SF - TE NA
To Waivers
	
malle_dips_pouches
Dec 7, 5:03 pm"
2023,"Dec 7, 11:51 am",Ginger FC,Darren Waller,Free Agent,,"
	
Darren Waller Car - TE
Free Agent
	
Ginger FC
Dec 7, 11:51 am"
2023,"Dec 6, 6:54 pm",Voldemort,Clyde Edwards-Helaire,Free Agent,,"

	
Clyde Edwards-Helaire KC - RB NA
Free Agent
Jake Browning TB - QB
To Free Agent
	
Voldemort
Dec 6, 6:54 pm"
2023,"Dec 6, 2:17 pm",ThreatLevelMidnight,Tyjae Spears,Free Agent,,"
	
Tyjae Spears Ten - RB
Free Agent
	
ThreatLevelMidnight
Dec 6, 2:17 pm"
2023,"Dec 6, 2:17 pm",ThreatLevelMidnight,,,Elijah Mitchell,"
	
Elijah Mitchell KC - RB NA
To Waivers
	
ThreatLevelMidnight
Dec 6, 2:17 pm"
2023,"Dec 6, 9:10 am",Post Mahomes,Packers,Free Agent,Lions,"

	
Packers GB - DEF
Free Agent
Lions Det - DEF
To Waivers
	
Post Mahomes
Dec 6, 9:10 am"
2023,"Dec 6, 9:09 am",Post Mahomes,Saints,Free Agent,,"
	
Saints NO - DEF
Free Agent
	
Post Mahomes
Dec 6, 9:09 am"
2023,"Dec 6, 5:53 am",Voldemort,Matt Gay,Free Agent,Brandon McManus,"

	
Matt Gay LV - K
Free Agent
Brandon McManus GB - K NA
To Waivers
	
Voldemort
Dec 6, 5:53 am"
2023,"Dec 6, 5:47 am",Voldemort,Jake Browning,Free Agent,Gardner Minshew II,"

	
Jake Browning TB - QB
Free Agent
Gardner Minshew II Ari - QB
To Waivers
	
Voldemort
Dec 6, 5:47 am"
2023,"Dec 6, 5:45 am",Voldemort,Jaxon Smith-Njigba,Free Agent,Falcons,"

	
Jaxon Smith-Njigba Sea - WR
Free Agent
Falcons Atl - DEF
To Waivers
	
Voldemort
Dec 6, 5:45 am"
2023,"Dec 6, 2:26 am",Pop Lockett Drop it,Zach Ertz,Waiver,Tyler Higbee,"

	
Zach Ertz Was - TE NA
Waiver
Tyler Higbee LAR - TE Q
To Waivers
	
Pop Lockett Drop it
Dec 6, 2:26 am"
2023,"Dec 6, 2:26 am",Pop Lockett Drop it,Texans,Waiver,Chargers,"

	
Texans Hou - DEF
Waiver
Chargers LAC - DEF
To Waivers
	
Pop Lockett Drop it
Dec 6, 2:26 am"
2023,"Dec 5, 9:49 am",Ginger FC,,,Rams,"
	
Rams LAR - DEF
To Waivers
	
Ginger FC
Dec 5, 9:49 am"
2023,"Dec 3, 10:34 am",The Big Gronkowski,Taysom Hill,Free Agent,Joshua Kelley,"

	
Taysom Hill NO - TE NA
Free Agent
Joshua Kelley Ten - RB NA
To Waivers
	
The Big Gronkowski
Dec 3, 10:34 am"
2023,"Dec 2, 1:24 pm",ThreatLevelMidnight,Tyler Allgeier,Free Agent,D'Ernest Johnson,"

	
Tyler Allgeier Ari - RB
Free Agent
D'Ernest Johnson Ten - RB
To Waivers
	
ThreatLevelMidnight
Dec 2, 1:24 pm"
2023,"Dec 1, 4:27 pm",ThreatLevelMidnight,D'Ernest Johnson,Free Agent,,"
	
D'Ernest Johnson Ten - RB
Free Agent
	
ThreatLevelMidnight
Dec 1, 4:27 pm"
2023,"Nov 29, 6:24 pm",The Big Gronkowski,Chris Boswell,Free Agent,Packers,"

	
Chris Boswell Pit - K
Free Agent
Packers GB - DEF
To Waivers
	
The Big Gronkowski
Nov 29, 6:24 pm"
2023,"Nov 29, 5:07 pm",Post Mahomes,Lions,Free Agent,,"
	
Lions Det - DEF
Free Agent
	
Post Mahomes
Nov 29, 5:07 pm"
2023,"Nov 29, 9:19 am",Pop Lockett Drop it,Tyler Higbee,Free Agent,Tyler Allgeier,"

	
Tyler Higbee LAR - TE Q
Free Agent
Tyler Allgeier Ari - RB
To Waivers
	
Pop Lockett Drop it
Nov 29, 9:19 am"
2023,"Nov 29, 9:16 am",Pop Lockett Drop it,Chargers,Free Agent,Titans,"

	
Chargers LAC - DEF
Free Agent
Titans Ten - DEF
To Waivers
	
Pop Lockett Drop it
Nov 29, 9:16 am"
2023,"Nov 29, 9:14 am",Ginger FC,Rams,Free Agent,,"
	
Rams LAR - DEF
Free Agent
	
Ginger FC
Nov 29, 9:14 am"
2023,"Nov 29, 8:35 am",Voldemort,Gardner Minshew II,Free Agent,Geno Smith,"

	
Gardner Minshew II Ari - QB
Free Agent
Geno Smith NYJ - QB
To Waivers
	
Voldemort
Nov 29, 8:35 am"
2023,"Nov 29, 5:31 am",Uncle Rico,Samaje Perine,Free Agent,Seahawks,"

	
Samaje Perine Cin - RB
Free Agent
Seahawks Sea - DEF
To Waivers
	
Uncle Rico
Nov 29, 5:31 am"
2023,"Nov 29, 5:30 am",Uncle Rico,Chig Okonkwo,Free Agent,Emari Demercado,"

	
Chig Okonkwo Was - TE
Free Agent
Emari Demercado KC - RB
To Waivers
	
Uncle Rico
Nov 29, 5:30 am"
2023,"Nov 29, 5:29 am",Uncle Rico,Miles Sanders,Free Agent,,"
	
Miles Sanders Dal - RB NA
Free Agent
	
Uncle Rico
Nov 29, 5:29 am"
2023,"Nov 29, 5:28 am",Voldemort,Christian Watson,Free Agent,,"
	
Christian Watson GB - WR
Free Agent
	
Voldemort
Nov 29, 5:28 am"
2023,"Nov 29, 5:28 am",Voldemort,,,Jaxon Smith-Njigba,"
	
Jaxon Smith-Njigba Sea - WR
To Waivers
	
Voldemort
Nov 29, 5:28 am"
2023,"Nov 29, 5:28 am",Voldemort,,,Kareem Hunt,"
	
Kareem Hunt KC - RB NA
To Waivers
	
Voldemort
Nov 29, 5:28 am"
2023,"Nov 29, 2:49 am",Ginger FC,DeMario Douglas,Waiver,Tyjae Spears,"

	
DeMario Douglas NE - WR
Waiver
Tyjae Spears Ten - RB
To Waivers
	
Ginger FC
Nov 29, 2:49 am"
2023,"Nov 29, 2:49 am",Voldemort,Falcons,Waiver,D'Onta Foreman,"

	
Falcons Atl - DEF
Waiver
D'Onta Foreman Cle - RB NA
To Waivers
	
Voldemort
Nov 29, 2:49 am"
2023,"Nov 29, 2:49 am",Malle ❤️ 🐸,Jake Elliott,Waiver,Browns,"

	
Jake Elliott Phi - K
Waiver
Browns Cle - DEF
To Waivers
	
Malle ❤️ 🐸
Nov 29, 2:49 am"
2023,"Nov 28, 10:48 am",Post Mahomes,,,Patriots,"
	
Patriots NE - DEF
To Waivers
	
Post Mahomes
Nov 28, 10:48 am"
2023,"Nov 28, 10:48 am",Post Mahomes,,,Ty Chandler,"
	
Ty Chandler NO - RB
To Waivers
	
Post Mahomes
Nov 28, 10:48 am"
2023,"Nov 28, 7:41 am",Ginger FC,,,Luke Musgrave,"
	
Luke Musgrave GB - TE
To Waivers
	
Ginger FC
Nov 28, 7:41 am"
2023,"Nov 27, 8:25 am",ThreatLevelMidnight,,,Roschon Johnson,"
	
Roschon Johnson Chi - RB
To Waivers
	
ThreatLevelMidnight
Nov 27, 8:25 am"
2023,"Nov 26, 2:58 pm",ThreatLevelMidnight,Roschon Johnson,Free Agent,,"
	
Roschon Johnson Chi - RB
Free Agent
	
ThreatLevelMidnight
Nov 26, 2:58 pm"
2023,"Nov 26, 2:58 pm",ThreatLevelMidnight,,,Chase Edmonds,"
	
Chase Edmonds Was - RB NA
To Waivers
	
ThreatLevelMidnight
Nov 26, 2:58 pm"
2023,"Nov 25, 10:17 am",Voldemort,Zack Moss,Free Agent,,"
	
Zack Moss Cin - RB NA
Free Agent
	
Voldemort
Nov 25, 10:17 am"
2023,"Nov 25, 9:15 am",ThreatLevelMidnight,Chase Edmonds,Free Agent,Jeff Wilson Jr.,"

	
Chase Edmonds Was - RB NA
Free Agent
Jeff Wilson Jr. Mia - RB NA
To Waivers
	
ThreatLevelMidnight
Nov 25, 9:15 am"
2023,"Nov 23, 11:55 am",malle_dips_pouches,Zay Jones,Free Agent,Tyler Higbee,"

	
Zay Jones Hou - WR
Free Agent
Tyler Higbee LAR - TE Q
To Waivers
	
malle_dips_pouches
Nov 23, 11:55 am"
2023,"Nov 23, 11:54 am",malle_dips_pouches,Brandin Cooks,Free Agent,Kadarius Toney,"

	
Brandin Cooks NO - WR NA
Free Agent
Kadarius Toney Cle - WR NA
To Waivers
	
malle_dips_pouches
Nov 23, 11:54 am"
2023,"Nov 23, 11:50 am",malle_dips_pouches,Isaiah Likely,Free Agent,,"
	
Isaiah Likely NYG - TE
Free Agent
	
malle_dips_pouches
Nov 23, 11:50 am"
2023,"Nov 22, 1:25 pm",ThreatLevelMidnight,Jeff Wilson Jr.,Free Agent,,"
	
Jeff Wilson Jr. Mia - RB NA
Free Agent
	
ThreatLevelMidnight
Nov 22, 1:25 pm"
2023,"Nov 22, 1:24 pm",ThreatLevelMidnight,Elijah Mitchell,Free Agent,,"
	
Elijah Mitchell KC - RB NA
Free Agent
	
ThreatLevelMidnight
Nov 22, 1:24 pm"
2023,"Nov 22, 1:23 pm",ThreatLevelMidnight,Saints,Free Agent,,"
	
Saints NO - DEF
Free Agent
	
ThreatLevelMidnight
Nov 22, 1:23 pm"
2023,"Nov 22, 11:29 am",Ginger FC,Cade Otton,Free Agent,,"
	
Cade Otton TB - TE
Free Agent
	
Ginger FC
Nov 22, 11:29 am"
2023,"Nov 22, 5:43 am",Voldemort,,,Darrell Henderson Jr.,"
	
Darrell Henderson Jr. LAR - RB NA
To Waivers
	
Voldemort
Nov 22, 5:43 am"
2023,"Nov 22, 2:41 am",Pop Lockett Drop it,Titans,Waiver,Commanders,"

	
Titans Ten - DEF
Waiver
Commanders Was - DEF
To Waivers
	
Pop Lockett Drop it
Nov 22, 2:41 am"
2023,"Nov 22, 2:41 am",Buttermilk Puuump,Ezekiel Elliott,Waiver,Bengals,"

	
Ezekiel Elliott Dal - RB NA
Waiver
Bengals Cin - DEF
To Waivers
	
You Better Park It
Nov 22, 2:41 am"
2023,"Nov 21, 7:10 am",ThreatLevelMidnight,,,Jason Myers,"
	
Jason Myers Sea - K
To Waivers
	
ThreatLevelMidnight
Nov 21, 7:10 am"
2023,"Nov 21, 5:49 am",Uncle Rico,,,Joe Burrow,"
	
Joe Burrow Cin - QB Q
To Waivers
	
Uncle Rico
Nov 21, 5:49 am"
2023,"Nov 20, 10:18 am",Post Mahomes,Patriots,Free Agent,,"
	
Patriots NE - DEF
Free Agent
	
Post Mahomes
Nov 20, 10:18 am"
2023,"Nov 20, 10:17 am",Post Mahomes,,,Rico Dowdle,"
	
Rico Dowdle Pit - RB
To Waivers
	
Post Mahomes
Nov 20, 10:17 am"
2023,"Nov 19, 11:11 am",Malle ❤️ 🐸,Pat Freiermuth,Free Agent,Taylor Heinicke,"

	
Pat Freiermuth Pit - TE
Free Agent
Taylor Heinicke LAC - QB NA
To Waivers
	
Malle ❤️ 🐸
Nov 19, 11:11 am"
2023,"Nov 18, 9:36 am",ThreatLevelMidnight,Steelers,Free Agent,Lions,"

	
Steelers Pit - DEF
Free Agent
Lions Det - DEF
To Waivers
	
ThreatLevelMidnight
Nov 18, 9:36 am"
2023,"Nov 18, 2:20 am",Ginger FC,Tyjae Spears,Waiver,,"
	
Tyjae Spears Ten - RB
Waiver
	
Ginger FC
Nov 18, 2:20 am"
2023,"Nov 17, 2:12 pm",Post Mahomes,Rico Dowdle,Free Agent,,"
	
Rico Dowdle Pit - RB
Free Agent
	
Post Mahomes
Nov 17, 2:12 pm"
2023,"Nov 17, 11:43 am",Voldemort,Geno Smith,Free Agent,,"
	
Geno Smith NYJ - QB
Free Agent
	
Voldemort
Nov 17, 11:43 am"
2023,"Nov 16, 11:22 pm",Post Mahomes,Jayden Reed,Free Agent,,"
	
Jayden Reed GB - WR
Free Agent
	
Post Mahomes
Nov 16, 11:22 pm"
2023,"Nov 16, 6:11 pm",Buttermilk Puuump,Bengals,Free Agent,Patriots,"

	
Bengals Cin - DEF
Free Agent
Patriots NE - DEF
To Waivers
	
You Better Park It
Nov 16, 6:11 pm"
2023,"Nov 15, 9:02 am",Ginger FC,,,Jonnu Smith,"
	
Jonnu Smith Pit - TE NA
To Waivers
	
Ginger FC
Nov 15, 9:02 am"
2023,"Nov 15, 9:01 am",Ginger FC,Vikings,Free Agent,,"
	
Vikings Min - DEF
Free Agent
	
Ginger FC
Nov 15, 9:01 am"
2023,"Nov 15, 8:27 am",Joe Mantegna,Jaguars,Free Agent,Falcons,"

	
Jaguars Jax - DEF
Free Agent
Falcons Atl - DEF
To Waivers
	
Joe Mantegna
Nov 15, 8:27 am"
2023,"Nov 15, 8:20 am",Joe Mantegna,Jason Sanders,Free Agent,Matt Gay,"

	
Jason Sanders NYJ - K
Free Agent
Matt Gay LV - K
To Waivers
	
Joe Mantegna
Nov 15, 8:20 am"
2023,"Nov 15, 7:06 am",ThreatLevelMidnight,Jason Myers,Free Agent,,"
	
Jason Myers Sea - K
Free Agent
	
ThreatLevelMidnight
Nov 15, 7:06 am"
2023,"Nov 15, 7:06 am",Post Mahomes,Harrison Butker,Free Agent,Jake Elliott,"

	
Harrison Butker KC - K
Free Agent
Jake Elliott Phi - K
To Waivers
	
Post Mahomes
Nov 15, 7:06 am"
2023,"Nov 15, 7:04 am",ThreatLevelMidnight,Lions,Free Agent,,"
	
Lions Det - DEF
Free Agent
	
ThreatLevelMidnight
Nov 15, 7:04 am"
2023,"Nov 15, 6:44 am",Voldemort,Jaxon Smith-Njigba,Free Agent,Christian Watson,"

	
Jaxon Smith-Njigba Sea - WR
Free Agent
Christian Watson GB - WR
To Waivers
	
Voldemort
Nov 15, 6:44 am"
2023,"Nov 15, 2:42 am",Post Mahomes,Zach Charbonnet,Waiver,Taysom Hill,"

	
Zach Charbonnet Sea - RB
Waiver
Taysom Hill NO - TE NA
To Waivers
	
Post Mahomes
Nov 15, 2:42 am"
2023,"Nov 15, 2:42 am",Ginger FC,Luke Musgrave,Waiver,,"
	
Luke Musgrave GB - TE
Waiver
	
Ginger FC
Nov 15, 2:42 am"
2023,"Nov 15, 2:42 am",Pop Lockett Drop it,Commanders,Waiver,Steelers,"

	
Commanders Was - DEF
Waiver
Steelers Pit - DEF
To Waivers
	
Pop Lockett Drop it
Nov 15, 2:42 am"
2023,"Nov 15, 2:42 am",Joe Mantegna,David Njoku,Waiver,Deshaun Watson,"

	
David Njoku LAC - TE
Waiver
Deshaun Watson Cle - QB Q
To Waivers
	
Joe Mantegna
Nov 15, 2:42 am"
2023,"Nov 15, 2:42 am",Post Mahomes,Ty Chandler,Waiver,Tyjae Spears,"

	
Ty Chandler NO - RB
Waiver
Tyjae Spears Ten - RB
To Waivers
	
Post Mahomes
Nov 15, 2:42 am"
2023,"Nov 14, 6:21 pm",Joe Mantegna,,,Geno Smith,"
	
Geno Smith NYJ - QB
To Waivers
	
Joe Mantegna
Nov 14, 6:21 pm"
2023,"Nov 14, 10:04 am",Ginger FC,,,Curtis Samuel,"
	
Curtis Samuel Buf - WR NA
To Waivers
	
Ginger FC
Nov 14, 10:04 am"
2023,"Nov 14, 10:02 am",Ginger FC,,,Raiders,"
	
Raiders LV - DEF
To Waivers
	
Ginger FC
Nov 14, 10:02 am"
2023,"Nov 14, 9:57 am",Post Mahomes,,,Blake Grupe,"
	
Blake Grupe Ind - K
To Waivers
	
Post Mahomes
Nov 14, 9:57 am"
2023,"Nov 14, 9:56 am",Post Mahomes,,,Derek Carr,"
	
Derek Carr NO - QB NA
To Waivers
	
Post Mahomes
Nov 14, 9:56 am"
2023,"Nov 14, 8:16 am",ThreatLevelMidnight,,,Saints,"
	
Saints NO - DEF
To Waivers
	
ThreatLevelMidnight
Nov 14, 8:16 am"
2023,"Nov 12, 8:46 pm",ThreatLevelMidnight,,,Zack Moss,"
	
Zack Moss Cin - RB NA
To Waivers
	
ThreatLevelMidnight
Nov 12, 8:46 pm"
2023,"Nov 11, 6:26 am",Post Mahomes,Derek Carr,Free Agent,Gardner Minshew II,"

	
Derek Carr NO - QB NA
Free Agent
Gardner Minshew II Ari - QB
To Waivers
	
Post Mahomes
Nov 11, 6:26 am"
2023,"Nov 10, 1:55 pm",Voldemort,Noah Brown,Free Agent,,"

	
Noah Brown LV - WR Q
Free Agent
Martavis Bryant Was - WR NA
To Free Agent
	
Voldemort
Nov 10, 1:55 pm"
2023,"Nov 10, 9:28 am",Post Mahomes,Blake Grupe,Free Agent,,"
	
Blake Grupe Ind - K
Free Agent
	
Post Mahomes
Nov 10, 9:28 am"
2023,"Nov 10, 8:49 am",Post Mahomes,,,Roschon Johnson,"
	
Roschon Johnson Chi - RB
To Waivers
	
Post Mahomes
Nov 10, 8:49 am"
2023,"Nov 10, 8:45 am",Voldemort,Martavis Bryant,Free Agent,Miles Sanders,"

	
Martavis Bryant Was - WR NA
Free Agent
Miles Sanders Dal - RB NA
To Waivers
	
Voldemort
Nov 10, 8:45 am"
2023,"Nov 10, 2:24 am",Patty Primetimes,Will Levis,Waiver,Darren Waller,"

	
Will Levis Ten - QB Q
Waiver
Darren Waller Car - TE
To Waivers
	
Patty Primetimes
Nov 10, 2:24 am"
2023,"Nov 9, 6:24 pm",malle_dips_pouches,Logan Thomas,Free Agent,Keaontay Ingram,"

	
Logan Thomas SF - TE NA
Free Agent
Keaontay Ingram KC - RB NA
To Waivers
	
malle_dips_pouches
Nov 9, 6:24 pm"
2023,"Nov 9, 6:17 pm",malle_dips_pouches,,,Wil Lutz,"
	
Wil Lutz Den - K
To Waivers
	
malle_dips_pouches
Nov 9, 6:17 pm"
2023,"Nov 9, 4:02 pm",Voldemort,Brandon McManus,Free Agent,Jason Myers,"

	
Brandon McManus GB - K NA
Free Agent
Jason Myers Sea - K
To Waivers
	
Voldemort
Nov 9, 4:02 pm"
2023,"Nov 9, 12:25 pm",Buttermilk Puuump,Daniel Carlson,Free Agent,Jason Sanders,"

	
Daniel Carlson LV - K NA
Free Agent
Jason Sanders NYJ - K
To Waivers
	
You Better Park It
Nov 9, 12:25 pm"
2023,"Nov 9, 11:39 am",Post Mahomes,Gardner Minshew II,Free Agent,,"
	
Gardner Minshew II Ari - QB
Free Agent
	
Post Mahomes
Nov 9, 11:39 am"
2023,"Nov 8, 3:38 pm",Malle ❤️ 🐸,Taylor Heinicke,Free Agent,Daniel Jones,"

	
Taylor Heinicke LAC - QB NA
Free Agent
Daniel Jones Ind - QB Q
To Waivers
	
Malle ❤️ 🐸
Nov 8, 3:38 pm"
2023,"Nov 8, 10:19 am",Pop Lockett Drop it,Riley Patterson,Free Agent,Harrison Butker,"

	
Riley Patterson Mia - K
Free Agent
Harrison Butker KC - K
To Waivers
	
Pop Lockett Drop it
Nov 8, 10:19 am"
2023,"Nov 8, 8:30 am",Patty Primetimes,Colts,Free Agent,Ezekiel Elliott,"

	
Colts Ind - DEF
Free Agent
Ezekiel Elliott Dal - RB NA
To Waivers
	
Patty Primetimes
Nov 8, 8:30 am"
2023,"Nov 8, 8:19 am",Patty Primetimes,Nick Folk,Free Agent,Ka'imi Fairbairn,"

	
Nick Folk Atl - K
Free Agent
Ka'imi Fairbairn Hou - K
To Waivers
	
Patty Primetimes
Nov 8, 8:19 am"
2023,"Nov 8, 8:17 am",Patty Primetimes,Jaylen Warren,Free Agent,Royce Freeman,"

	
Jaylen Warren Pit - RB
Free Agent
Royce Freeman LAC - RB NA
To Waivers
	
Patty Primetimes
Nov 8, 8:17 am"
2023,"Nov 8, 5:40 am",Uncle Rico,Seahawks,Free Agent,Jeff Wilson Jr.,"

	
Seahawks Sea - DEF
Free Agent
Jeff Wilson Jr. Mia - RB NA
To Waivers
	
Uncle Rico
Nov 8, 5:40 am"
2023,"Nov 8, 2:47 am",Ginger FC,Joshua Dobbs,Waiver,,"
	
Joshua Dobbs Det - QB
Waiver
	
Ginger FC
Nov 8, 2:47 am"
2023,"Nov 8, 2:47 am",Pop Lockett Drop it,Tyler Allgeier,Waiver,Derek Carr,"

	
Tyler Allgeier Ari - RB
Waiver
Derek Carr NO - QB NA
To Waivers
	
Pop Lockett Drop it
Nov 8, 2:47 am"
2023,"Nov 8, 2:47 am",Patty Primetimes,Keaton Mitchell,Waiver,Justice Hill,"

	
Keaton Mitchell LAC - RB Q
Waiver
Justice Hill Bal - RB
To Waivers
	
Patty Primetimes
Nov 8, 2:47 am"
2023,"Nov 7, 9:45 am",Ginger FC,,,Will Levis,"
	
Will Levis Ten - QB Q
To Waivers
	
Ginger FC
Nov 7, 9:45 am"
2023,"Nov 7, 9:43 am",Post Mahomes,,,K.J. Osborn,"
	
K.J. Osborn Ten - WR
To Waivers
	
Post Mahomes
Nov 7, 9:43 am"
2023,"Nov 2, 10:01 pm",Buttermilk Puuump,Patriots,Free Agent,Mike Williams,"

	
Patriots NE - DEF
Free Agent
Mike Williams Pit - WR NA
To Waivers
	
You Better Park It
Nov 2, 10:01 pm"
2023,"Nov 1, 1:52 pm",Ginger FC,,,Daniel Carlson,"
	
Daniel Carlson LV - K NA
To Waivers
	
Ginger FC
Nov 1, 1:52 pm"
2023,"Nov 1, 12:55 pm",The Big Gronkowski,Tyler Boyd,Free Agent,Skyy Moore,"

	
Tyler Boyd Ten - WR NA
Free Agent
Skyy Moore GB - WR
To Waivers
	
The Big Gronkowski
Nov 1, 12:55 pm"
2023,"Nov 1, 10:13 am",Patty Primetimes,Jake Ferguson,Free Agent,Riley Patterson,"

	
Jake Ferguson Dal - TE
Free Agent
Riley Patterson Mia - K
To Waivers
	
Patty Primetimes
Nov 1, 10:13 am"
