year,week,team,opponent,points_for,points_against,result,margin
2022,3,malle_dips_pouches,Voldemort,157.92,82.0,W,75.91999999999999
2022,4,Big Sack Jack,malle_dips_pouches,120.68,102.36,W,18.320000000000007
2022,4,Ginger FC,The Big Gronkowski,113.98,130.82,L,-16.83999999999999
2022,4,Joe Mantegna,Malle ❤️ 🐸,118.9,114.66,W,4.240000000000009
2022,4,Malle ❤️ 🐸,Joe Mantegna,114.66,118.9,L,-4.240000000000009
2022,4,Patty Primetimes,Voldemort,107.04,130.82,L,-23.779999999999987
2022,4,Pop Lockett Drop it,Post Mahomes,98.62,105.2,L,-6.579999999999998
2022,4,Post Mahomes,Pop Lockett Drop it,105.2,98.62,W,6.579999999999998
2022,4,The Big Gronkowski,Ginger FC,130.82,113.98,W,16.83999999999999
2022,4,ThreatLevelMidnight,Uncle Rico,164.68,115.86,W,48.82000000000001
2022,4,Uncle Rico,ThreatLevelMidnight,115.86,164.68,L,-48.82000000000001
2022,4,Voldemort,Patty Primetimes,130.82,107.04,W,23.779999999999987
2022,4,malle_dips_pouches,Big Sack Jack,102.36,120.68,L,-18.320000000000007
2022,5,Big Sack Jack,Patty Primetimes,101.58,107.38,L,-5.799999999999997
2022,5,Ginger FC,Malle ❤️ 🐸,182.3,76.16,W,106.14000000000001
2022,5,Joe Mantegna,malle_dips_pouches,111.52,122.06,L,-10.540000000000006
2022,5,Malle ❤️ 🐸,Ginger FC,76.16,182.3,L,-106.14000000000001
2022,5,Patty Primetimes,Big Sack Jack,107.38,101.58,W,5.799999999999997
2022,5,Pop Lockett Drop it,ThreatLevelMidnight,109.16,75.16,W,34.0
2022,5,Post Mahomes,The Big Gronkowski,80.84,119.14,L,-38.3
2022,5,The Big Gronkowski,Post Mahomes,119.14,80.84,W,38.3
2022,5,ThreatLevelMidnight,Pop Lockett Drop it,75.16,109.16,L,-34.0
2022,5,Uncle Rico,Voldemort,106.48,155.78,L,-49.3
2022,5,Voldemort,Uncle Rico,155.78,106.48,W,49.3
2022,5,malle_dips_pouches,Joe Mantegna,122.06,111.52,W,10.540000000000006
2022,6,Big Sack Jack,Uncle Rico,115.0,107.82,W,7.180000000000007
2022,6,Ginger FC,malle_dips_pouches,111.08,106.7,W,4.3799999999999955
2022,6,Joe Mantegna,Patty Primetimes,69.22,67.14,W,2.0799999999999983
2022,6,Malle ❤️ 🐸,Post Mahomes,75.0,95.36,L,-20.36
2022,6,Patty Primetimes,Joe Mantegna,67.14,69.22,L,-2.0799999999999983
2022,6,Pop Lockett Drop it,The Big Gronkowski,87.74,102.3,L,-14.560000000000002
2022,6,Post Mahomes,Malle ❤️ 🐸,95.36,75.0,W,20.36
2022,6,The Big Gronkowski,Pop Lockett Drop it,102.3,87.74,W,14.560000000000002
2022,6,ThreatLevelMidnight,Voldemort,118.78,122.86,L,-4.079999999999998
2022,6,Uncle Rico,Big Sack Jack,107.82,115.0,L,-7.180000000000007
2022,6,Voldemort,ThreatLevelMidnight,122.86,118.78,W,4.079999999999998
2022,6,malle_dips_pouches,Ginger FC,106.7,111.08,L,-4.3799999999999955
2022,7,Big Sack Jack,Voldemort,117.34,106.98,W,10.36
2022,7,Ginger FC,Patty Primetimes,109.46,102.76,W,6.699999999999989
2022,7,Joe Mantegna,Uncle Rico,110.22,132.12,L,-21.900000000000006
2022,7,Malle ❤️ 🐸,Pop Lockett Drop it,80.5,81.52,L,-1.019999999999996
2022,7,Patty Primetimes,Ginger FC,102.76,109.46,L,-6.699999999999989
2022,7,Pop Lockett Drop it,Malle ❤️ 🐸,81.52,80.5,W,1.019999999999996
2022,7,Post Mahomes,malle_dips_pouches,100.72,96.0,W,4.719999999999999
2022,7,The Big Gronkowski,ThreatLevelMidnight,122.92,88.6,W,34.32000000000001
2022,7,ThreatLevelMidnight,The Big Gronkowski,88.6,122.92,L,-34.32000000000001
2022,7,Uncle Rico,Joe Mantegna,132.12,110.22,W,21.900000000000006
2022,7,Voldemort,Big Sack Jack,106.98,117.34,L,-10.36
2022,7,malle_dips_pouches,Post Mahomes,96.0,100.72,L,-4.719999999999999
2022,8,Big Sack Jack,ThreatLevelMidnight,128.28,161.18,L,-32.900000000000006
2022,8,Ginger FC,Uncle Rico,142.54,122.64,W,19.89999999999999
2022,8,Joe Mantegna,Voldemort,87.82,107.72,L,-19.900000000000006
2022,8,Malle ❤️ 🐸,The Big Gronkowski,102.6,132.08,L,-29.480000000000018
2022,8,Patty Primetimes,Post Mahomes,136.68,114.4,W,22.28
2022,8,Pop Lockett Drop it,malle_dips_pouches,82.84,143.58,L,-60.74000000000001
2022,8,Post Mahomes,Patty Primetimes,114.4,136.68,L,-22.28
2022,8,The Big Gronkowski,Malle ❤️ 🐸,132.08,102.6,W,29.480000000000018
2022,8,ThreatLevelMidnight,Big Sack Jack,161.18,128.28,W,32.900000000000006
2022,8,Uncle Rico,Ginger FC,122.64,142.54,L,-19.89999999999999
2022,8,Voldemort,Joe Mantegna,107.72,87.82,W,19.900000000000006
2022,8,malle_dips_pouches,Pop Lockett Drop it,143.58,82.84,W,60.74000000000001
2022,9,Big Sack Jack,Joe Mantegna,91.84,100.3,L,-8.459999999999994
2022,9,Ginger FC,Voldemort,97.5,153.1,L,-55.599999999999994
2022,9,Joe Mantegna,Big Sack Jack,100.3,91.84,W,8.459999999999994
2022,9,Malle ❤️ 🐸,ThreatLevelMidnight,96.52,107.4,L,-10.88000000000001
2022,9,Patty Primetimes,Pop Lockett Drop it,113.54,90.92,W,22.620000000000005
2022,9,Pop Lockett Drop it,Patty Primetimes,90.92,113.54,L,-22.620000000000005
2022,9,Post Mahomes,Uncle Rico,108.0,102.74,W,5.260000000000005
2022,9,The Big Gronkowski,malle_dips_pouches,123.8,82.72,W,41.08
2022,9,ThreatLevelMidnight,Malle ❤️ 🐸,107.4,96.52,W,10.88000000000001
2022,9,Uncle Rico,Post Mahomes,102.74,108.0,L,-5.260000000000005
2022,9,Voldemort,Ginger FC,153.1,97.5,W,55.599999999999994
2022,9,malle_dips_pouches,The Big Gronkowski,82.72,123.8,L,-41.08
2022,10,Big Sack Jack,Ginger FC,102.12,74.78,W,27.340000000000003
2022,10,Ginger FC,Big Sack Jack,74.78,102.12,L,-27.340000000000003
2022,10,Joe Mantegna,ThreatLevelMidnight,103.74,108.0,L,-4.260000000000005
2022,10,Malle ❤️ 🐸,malle_dips_pouches,91.7,110.36,L,-18.659999999999997
2022,10,Patty Primetimes,The Big Gronkowski,88.04,98.18,L,-10.14
2022,10,Pop Lockett Drop it,Uncle Rico,135.88,126.04,W,9.83999999999999
2022,10,Post Mahomes,Voldemort,131.1,98.4,W,32.69999999999999
2022,10,The Big Gronkowski,Patty Primetimes,98.18,88.04,W,10.14
2022,10,ThreatLevelMidnight,Joe Mantegna,108.0,103.74,W,4.260000000000005
2022,10,Uncle Rico,Pop Lockett Drop it,126.04,135.88,L,-9.83999999999999
2022,10,Voldemort,Post Mahomes,98.4,131.1,L,-32.69999999999999
2022,10,malle_dips_pouches,Malle ❤️ 🐸,110.36,91.7,W,18.659999999999997
2022,11,Big Sack Jack,Post Mahomes,89.8,77.48,W,12.319999999999993
2022,11,Ginger FC,Joe Mantegna,126.34,120.5,W,5.840000000000003
2022,11,Joe Mantegna,Ginger FC,120.5,126.34,L,-5.840000000000003
2022,11,Malle ❤️ 🐸,Patty Primetimes,90.2,84.96,W,5.240000000000009
2022,11,Patty Primetimes,Malle ❤️ 🐸,84.96,90.2,L,-5.240000000000009
2022,11,Pop Lockett Drop it,Voldemort,76.72,114.38,L,-37.66
2022,11,Post Mahomes,Big Sack Jack,77.48,89.8,L,-12.319999999999993
2022,11,The Big Gronkowski,Uncle Rico,156.2,101.76,W,54.43999999999998
2022,11,ThreatLevelMidnight,malle_dips_pouches,102.24,122.26,L,-20.02000000000001
2022,11,Uncle Rico,The Big Gronkowski,101.76,156.2,L,-54.43999999999998
2022,11,Voldemort,Pop Lockett Drop it,114.38,76.72,W,37.66
2022,11,malle_dips_pouches,ThreatLevelMidnight,122.26,102.24,W,20.02000000000001
2022,12,Big Sack Jack,Pop Lockett Drop it,118.6,112.84,W,5.759999999999991
2022,12,Ginger FC,ThreatLevelMidnight,94.84,131.64,L,-36.79999999999998
2022,12,Joe Mantegna,Post Mahomes,108.76,92.06,W,16.700000000000003
2022,12,Malle ❤️ 🐸,Uncle Rico,129.12,86.9,W,42.22
2022,12,Patty Primetimes,malle_dips_pouches,72.0,142.66,L,-70.66
2022,12,Pop Lockett Drop it,Big Sack Jack,112.84,118.6,L,-5.759999999999991
2022,12,Post Mahomes,Joe Mantegna,92.06,108.76,L,-16.700000000000003
2022,12,The Big Gronkowski,Voldemort,112.46,144.76,L,-32.3
2022,12,ThreatLevelMidnight,Ginger FC,131.64,94.84,W,36.79999999999998
2022,12,Uncle Rico,Malle ❤️ 🐸,86.9,129.12,L,-42.22
2022,12,Voldemort,The Big Gronkowski,144.76,112.46,W,32.3
2022,12,malle_dips_pouches,Patty Primetimes,142.66,72.0,W,70.66
2022,13,Big Sack Jack,The Big Gronkowski,147.24,80.62,W,66.62
2022,13,Ginger FC,Post Mahomes,106.5,124.54,L,-18.040000000000006
2022,13,Joe Mantegna,Pop Lockett Drop it,107.5,102.76,W,4.739999999999995
2022,13,Malle ❤️ 🐸,Voldemort,130.6,134.72,L,-4.1200000000000045
2022,13,Patty Primetimes,ThreatLevelMidnight,87.44,88.2,L,-0.7600000000000051
2022,13,Pop Lockett Drop it,Joe Mantegna,102.76,107.5,L,-4.739999999999995
2022,13,Post Mahomes,Ginger FC,124.54,106.5,W,18.040000000000006
2022,13,The Big Gronkowski,Big Sack Jack,80.62,147.24,L,-66.62
2022,13,ThreatLevelMidnight,Patty Primetimes,88.2,87.44,W,0.7600000000000051
2022,13,Uncle Rico,malle_dips_pouches,128.12,93.44,W,34.68000000000001
2022,13,Voldemort,Malle ❤️ 🐸,134.72,130.6,W,4.1200000000000045
2022,13,malle_dips_pouches,Uncle Rico,93.44,128.12,L,-34.68000000000001
2022,14,Big Sack Jack,Malle ❤️ 🐸,113.26,94.98,W,18.28
2022,14,Ginger FC,Pop Lockett Drop it,93.56,70.76,W,22.799999999999997
2022,14,Joe Mantegna,The Big Gronkowski,97.38,102.2,L,-4.820000000000007
2022,14,Malle ❤️ 🐸,Big Sack Jack,94.98,113.26,L,-18.28
2022,14,Patty Primetimes,Uncle Rico,95.9,135.58,L,-39.68000000000001
2022,14,Pop Lockett Drop it,Ginger FC,70.76,93.56,L,-22.799999999999997
2022,14,Post Mahomes,ThreatLevelMidnight,91.9,119.06,L,-27.159999999999997
2022,14,The Big Gronkowski,Joe Mantegna,102.2,97.38,W,4.820000000000007
2022,14,ThreatLevelMidnight,Post Mahomes,119.06,91.9,W,27.159999999999997
2022,14,Uncle Rico,Patty Primetimes,135.58,95.9,W,39.68000000000001
2022,14,Voldemort,malle_dips_pouches,114.38,102.22,W,12.159999999999997
2022,14,malle_dips_pouches,Voldemort,102.22,114.38,L,-12.159999999999997
2023,1,Buttermilk Puuump,Ginger FC,85.42,85.26,W,0.1599999999999966
2023,1,Ginger FC,Buttermilk Puuump,85.26,85.42,L,-0.1599999999999966
2023,1,Joe Mantegna,Voldemort,127.86,75.96,W,51.900000000000006
2023,1,Malle ❤️ 🐸,ThreatLevelMidnight,97.9,124.34,L,-26.439999999999998
2023,1,Patty Primetimes,Pop Lockett Drop it,121.34,91.34,W,30.0
2023,1,Pop Lockett Drop it,Patty Primetimes,91.34,121.34,L,-30.0
2023,1,Post Mahomes,The Big Gronkowski,114.34,148.36,L,-34.02000000000001
2023,1,The Big Gronkowski,Post Mahomes,148.36,114.34,W,34.02000000000001
2023,1,ThreatLevelMidnight,Malle ❤️ 🐸,124.34,97.9,W,26.439999999999998
2023,1,Uncle Rico,malle_dips_pouches,52.38,80.64,L,-28.259999999999998
2023,1,Voldemort,Joe Mantegna,75.96,127.86,L,-51.900000000000006
2023,1,malle_dips_pouches,Uncle Rico,80.64,52.38,W,28.259999999999998
2023,2,Buttermilk Puuump,Joe Mantegna,98.0,110.0,L,-12.0
2023,2,Ginger FC,Pop Lockett Drop it,107.16,103.24,W,3.9200000000000017
2023,2,Joe Mantegna,Buttermilk Puuump,110.0,98.0,W,12.0
2023,2,Malle ❤️ 🐸,Patty Primetimes,125.42,79.66,W,45.760000000000005
2023,2,Patty Primetimes,Malle ❤️ 🐸,79.66,125.42,L,-45.760000000000005
2023,2,Pop Lockett Drop it,Ginger FC,103.24,107.16,L,-3.9200000000000017
2023,2,Post Mahomes,malle_dips_pouches,127.96,101.86,W,26.099999999999994
2023,2,The Big Gronkowski,Voldemort,119.7,116.28,W,3.4200000000000017
2023,2,ThreatLevelMidnight,Uncle Rico,112.14,76.78,W,35.36
2023,2,Uncle Rico,ThreatLevelMidnight,76.78,112.14,L,-35.36
2023,2,Voldemort,The Big Gronkowski,116.28,119.7,L,-3.4200000000000017
2023,2,malle_dips_pouches,Post Mahomes,101.86,127.96,L,-26.099999999999994
2023,3,Buttermilk Puuump,The Big Gronkowski,127.76,105.5,W,22.260000000000005
2023,3,Ginger FC,Malle ❤️ 🐸,55.28,127.68,L,-72.4
2023,3,Joe Mantegna,Pop Lockett Drop it,134.32,102.0,W,32.31999999999999
2023,3,Malle ❤️ 🐸,Ginger FC,127.68,55.28,W,72.4
2023,3,Patty Primetimes,Uncle Rico,122.66,116.06,W,6.599999999999994
2023,3,Pop Lockett Drop it,Joe Mantegna,102.0,134.32,L,-32.31999999999999
2023,3,Post Mahomes,Voldemort,139.88,129.08,W,10.799999999999983
2023,3,The Big Gronkowski,Buttermilk Puuump,105.5,127.76,L,-22.260000000000005
2023,3,ThreatLevelMidnight,malle_dips_pouches,121.06,125.22,L,-4.159999999999997
2023,3,Uncle Rico,Patty Primetimes,116.06,122.66,L,-6.599999999999994
2023,3,Voldemort,Post Mahomes,129.08,139.88,L,-10.799999999999983
2023,3,malle_dips_pouches,ThreatLevelMidnight,125.22,121.06,W,4.159999999999997
2023,4,Buttermilk Puuump,Post Mahomes,101.44,141.82,L,-40.379999999999995
2023,4,Ginger FC,Uncle Rico,95.66,120.14,L,-24.480000000000004
2023,4,Joe Mantegna,Malle ❤️ 🐸,96.5,75.46,W,21.040000000000006
2023,4,Malle ❤️ 🐸,Joe Mantegna,75.46,96.5,L,-21.040000000000006
2023,4,Patty Primetimes,ThreatLevelMidnight,98.18,100.56,L,-2.3799999999999955
2023,4,Pop Lockett Drop it,The Big Gronkowski,96.1,130.18,L,-34.08000000000001
2023,4,Post Mahomes,Buttermilk Puuump,141.82,101.44,W,40.379999999999995
2023,4,The Big Gronkowski,Pop Lockett Drop it,130.18,96.1,W,34.08000000000001
2023,4,ThreatLevelMidnight,Patty Primetimes,100.56,98.18,W,2.3799999999999955
2023,4,Uncle Rico,Ginger FC,120.14,95.66,W,24.480000000000004
2023,4,Voldemort,malle_dips_pouches,130.24,105.6,W,24.640000000000015
2023,4,malle_dips_pouches,Voldemort,105.6,130.24,L,-24.640000000000015
2023,5,Buttermilk Puuump,Voldemort,66.72,78.54,L,-11.820000000000007
2023,5,Ginger FC,ThreatLevelMidnight,96.36,116.2,L,-19.840000000000003
2023,5,Joe Mantegna,Uncle Rico,139.52,99.28,W,40.24000000000001
2023,5,Malle ❤️ 🐸,The Big Gronkowski,91.12,107.38,L,-16.25999999999999
2023,5,Patty Primetimes,malle_dips_pouches,110.92,112.96,L,-2.039999999999992
2023,5,Pop Lockett Drop it,Post Mahomes,85.46,120.84,L,-35.38000000000001
2023,5,Post Mahomes,Pop Lockett Drop it,120.84,85.46,W,35.38000000000001
2023,5,The Big Gronkowski,Malle ❤️ 🐸,107.38,91.12,W,16.25999999999999
2023,5,ThreatLevelMidnight,Ginger FC,116.2,96.36,W,19.840000000000003
2023,5,Uncle Rico,Joe Mantegna,99.28,139.52,L,-40.24000000000001
2023,5,Voldemort,Buttermilk Puuump,78.54,66.72,W,11.820000000000007
2023,5,malle_dips_pouches,Patty Primetimes,112.96,110.92,W,2.039999999999992
2023,6,Buttermilk Puuump,malle_dips_pouches,124.98,95.86,W,29.120000000000005
2023,6,Ginger FC,Patty Primetimes,71.3,106.58,L,-35.28
2023,6,Joe Mantegna,ThreatLevelMidnight,112.34,98.14,W,14.200000000000003
2023,6,Malle ❤️ 🐸,Post Mahomes,99.9,98.84,W,1.0600000000000023
2023,6,Patty Primetimes,Ginger FC,106.58,71.3,W,35.28
2023,6,Pop Lockett Drop it,Voldemort,126.52,80.12,W,46.39999999999999
2023,6,Post Mahomes,Malle ❤️ 🐸,98.84,99.9,L,-1.0600000000000023
2023,6,The Big Gronkowski,Uncle Rico,81.88,92.2,L,-10.320000000000007
2023,6,ThreatLevelMidnight,Joe Mantegna,98.14,112.34,L,-14.200000000000003
2023,6,Uncle Rico,The Big Gronkowski,92.2,81.88,W,10.320000000000007
2023,6,Voldemort,Pop Lockett Drop it,80.12,126.52,L,-46.39999999999999
2023,6,malle_dips_pouches,Buttermilk Puuump,95.86,124.98,L,-29.120000000000005
2023,7,Buttermilk Puuump,Pop Lockett Drop it,104.56,123.24,L,-18.679999999999993
2023,7,Ginger FC,malle_dips_pouches,67.48,76.1,L,-8.61999999999999
2023,7,Joe Mantegna,Patty Primetimes,115.46,109.84,W,5.61999999999999
2023,7,Malle ❤️ 🐸,Voldemort,115.26,150.68,L,-35.42
2023,7,Patty Primetimes,Joe Mantegna,109.84,115.46,L,-5.61999999999999
2023,7,Pop Lockett Drop it,Buttermilk Puuump,123.24,104.56,W,18.679999999999993
2023,7,Post Mahomes,Uncle Rico,134.56,81.2,W,53.36
2023,7,The Big Gronkowski,ThreatLevelMidnight,74.56,119.5,L,-44.94
2023,7,ThreatLevelMidnight,The Big Gronkowski,119.5,74.56,W,44.94
2023,7,Uncle Rico,Post Mahomes,81.2,134.56,L,-53.36
2023,7,Voldemort,Malle ❤️ 🐸,150.68,115.26,W,35.42
2023,7,malle_dips_pouches,Ginger FC,76.1,67.48,W,8.61999999999999
2023,8,Buttermilk Puuump,Malle ❤️ 🐸,93.48,120.66,L,-27.179999999999993
2023,8,Ginger FC,Joe Mantegna,96.36,118.58,L,-22.22
2023,8,Joe Mantegna,Ginger FC,118.58,96.36,W,22.22
2023,8,Malle ❤️ 🐸,Buttermilk Puuump,120.66,93.48,W,27.179999999999993
2023,8,Patty Primetimes,The Big Gronkowski,108.76,118.52,L,-9.759999999999991
2023,8,Pop Lockett Drop it,malle_dips_pouches,131.1,104.96,W,26.14
2023,8,Post Mahomes,ThreatLevelMidnight,107.3,127.28,L,-19.980000000000004
2023,8,The Big Gronkowski,Patty Primetimes,118.52,108.76,W,9.759999999999991
2023,8,ThreatLevelMidnight,Post Mahomes,127.28,107.3,W,19.980000000000004
2023,8,Uncle Rico,Voldemort,154.62,66.88,W,87.74000000000001
2023,8,Voldemort,Uncle Rico,66.88,154.62,L,-87.74000000000001
2023,8,malle_dips_pouches,Pop Lockett Drop it,104.96,131.1,L,-26.14
2023,9,Buttermilk Puuump,Uncle Rico,87.16,120.62,L,-33.46000000000001
2023,9,Ginger FC,The Big Gronkowski,106.08,69.44,W,36.64
2023,9,Joe Mantegna,malle_dips_pouches,86.8,89.52,L,-2.719999999999999
2023,9,Malle ❤️ 🐸,Pop Lockett Drop it,100.58,94.04,W,6.539999999999992
2023,9,Patty Primetimes,Post Mahomes,88.92,97.62,L,-8.700000000000003
2023,9,Pop Lockett Drop it,Malle ❤️ 🐸,94.04,100.58,L,-6.539999999999992
2023,9,Post Mahomes,Patty Primetimes,97.62,88.92,W,8.700000000000003
2023,9,The Big Gronkowski,Ginger FC,69.44,106.08,L,-36.64
2023,9,ThreatLevelMidnight,Voldemort,121.5,80.38,W,41.120000000000005
2023,9,Uncle Rico,Buttermilk Puuump,120.62,87.16,W,33.46000000000001
2023,9,Voldemort,ThreatLevelMidnight,80.38,121.5,L,-41.120000000000005
2023,9,malle_dips_pouches,Joe Mantegna,89.52,86.8,W,2.719999999999999
2023,10,Buttermilk Puuump,ThreatLevelMidnight,149.16,90.22,W,58.94
2023,10,Ginger FC,Post Mahomes,74.94,98.3,L,-23.36
2023,10,Joe Mantegna,The Big Gronkowski,118.46,116.52,W,1.9399999999999977
2023,10,Malle ❤️ 🐸,malle_dips_pouches,130.4,87.18,W,43.22
2023,10,Patty Primetimes,Voldemort,84.46,121.72,L,-37.260000000000005
2023,10,Pop Lockett Drop it,Uncle Rico,143.84,112.78,W,31.060000000000002
2023,10,Post Mahomes,Ginger FC,98.3,74.94,W,23.36
2023,10,The Big Gronkowski,Joe Mantegna,116.52,118.46,L,-1.9399999999999977
2023,10,ThreatLevelMidnight,Buttermilk Puuump,90.22,149.16,L,-58.94
2023,10,Uncle Rico,Pop Lockett Drop it,112.78,143.84,L,-31.060000000000002
2023,10,Voldemort,Patty Primetimes,121.72,84.46,W,37.260000000000005
2023,10,malle_dips_pouches,Malle ❤️ 🐸,87.18,130.4,L,-43.22
2023,11,Buttermilk Puuump,Patty Primetimes,91.06,90.8,W,0.2600000000000051
2023,11,Ginger FC,Voldemort,60.44,119.96,L,-59.519999999999996
2023,11,Joe Mantegna,Post Mahomes,148.34,112.18,W,36.16
2023,11,Malle ❤️ 🐸,Uncle Rico,106.9,89.34,W,17.560000000000002
2023,11,Patty Primetimes,Buttermilk Puuump,90.8,91.06,L,-0.2600000000000051
2023,11,Pop Lockett Drop it,ThreatLevelMidnight,95.34,156.98,L,-61.639999999999986
2023,11,Post Mahomes,Joe Mantegna,112.18,148.34,L,-36.16
2023,11,The Big Gronkowski,malle_dips_pouches,149.8,87.4,W,62.400000000000006
2023,11,ThreatLevelMidnight,Pop Lockett Drop it,156.98,95.34,W,61.639999999999986
2023,11,Uncle Rico,Malle ❤️ 🐸,89.34,106.9,L,-17.560000000000002
2023,11,Voldemort,Ginger FC,119.96,60.44,W,59.519999999999996
2023,11,malle_dips_pouches,The Big Gronkowski,87.4,149.8,L,-62.400000000000006
2023,12,Buttermilk Puuump,Ginger FC,122.34,95.3,W,27.040000000000006
2023,12,Ginger FC,Buttermilk Puuump,95.3,122.34,L,-27.040000000000006
2023,12,Joe Mantegna,Voldemort,126.54,126.08,W,0.46000000000000796
2023,12,Malle ❤️ 🐸,ThreatLevelMidnight,121.8,125.36,L,-3.5600000000000023
2023,12,Patty Primetimes,Pop Lockett Drop it,97.62,110.66,L,-13.039999999999992
2023,12,Pop Lockett Drop it,Patty Primetimes,110.66,97.62,W,13.039999999999992
2023,12,Post Mahomes,The Big Gronkowski,156.02,112.98,W,43.040000000000006
2023,12,The Big Gronkowski,Post Mahomes,112.98,156.02,L,-43.040000000000006
2023,12,ThreatLevelMidnight,Malle ❤️ 🐸,125.36,121.8,W,3.5600000000000023
2023,12,Uncle Rico,malle_dips_pouches,89.68,90.26,L,-0.5799999999999983
2023,12,Voldemort,Joe Mantegna,126.08,126.54,L,-0.46000000000000796
2023,12,malle_dips_pouches,Uncle Rico,90.26,89.68,W,0.5799999999999983
2023,13,Buttermilk Puuump,Joe Mantegna,91.06,92.88,L,-1.8199999999999932
2023,13,Ginger FC,Pop Lockett Drop it,116.46,102.16,W,14.299999999999997
2023,13,Joe Mantegna,Buttermilk Puuump,92.88,91.06,W,1.8199999999999932
2023,13,Malle ❤️ 🐸,Patty Primetimes,127.72,134.9,L,-7.180000000000007
2023,13,Patty Primetimes,Malle ❤️ 🐸,134.9,127.72,W,7.180000000000007
2023,13,Pop Lockett Drop it,Ginger FC,102.16,116.46,L,-14.299999999999997
2023,13,Post Mahomes,malle_dips_pouches,102.3,109.84,L,-7.540000000000006
2023,13,The Big Gronkowski,Voldemort,114.08,132.88,L,-18.799999999999997
2023,13,ThreatLevelMidnight,Uncle Rico,146.82,94.1,W,52.72
2023,13,Uncle Rico,ThreatLevelMidnight,94.1,146.82,L,-52.72
2023,13,Voldemort,The Big Gronkowski,132.88,114.08,W,18.799999999999997
2023,13,malle_dips_pouches,Post Mahomes,109.84,102.3,W,7.540000000000006
2023,14,Buttermilk Puuump,The Big Gronkowski,87.34,103.74,L,-16.39999999999999
2023,14,Ginger FC,Malle ❤️ 🐸,140.02,105.98,W,34.040000000000006
2023,14,Joe Mantegna,Pop Lockett Drop it,112.2,73.14,W,39.06
2023,14,Malle ❤️ 🐸,Ginger FC,105.98,140.02,L,-34.040000000000006
2023,14,Patty Primetimes,Uncle Rico,85.8,75.22,W,10.579999999999998
2023,14,Pop Lockett Drop it,Joe Mantegna,73.14,112.2,L,-39.06
2023,14,Post Mahomes,Voldemort,119.74,138.04,L,-18.299999999999997
2023,14,The Big Gronkowski,Buttermilk Puuump,103.74,87.34,W,16.39999999999999
2023,14,ThreatLevelMidnight,malle_dips_pouches,112.36,128.92,L,-16.559999999999988
2023,14,Uncle Rico,Patty Primetimes,75.22,85.8,L,-10.579999999999998
2023,14,Voldemort,Post Mahomes,138.04,119.74,W,18.299999999999997
2023,14,malle_dips_pouches,ThreatLevelMidnight,128.92,112.36,W,16.559999999999988
2024,1,Buttermilk Puuump,Malle ❤️ 🐸,79.98,92.62,L,-12.64
2024,1,Ginger FC,Pop Lockett Drop it,105.9,142.16,L,-36.25999999999999
2024,1,Joe Mantegna,Post Mahomes,89.26,132.92,L,-43.65999999999998
2024,1,Malle ❤️ 🐸,Buttermilk Puuump,92.62,79.98,W,12.64
2024,1,Patty Primetimes,Uncle Rico,156.68,71.34,W,85.34
2024,1,Pop Lockett Drop it,Ginger FC,142.16,105.9,W,36.25999999999999
2024,1,Post Mahomes,Joe Mantegna,132.92,89.26,W,43.65999999999998
2024,1,The Big Gronkowski,ThreatLevelMidnight,94.86,95.38,L,-0.519999999999996
2024,1,ThreatLevelMidnight,The Big Gronkowski,95.38,94.86,W,0.519999999999996
2024,1,Uncle Rico,Patty Primetimes,71.34,156.68,L,-85.34
2024,1,Voldemort,malle_dips_pouches,104.08,120.32,L,-16.239999999999995
2024,1,malle_dips_pouches,Voldemort,120.32,104.08,W,16.239999999999995
2024,2,Buttermilk Puuump,Pop Lockett Drop it,83.48,130.9,L,-47.42
2024,2,Ginger FC,The Big Gronkowski,99.94,120.64,L,-20.700000000000003
2024,2,Joe Mantegna,Voldemort,109.92,117.26,L,-7.340000000000003
2024,2,Malle ❤️ 🐸,Uncle Rico,154.42,120.44,W,33.97999999999999
2024,2,Patty Primetimes,malle_dips_pouches,83.86,89.0,L,-5.140000000000001
2024,2,Pop Lockett Drop it,Buttermilk Puuump,130.9,83.48,W,47.42
2024,2,Post Mahomes,ThreatLevelMidnight,105.18,133.44,L,-28.25999999999999
2024,2,The Big Gronkowski,Ginger FC,120.64,99.94,W,20.700000000000003
2024,2,ThreatLevelMidnight,Post Mahomes,133.44,105.18,W,28.25999999999999
2024,2,Uncle Rico,Malle ❤️ 🐸,120.44,154.42,L,-33.97999999999999
2024,2,Voldemort,Joe Mantegna,117.26,109.92,W,7.340000000000003
2024,2,malle_dips_pouches,Patty Primetimes,89.0,83.86,W,5.140000000000001
2024,3,Buttermilk Puuump,The Big Gronkowski,89.46,106.46,L,-17.0
2024,3,Ginger FC,Post Mahomes,105.62,125.58,L,-19.959999999999994
2024,3,Joe Mantegna,malle_dips_pouches,113.36,86.72,W,26.64
2024,3,Malle ❤️ 🐸,Patty Primetimes,115.74,83.98,W,31.75999999999999
2024,3,Patty Primetimes,Malle ❤️ 🐸,83.98,115.74,L,-31.75999999999999
2024,3,Pop Lockett Drop it,Uncle Rico,68.5,120.08,L,-51.58
2024,3,Post Mahomes,Ginger FC,125.58,105.62,W,19.959999999999994
2024,3,The Big Gronkowski,Buttermilk Puuump,106.46,89.46,W,17.0
2024,3,ThreatLevelMidnight,Voldemort,87.58,133.52,L,-45.94000000000001
